time,moving,velocity_smooth,grade_smooth,distance,altitude,grade_adjusted_distance,activity_id,label,mtb
62,True,9.723,-10.5,279.2,640.9,248.8749983802971,7694819007,1,0
63,True,9.723,-10.9,301.7,638.4,268.66635979316777,7694819007,1,0
64,True,9.723,-10.8,324.2,636.1,288.4483201563272,7694819007,1,0
65,True,16.317,-10.3,328.5,635.5,292.2110293291049,7694819007,1,0
66,True,15.251,-9.6,332.9,635.1,296.05895414616907,7694819007,1,0
67,True,12.458,-8.8,341.4,634.3,303.4906303643237,7694819007,1,0
69,True,4.382,-8.0,346.1,634.0,307.61225419157927,7694819007,1,0
70,True,4.077,-6.6,348.9,633.7,310.09054076108407,7694819007,1,0
71,True,3.7720000000000002,-5.3,351.8,633.6,312.70014327337435,7694819007,1,0
72,True,3.942,-5.1,361.1,633.0,321.08700528054374,7694819007,1,0
74,True,7.236,-4.7,382.3,632.1,340.3158096366774,7694819007,1,0
75,True,7.236,-3.9,399.8,631.1,356.41065169590195,7694819007,1,0
77,True,11.232,-3.4,417.3,630.5,372.65455233908034,7694819007,1,0
78,True,12.282,-2.5,434.8,630.1,389.2450494007079,7694819007,1,0
80,True,8.714,-1.7000000000000002,443.4,630.0,397.58313476855335,7694819007,1,0
81,True,8.067,-0.7000000000000001,448.2,629.9,402.34696632965364,7694819007,1,0
82,True,7.14,-1.7000000000000002,453.0,629.9,406.992102755534,7694819007,1,0
84,True,5.097,-2.1,465.4,629.9,418.8540751965244,7694819007,1,0
85,True,6.896,-2.8,477.8,629.4,430.50482454139353,7694819007,1,0
87,True,7.446,-3.6,490.2,629.0,441.97743597130756,7694819007,1,0
88,True,8.273,-3.0,502.6,628.5,453.5952988947155,7694819007,1,0
89,True,10.002,-2.8,515.4,628.1,465.62942019596863,7694819007,1,0
90,True,9.44,-1.8,525.0,628.0,474.8929332507463,7694819007,1,0
91,True,9.23,-1.2,533.2,627.8,482.9318278521528,7694819007,1,0
92,True,10.08,-1.3,540.6,627.8,490.1742296715443,7694819007,1,0
93,True,9.02,-0.7000000000000001,547.8,627.7,497.3183108240509,7694819007,1,0
94,True,7.996,-0.7000000000000001,555.4,627.6,504.8599958413692,7694819007,1,0
95,True,7.664,-0.30000000000000004,563.3,627.6,512.7365099521337,7694819007,1,0
96,True,7.536,0.0,570.9,627.6,520.3365099521337,7694819007,1,0
97,True,7.586,0.0,578.6,627.6,528.0365099521338,7694819007,1,0
98,True,7.608,0.4,585.8,627.6,535.2695938003117,7694819007,1,0
99,True,7.424,0.4,592.5,627.6,542.0010470115683,7694819007,1,0
100,True,7.172,0.4,599.2,627.7,548.7323870817772,7694819007,1,0
101,True,7.088,0.0,606.3,627.7,555.8323870817771,7694819007,1,0
102,True,7.004,-0.7000000000000001,613.6,627.7,563.0710248076766,7694819007,1,0
103,True,6.9879999999999995,-1.1,620.7,627.6,570.0577735296218,7694819007,1,0
104,True,7.088,-1.4,628.0,627.5,577.1863331418263,7694819007,1,0
105,True,7.12,-1.4,634.8,627.4,583.8287125100485,7694819007,1,0
106,True,7.064,-1.4,641.7,627.3,590.5708376737524,7694819007,1,0
107,True,7.104,-1.7000000000000002,649.1,627.2,597.7363129344126,7694819007,1,0
108,True,7.184,-1.7000000000000002,656.7,627.1,605.099268980786,7694819007,1,0
109,True,7.174,-1.7000000000000002,663.8,626.9,611.9754495163003,7694819007,1,0
110,True,7.23,-1.4,671.0,626.8,619.0114184115776,7694819007,1,0
111,True,7.306,-1.0,678.2,626.7,626.0987031124404,7694819007,1,0
112,True,7.272,-0.7000000000000001,685.5,626.7,633.3373408383399,7694819007,1,0
113,True,7.206,-0.4,692.7,626.6,640.5142085674233,7694819007,1,0
114,True,7.192,-0.7000000000000001,699.8,626.6,647.5519094656192,7694819007,1,0
115,True,7.15,-0.7000000000000001,706.7,626.6,654.3902356569911,7694819007,1,0
116,True,7.08,-0.7000000000000001,713.6,626.5,661.2281798739715,7694819007,1,0
117,True,7.008,-1.1,720.5,626.4,668.0138572791969,7694819007,1,0
118,True,6.96,-0.7000000000000001,727.5,626.4,674.9505118187058,7694819007,1,0
119,True,6.918,-0.7000000000000001,734.4,626.3,681.7892172463013,7694819007,1,0
120,True,6.896,-0.7000000000000001,741.2,626.3,688.5284372609866,7694819007,1,0
121,True,6.958,-0.4,748.4,626.2,695.704550676888,7694819007,1,0
122,True,6.948,-0.4,755.3,626.2,702.5815761260003,7694819007,1,0
123,True,6.914,0.0,762.0,626.2,709.2815761260003,7694819007,1,0
124,True,6.856,0.4,768.7,626.2,716.0144536336157,7694819007,1,0
125,True,6.786,0.4,775.1,626.2,722.4458590140244,7694819007,1,0
126,True,6.684,0.4,781.8,626.3,729.1787365216397,7694819007,1,0
127,True,6.658,0.0,788.5,626.3,735.8787365216398,7694819007,1,0
128,True,6.628,-0.4,795.2,626.3,742.5550497609603,7694819007,1,0
129,True,6.564,0.4,801.5,626.2,748.8869267566997,7694819007,1,0
130,True,6.516,0.8,807.7,626.2,755.170148217948,7694819007,1,0
131,True,6.48,1.6,814.2,626.4,761.9095625699007,7694819007,1,0
132,True,6.466,2.7,820.9,626.5,769.151950078279,7694819007,1,0
133,True,6.408,2.6,827.2,626.6,775.95165538726,7694819007,1,0
134,True,6.524,3.4,834.1,626.9,783.6029210092217,7694819007,1,0
135,True,6.66,4.1,841.0,627.1,791.4554259970798,7694819007,1,0
136,True,6.698,4.5,847.7,627.4,799.2059247071096,7694819007,1,0
137,True,6.682,5.0,854.3,627.7,806.9838912984791,7694819007,1,0
138,True,6.72,5.4,860.8,628.1,814.7866361729542,7694819007,1,0
139,True,6.62,5.8,867.2,628.4,822.5963693635006,7694819007,1,0
140,True,6.5,5.9,873.5,628.8,830.3137862108891,7694819007,1,0
141,True,6.474,6.1,880.0,629.2,838.3159083900117,7694819007,1,0
142,True,6.372,6.3,886.1,629.6,845.8965973422421,7694819007,1,0
143,True,6.226,6.4,892.0,629.9,853.2638801964935,7694819007,1,0
144,True,6.036,6.1,897.4,630.3,859.9348929458753,7694819007,1,0
145,True,5.68,6.8,901.9,630.6,865.6491236092653,7694819007,1,0
146,True,5.45,6.5,907.3,630.9,872.4083205594338,7694819007,1,0
147,True,4.984,6.9,911.1,631.2,877.2512015272301,7694819007,1,0
148,True,4.802,6.9,916.0,631.5,883.490572078977,7694819007,1,0
149,True,4.374,6.3,919.3,631.8,887.5938195638005,7694819007,1,0
150,True,4.274,5.4,923.3,632.0,892.3846955184666,7694819007,1,0
151,True,3.934,4.5,927.0,632.2,896.6621497077209,7694819007,1,0
152,True,3.972,4.5,930.9,632.3,901.1822112330073,7694819007,1,0
153,True,4.68,4.1,939.4,632.7,910.8577831241138,7694819007,1,0
154,True,5.208,4.2,945.3,633.0,917.6117558726809,7694819007,1,0
155,True,5.672,3.8,951.6,633.2,924.7088448190722,7694819007,1,0
156,True,5.998,3.6,957.0,633.4,930.7456898757924,7694819007,1,0
157,True,5.918,3.6,960.5,633.5,934.6530600920029,7694819007,1,0
158,True,5.08,3.5,964.8,633.7,939.4404138048252,7694819007,1,0
159,True,4.634,3.6,968.5,633.8,943.5817333621505,7694819007,1,0
160,True,3.949,2.9,971.4,633.9,946.7443992934209,7694819007,1,0
161,True,3.464,2.9,974.3,634.0,949.9128498606409,7694819007,1,0
162,False,2.754,2.8,974.3,634.1,949.9128498606409,7694819007,1,0
164,True,2.734,3.1,982.1,634.2,958.4850443039181,7694819007,1,0
165,True,2.841,2.3,985.6,634.3,962.2151073393095,7694819007,1,0
166,True,3.22,2.5,990.4,634.5,967.3761271881992,7694819007,1,0
168,True,3.66,2.4,996.2,634.6,973.5808216796803,7694819007,1,0
169,True,3.98,1.7000000000000002,1002.0,634.7,979.6194662704926,7694819007,1,0
170,True,4.206,1.3,1006.6,634.8,984.3458178911676,7694819007,1,0
171,True,4.8100000000000005,0.0,1014.4,634.9,992.1458178911676,7694819007,1,0
172,True,4.905,-1.1,1019.8,634.9,997.4563480343876,7694819007,1,0
173,True,6.12,-2.4,1026.8,634.7,1004.1012566993293,7694819007,1,0
174,True,6.462,-3.4,1034.3,634.5,1011.0730559556736,7694819007,1,0
175,True,7.312,-3.5,1043.2,634.2,1019.3274519231119,7694819007,1,0
176,True,7.618,-3.6,1052.5,633.8,1027.9351298186564,7694819007,1,0
177,True,8.308,-3.3,1061.3,633.5,1036.1335680055497,7694819007,1,0
178,True,8.754,-2.4,1070.6,633.2,1044.9629138151809,7694819007,1,0
179,True,9.146,-1.6,1080.1,633.0,1054.1977018287307,7694819007,1,0
180,True,9.284,-0.5,1089.6,632.9,1063.649010798126,7694819007,1,0
181,True,9.288,0.6000000000000001,1099.0,632.9,1073.1250656679845,7694819007,1,0
182,True,9.246,1.6,1107.6,633.0,1082.0455224140758,7694819007,1,0
183,True,8.862,2.5,1114.9,633.2,1089.8827914220421,7694819007,1,0
184,True,8.29,3.2,1121.5,633.4,1097.1540005521033,7694819007,1,0
185,True,7.55,3.4,1127.3,633.6,1103.5894276237443,7694819007,1,0
186,True,6.772,3.6,1132.8,633.8,1109.7307121922192,7694819007,1,0
187,True,6.202,3.2,1138.6,634.0,1116.1221992549838,7694819007,1,0
188,True,5.816,3.1,1144.0,634.2,1122.0550541525301,7694819007,1,0
189,True,5.55,4.2,1149.3,634.3,1128.1232890984363,7694819007,1,0
190,True,5.606,5.9,1155.4,634.5,1135.5740486507525,7694819007,1,0
191,True,5.892,7.8,1162.3,635.0,1144.7094295586664,7694819007,1,0
192,True,6.206,9.9,1169.6,635.7,1155.3180057537395,7694819007,1,0
193,True,6.462,11.3,1176.3,636.4,1165.7014442336713,7694819007,1,0
194,True,6.692,12.3,1182.7,637.2,1176.0698786048063,7694819007,1,0
195,True,6.698,13.3,1188.9,638.0,1186.6277333665837,7694819007,1,0
196,True,6.516,13.6,1194.9,638.8,1197.000781733867,7694819007,1,0
197,True,6.152,13.5,1200.4,639.6,1206.478060913184,7694819007,1,0
198,True,5.83,14.6,1205.5,640.3,1215.720610632117,7694819007,1,0
199,True,5.38,12.8,1209.6,640.8,1222.5617572597941,7694819007,1,0
200,True,4.635,14.1,1212.0,641.3,1226.8210826490565,7694819007,1,0
201,True,3.914,16.7,1214.4,641.4,1231.6024950103172,7694819007,1,0
202,True,3.291,15.1,1216.8,641.9,1236.0462960795883,7694819007,1,0
203,True,2.7560000000000002,14.0,1219.2,642.1,1240.261628845486,7694819007,1,0
204,False,1.92,15.3,1219.2,642.4,1240.261628845486,7694819007,1,0
205,False,1.441,15.1,1219.2,642.5,1240.261628845486,7694819007,1,0
207,True,1.473,12.7,1224.2,643.0,1248.5397950000968,7694819007,1,0
208,True,1.784,12.1,1228.2,643.5,1254.9543940372926,7694819007,1,0
209,True,2.52,12.8,1231.8,644.0,1260.9555892557241,7694819007,1,0
210,True,3.148,12.9,1235.0,644.4,1266.3191489657072,7694819007,1,0
211,True,3.292,15.6,1239.0,644.9,1273.8893730578534,7694819007,1,0
212,True,3.584,12.8,1242.1,645.3,1279.0586353981198,7694819007,1,0
213,False,2.792,12.9,1242.1,645.6,1279.0586353981198,7694819007,1,0
214,True,2.822,13.8,1245.9,645.8,1285.6793362753276,7694819007,1,0
215,False,2.194,11.0,1245.9,646.1,1285.6793362753276,7694819007,1,0
217,True,1.702,11.8,1250.6,646.4,1293.1281517910138,7694819007,1,0
218,True,2.172,9.6,1253.0,646.8,1296.5654111910337,7694819007,1,0
219,True,1.876,10.8,1255.3,647.0,1300.0523465872159,7694819007,1,0
220,True,2.7119999999999997,9.7,1259.5,647.4,1306.099182322033,7694819007,1,0
221,False,2.26,10.8,1259.5,647.7,1306.099182322033,7694819007,1,0
223,True,2.482,11.1,1265.4,648.0,1315.1717109086483,7694819007,1,0
224,True,2.416,9.3,1267.4,648.3,1317.9996039694554,7694819007,1,0
225,True,1.984,10.0,1269.4,648.4,1320.93069328772,7694819007,1,0
226,False,1.984,8.7,1269.4,648.5,1320.93069328772,7694819007,1,0
228,True,1.846,9.4,1274.6,648.8,1328.307741366974,7694819007,1,0
229,True,1.9849999999999999,10.4,1277.3,649.2,1332.3103614218567,7694819007,1,0
230,True,2.124,13.4,1280.1,649.4,1337.0998993274188,7694819007,1,0
231,True,2.892,13.1,1283.9,650.0,1343.5167704250086,7694819007,1,0
232,False,2.41,13.7,1283.9,650.4,1343.5167704250086,7694819007,1,0
234,True,2.893,16.5,1291.8,651.1,1359.1548094929926,7694819007,1,0
235,True,3.076,10.6,1295.4,651.5,1364.5616589430385,7694819007,1,0
236,False,2.308,12.2,1295.4,651.9,1364.5616589430385,7694819007,1,0
238,True,2.982,14.3,1301.8,652.3,1375.9858151276203,7694819007,1,0
239,True,2.9619999999999997,10.8,1306.6,652.9,1383.251692678464,7694819007,1,0
240,True,2.7880000000000003,13.5,1309.4,653.5,1388.0814690062484,7694819007,1,0
241,True,3.34,15.6,1312.1,653.7,1393.196497652146,7694819007,1,0
243,True,3.114,12.6,1317.3,654.4,1401.8007693029474,7694819007,1,0
244,True,2.697,15.6,1320.1,655.0,1407.092506697497,7694819007,1,0
245,True,2.694,16.4,1322.8,655.2,1412.4097064803557,7694819007,1,0
246,True,2.571,14.9,1325.0,655.7,1416.4699274930979,7694819007,1,0
247,True,2.5,14.6,1327.1,655.8,1420.2659640453999,7694819007,1,0
248,True,2.557,12.5,1330.1,656.5,1425.1843420483217,7694819007,1,0
249,True,2.609,14.4,1333.1,656.7,1430.5645487970303,7694819007,1,0
250,True,2.83,12.5,1337.0,657.2,1436.9584402008288,7694819007,1,0
251,True,3.207,13.8,1341.0,657.8,1443.9238597327521,7694819007,1,0
252,True,3.64,13.7,1345.3,658.4,1451.40309453625,7694819007,1,0
253,True,3.793,15.0,1349.1,658.9,1458.416203558259,7694819007,1,0
254,True,3.842,12.9,1352.3,659.3,1463.7676559298989,7694819007,1,0
255,True,3.609,12.8,1355.0,659.9,1468.2562528200667,7694819007,1,0
256,True,3.34,13.0,1357.7,660.0,1472.7645112349992,7694819007,1,0
257,False,2.478,11.5,1357.7,660.3,1472.7645112349992,7694819007,1,0
259,True,2.002,14.8,1362.4,660.6,1481.3368916290697,7694819007,1,0
260,True,1.953,12.3,1364.8,661.1,1485.2323446210128,7694819007,1,0
261,True,1.904,12.8,1367.2,661.3,1489.239685434286,7694819007,1,0
262,True,2.431,10.9,1369.9,661.8,1493.355157215995,7694819007,1,0
263,True,2.465,13.4,1372.5,661.9,1497.8181175220814,7694819007,1,0
264,True,2.451,11.1,1374.6,662.3,1501.0473226122324,7694819007,1,0
265,True,2.384,12.3,1376.7,662.4,1504.4577538576982,7694819007,1,0
267,True,1.855,11.0,1379.1,662.9,1508.130629774103,7694819007,1,0
268,True,1.814,14.0,1381.6,663.1,1512.5172437909052,7694819007,1,0
269,True,2.175,11.1,1385.5,663.5,1518.487853987516,7694819007,1,0
270,True,2.292,12.3,1388.2,664.0,1522.8726941602574,7694819007,1,0
271,True,2.358,14.4,1390.9,664.2,1527.7246745403386,7694819007,1,0
272,False,2.344,14.6,1390.9,664.5,1527.7246745403386,7694819007,1,0
273,True,2.608,12.6,1394.6,664.7,1533.8340089657916,7694819007,1,0
274,True,1.9420000000000002,12.1,1395.2,664.9,1534.80034845387,7694819007,1,0
276,False,0.981,12.4,1395.8,665.0,1535.7782014516727,7694819007,1,0
277,True,1.096,11.8,1396.4,665.0,1536.7334283645848,7694819007,1,0
278,True,0.462,9.3,1396.9,665.1,1537.4420054606396,7694819007,1,0
279,True,0.462,12.6,1397.5,665.1,1538.4308186519133,7694819007,1,0
280,True,0.481,11.2,1398.1,665.2,1539.357942173797,7694819007,1,0
282,False,0.462,14.8,1398.7,665.3,1540.452288607083,7694819007,1,0
283,True,0.462,15.6,1399.2,665.3,1541.397829925541,7694819007,1,0
284,True,1.046,15.4,1402.7,665.6,1547.975761024251,7694819007,1,0
285,True,1.681,12.9,1406.5,666.2,1554.3306107155734,7694819007,1,0
286,True,1.83,14.0,1409.1,666.9,1558.904885486597,7694819007,1,0
287,True,2.596,13.2,1411.6,666.9,1563.1533802174733,7694819007,1,0
289,True,2.716,10.9,1416.3,667.5,1570.303785514411,7694819007,1,0
290,True,2.73,10.2,1420.1,668.0,1575.904472658415,7694819007,1,0
291,True,2.947,6.3,1423.8,668.5,1580.5136935627713,7694819007,1,0
292,True,3.7119999999999997,3.5,1430.2,668.8,1587.6533718013127,7694819007,1,0
294,True,4.414,1.2,1438.4,668.9,1596.0520591346312,7694819007,1,0
295,True,5.082,-0.4,1445.6,668.9,1603.223885214925,7694819007,1,0
296,True,5.164,-1.0,1449.6,668.8,1607.1682706684871,7694819007,1,0
297,True,4.68,0.5,1453.6,668.7,1611.1950826073025,7694819007,1,0
299,True,4.21,2.0,1459.4,668.7,1617.3186163504367,7694819007,1,0
300,True,3.886,4.3,1465.0,669.0,1623.7512704535952,7694819007,1,0
301,True,3.918,5.4,1469.2,669.2,1628.7862590716347,7694819007,1,0
302,True,4.178,5.4,1474.5,669.6,1635.1465851572545,7694819007,1,0
303,True,4.365,5.2,1479.8,669.8,1641.4493199726442,7694819007,1,0
304,True,5.166,2.9,1485.3,670.1,1647.4433151194999,7694819007,1,0
305,True,5.078,1.4,1490.4,670.3,1652.7003549842427,7694819007,1,0
306,True,5.248,1.8,1495.4,670.2,1657.929367721865,7694819007,1,0
307,True,5.402,0.0,1501.5,670.1,1664.029367721865,7694819007,1,0
308,True,5.58,3.2,1507.7,670.5,1670.8616469958547,7694819007,1,0
309,True,5.484,5.1,1512.7,670.3,1676.7985385634588,7694819007,1,0
310,True,5.412,5.2,1517.4,670.9,1682.3841451135072,7694819007,1,0
312,True,4.666,5.1,1524.8,671.3,1691.1672394600444,7694819007,1,0
313,True,4.644,3.6,1530.9,671.7,1697.987371094867,7694819007,1,0
314,True,4.286,3.4,1534.1,671.4,1701.5411845697909,7694819007,1,0
315,False,3.338,1.2,1534.1,671.5,1701.5411845697909,7694819007,1,0
317,True,2.942,1.7000000000000002,1539.5,671.8,1707.1604612948745,7694819007,1,0
318,False,1.726,-0.7000000000000001,1539.5,671.8,1707.1604612948745,7694819007,1,0
319,False,1.084,-1.4,1539.5,671.8,1707.1604612948745,7694819007,1,0
320,False,1.084,-7.0,1539.5,671.8,1707.1604612948745,7694819007,1,0
321,True,1.482,-7.0,1543.0,671.9,1710.2453370425828,7694819007,1,0
322,True,1.704,-6.1,1548.1,671.3,1714.783157863014,7694819007,1,0
323,True,2.854,-6.4,1553.8,670.8,1719.8389185765884,7694819007,1,0
324,True,4.25,-4.6,1560.8,670.5,1726.202924873533,7694819007,1,0
325,True,5.684,-3.0,1568.0,670.3,1732.9477328700737,7694819007,1,0
326,True,6.254,-1.5,1574.3,670.1,1739.093542255311,7694819007,1,0
327,True,6.518,-1.2,1580.7,670.0,1745.3780077409265,7694819007,1,0
328,True,8.198,-0.8,1594.8,670.0,1759.3163456015739,7694819007,1,0
329,True,8.368,-0.5,1602.6,669.9,1767.0748863705485,7694819007,1,0
330,True,8.42,-1.0,1610.1,669.8,1774.4558155255697,7694819007,1,0
331,True,8.568,-1.2,1617.1,669.8,1781.3284938227462,7694819007,1,0
332,True,8.552,-0.9,1623.4,669.7,1787.5483562866382,7694819007,1,0
333,True,6.726,-1.5,1628.4,669.6,1792.415193240795,7694819007,1,0
334,True,5.946,-1.1,1632.4,669.6,1796.3456230516015,7694819007,1,0
335,True,5.29,-1.1,1636.5,669.5,1800.374836445447,7694819007,1,0
336,True,4.808,-1.1,1641.2,669.5,1804.9965898566156,7694819007,1,0
337,True,4.572,-0.9,1646.3,669.4,1810.0308343202553,7694819007,1,0
338,True,4.464,-1.3,1650.8,669.4,1814.4380819160353,7694819007,1,0
339,True,5.252,-1.2,1658.6,669.3,1822.0840269284545,7694819007,1,0
340,True,5.61,-1.5,1664.6,669.2,1827.9235487721771,7694819007,1,0
341,True,5.872,-1.2,1670.5,669.1,1833.7076314731892,7694819007,1,0
342,True,6.06,-0.8,1676.6,669.0,1839.7422140995393,7694819007,1,0
343,True,6.436,-0.4,1682.9,669.0,1846.0199414738258,7694819007,1,0
344,True,6.172,0.4,1689.5,669.0,1852.6519657335825,7694819007,1,0
345,True,6.37,0.7000000000000001,1696.4,669.0,1859.6353742923234,7694819007,1,0
346,True,6.5760000000000005,1.8,1703.4,669.1,1866.9559921249947,7694819007,1,0
347,True,6.7620000000000005,2.5,1710.4,669.2,1874.4788461284413,7694819007,1,0
348,True,6.91,3.2,1717.5,669.5,1882.318344475489,7694819007,1,0
349,True,6.994,4.4,1724.4,669.7,1890.2804905913777,7694819007,1,0
350,True,6.964,5.0,1731.2,670.0,1898.3188629128,7694819007,1,0
351,True,6.822,6.3,1737.5,670.4,1906.1396793179729,7694819007,1,0
352,True,6.59,7.4,1743.3,670.8,1913.6848092925134,7694819007,1,0
353,True,6.18,7.6,1748.4,671.2,1920.3878377645533,7694819007,1,0
354,True,5.684,7.1,1752.9,671.6,1926.1708134120927,7694819007,1,0
355,True,4.926,6.6,1755.9,671.8,1929.9513790523915,7694819007,1,0
356,True,4.268,4.9,1758.8,671.9,1933.357493315327,7694819007,1,0
357,True,3.74,4.3,1762.0,672.1,1937.0347186565218,7694819007,1,0
358,True,3.366,4.1,1765.2,672.2,1940.6812178133243,7694819007,1,0
359,True,3.384,4.3,1769.8,672.4,1945.9651836837759,7694819007,1,0
360,True,4.01,4.7,1775.9,672.6,1953.0854988356818,7694819007,1,0
361,True,4.8100000000000005,5.0,1782.9,673.0,1961.3474777742495,7694819007,1,0
362,True,5.71,5.5,1790.6,673.4,1970.610041323562,7694819007,1,0
363,True,6.514,5.4,1797.8,673.8,1979.2584623192608,7694819007,1,0
364,True,7.056,5.5,1805.1,674.2,1988.0660962229133,7694819007,1,0
365,True,7.274,5.9,1812.3,674.6,1996.8688904694488,7694819007,1,0
366,True,7.31,5.9,1819.4,675.0,2005.5494236847824,7694819007,1,0
367,True,7.232,6.3,1826.7,675.5,2014.6116395193478,7694819007,1,0
368,True,7.24,6.8,1834.0,675.9,2023.8737178795777,7694819007,1,0
369,True,7.202,7.1,1841.1,676.4,2033.005800608488,7694819007,1,0
370,True,7.03,9.1,1847.4,676.9,2041.8414038799667,7694819007,1,0
371,True,6.8,11.3,1853.4,677.4,2051.148173440559,7694819007,1,0
372,True,6.51,13.2,1859.3,678.2,2061.16527375893,7694819007,1,0
373,True,6.21,15.5,1865.0,679.1,2071.932261338769,7694819007,1,0
374,True,5.808,15.6,1870.1,679.9,2081.604007852888,7694819007,1,0
375,True,5.454,15.7,1874.7,680.7,2090.3797413712987,7694819007,1,0
376,True,5.14,15.2,1879.2,681.3,2098.7573209061434,7694819007,1,0
377,True,4.96,14.6,1884.1,682.1,2107.6186369819634,7694819007,1,0
378,True,4.828,17.4,1889.2,682.8,2118.105672447974,7694819007,1,0
379,True,4.886,15.9,1894.6,683.6,2128.4742531551246,7694819007,1,0
380,True,5.034,16.0,1899.9,684.9,2138.734162850183,7694819007,1,0
381,True,4.641,14.9,1902.4,685.0,2143.3393869702886,7694819007,1,0
382,True,4.151,8.6,1904.8,685.3,2146.6398718138375,7694819007,1,0
383,True,3.632,9.0,1907.3,685.5,2150.1360407704246,7694819007,1,0
384,True,3.608,6.9,1912.6,686.0,2156.8731812998117,7694819007,1,0
385,True,3.376,5.3,1916.8,686.3,2161.8765066164387,7694819007,1,0
386,True,3.701,1.2,1920.9,686.4,2166.075850283098,7694819007,1,0
387,True,3.925,-1.4,1924.5,686.4,2169.5952261989123,7694819007,1,0
388,True,4.494,-2.6,1929.8,686.2,2174.6007501584213,7694819007,1,0
389,True,5.218,-4.6,1938.7,686.0,2182.6893109141733,7694819007,1,0
390,True,5.406,-11.3,1943.8,685.8,2187.197537414015,7694819007,1,0
391,True,5.51,-9.6,1948.4,685.3,2191.220360581279,7694819007,1,0
392,True,5.832,-7.9,1953.6,683.5,2195.7819569269163,7694819007,1,0
393,True,6.588,-4.8,1962.7,683.7,2204.032159000081,7694819007,1,0
394,True,6.1,2.8,1969.2,683.8,2211.0896825643695,7694819007,1,0
395,True,6.388,3.3,1975.7,684.0,2218.2726517658266,7694819007,1,0
396,True,6.8100000000000005,4.1,1982.5,684.3,2226.0261539946905,7694819007,1,0
397,True,7.338,4.6,1990.3,684.6,2235.0981574533944,7694819007,1,0
398,True,7.132,4.9,1998.4,685.0,2244.614826713301,7694819007,1,0
399,True,7.35,4.7,2005.9,685.4,2253.3488558141516,7694819007,1,0
400,True,7.4879999999999995,4.3,2013.2,685.8,2261.723039474664,7694819007,1,0
401,True,7.562,2.9,2020.3,686.0,2269.4802805185473,7694819007,1,0
402,True,7.244,1.5,2026.5,686.2,2275.902859797148,7694819007,1,0
