time,moving,velocity_smooth,grade_smooth,cadence,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
0,False,0.0,0.0,0,0.0,1574.0,115,0.0,7348224828,0,1
1,False,0.0,0.0,0,0.0,1580.4,117,0.0,7348224828,0,1
6,False,0.0,46.3,0,0.0,1580.2,118,0.0,7348224828,0,1
7,True,0.323,0.0,68,1.9,1580.4,117,1.9,7348224828,0,1
8,True,0.591,0.9,72,4.1,1580.2,116,4.138044916734524,7348224828,0,1
12,True,2.376,0.0,93,13.8,1580.4,115,13.838044916734525,7348224828,0,1
15,True,2.501,0.8,63,21.6,1580.4,119,21.745257384451783,7348224828,0,1
17,True,2.5540000000000003,0.0,63,26.6,1580.4,117,26.745257384451783,7348224828,0,1
18,True,2.6,0.0,63,29.4,1580.4,116,29.54525738445178,7348224828,0,1
19,True,2.636,0.0,0,32.3,1580.4,114,32.44525738445178,7348224828,0,1
21,True,2.102,0.0,0,34.3,1580.4,114,34.44525738445178,7348224828,0,1
43,False,0.083,1.1,17,34.3,1580.4,118,34.44525738445178,7348224828,0,1
45,True,0.09,1.6,17,36.4,1580.4,117,36.62618663675276,7348224828,0,1
46,True,0.166,1.4,17,38.4,1580.4,116,38.68758104740215,7348224828,0,1
50,True,2.078,1.4,72,46.8,1580.6,116,47.34784075714213,7348224828,0,1
51,True,2.07,0.9,68,48.8,1580.6,117,49.381762378057196,7348224828,0,1
52,True,2.065,4.4,95,50.8,1580.6,118,51.69104326353907,7348224828,0,1
57,True,1.927,7.8,24,60.3,1580.6,116,64.28756566173654,7348224828,0,1
249,False,0.048,4.2,0,60.3,1581.2,90,64.28756566173654,7348224828,0,1
250,True,0.006,7.9,59,61.6,1581.6,91,66.01586394736314,7348224828,0,1
252,True,0.025,3.2,67,65.3,1581.2,96,70.08853068087028,7348224828,0,1
254,True,1.776,0.0,69,69.2,1581.6,99,73.98853068087028,7348224828,0,1
256,True,1.8980000000000001,3.5,79,73.0,1581.6,102,78.229261911852,7348224828,0,1
257,True,1.9100000000000001,0.0,81,74.8,1581.6,103,80.029261911852,7348224828,0,1
258,True,1.893,0.0,83,76.6,1581.6,104,81.829261911852,7348224828,0,1
259,True,1.812,0.0,83,78.3,1581.6,104,83.529261911852,7348224828,0,1
260,True,1.7850000000000001,1.6,83,79.9,1581.6,105,85.19092229455764,7348224828,0,1
261,True,1.722,1.6,0,81.6,1581.6,106,86.95643645118236,7348224828,0,1
262,False,1.3519999999999999,1.8,0,81.6,1581.6,106,86.95643645118236,7348224828,0,1
300,False,0.0,1.7000000000000002,0,81.6,1581.6,100,86.95643645118236,7348224828,0,1
303,True,0.097,1.3,67,85.5,1581.8,103,90.96200850055399,7348224828,0,1
305,True,1.514,1.3,49,89.1,1581.8,103,94.65945962305088,7348224828,0,1
306,True,1.633,2.4,92,91.4,1581.8,104,97.1240555899426,7348224828,0,1
309,True,1.995,2.4,90,97.5,1581.8,107,103.66431814151653,7348224828,0,1
311,True,2.118,3.7,96,102.0,1582.2,109,108.72111805839785,7348224828,0,1
313,True,2.024,5.0,80,105.5,1582.2,112,112.84190211615933,7348224828,0,1
314,True,2.002,2.9,88,107.5,1582.4,112,115.02046742019087,7348224828,0,1
317,True,1.948,2.0,101,113.7,1582.6,112,121.56631383526505,7348224828,0,1
318,True,2.09,1.5,102,116.0,1582.6,112,123.94528201792997,7348224828,0,1
324,True,3.031,0.9,78,134.9,1582.8,113,143.16584133557785,7348224828,0,1
327,True,3.52,0.6000000000000001,86,147.7,1583.0,116,156.09095828727257,7348224828,0,1
329,True,4.518,0.4,96,157.5,1583.0,118,165.93614876429024,7348224828,0,1
333,True,5.162,0.0,70,178.6,1583.0,121,187.03614876429023,7348224828,0,1
335,True,5.633,0.0,70,191.3,1583.0,122,199.73614876429025,7348224828,0,1
338,True,7.052,0.0,80,213.9,1583.0,123,222.33614876429024,7348224828,0,1
339,True,7.393,-0.7000000000000001,0,223.0,1583.0,123,231.35014213653565,7348224828,0,1
340,True,8.11,-1.1,0,231.8,1583.0,123,240.00150248339642,7348224828,0,1
342,True,7.696,-1.8,0,245.1,1582.6,123,252.83163767813897,7348224828,0,1
343,True,7.286,-2.8,0,250.3,1582.6,123,257.7198743730752,7348224828,0,1
344,True,6.49,-2.0,15,255.4,1582.4,123,262.6181921542135,7348224828,0,1
345,True,5.7219999999999995,-2.1,58,260.4,1582.2,124,267.4102132222741,7348224828,0,1
346,True,5.553,-1.1,56,265.1,1582.2,125,272.030826134802,7348224828,0,1
347,True,4.894,0.0,52,269.6,1582.2,126,276.530826134802,7348224828,0,1
348,True,4.664,0.0,52,273.6,1582.2,128,280.530826134802,7348224828,0,1
349,True,4.382,0.0,53,277.4,1582.2,129,284.33082613480195,7348224828,0,1
350,True,4.028,1.6,57,280.6,1582.2,131,287.649452716367,7348224828,0,1
351,True,3.706,5.2,67,283.7,1582.2,133,291.33357618554766,7348224828,0,1
352,True,3.362,7.4,85,286.4,1582.4,135,294.85122387011603,7348224828,0,1
353,True,3.064,15.4,82,289.0,1582.8,138,299.7718695300108,7348224828,0,1
354,True,2.8120000000000003,13.9,96,291.4,1583.0,139,303.9699327350737,7348224828,0,1
355,True,2.692,12.7,104,294.0,1583.8,142,308.2745791354715,7348224828,0,1
357,True,2.596,13.0,108,299.4,1584.2,145,317.35133269635537,7348224828,0,1
358,True,2.518,8.1,67,301.6,1584.4,145,320.30829330961035,7348224828,0,1
359,True,2.46,5.5,44,303.7,1584.6,145,322.8307494333558,7348224828,0,1
360,True,2.46,4.8,102,306.3,1584.8,145,325.87492150006267,7348224828,0,1
361,True,2.5,3.1,102,309.0,1584.8,145,328.8417111479756,7348224828,0,1
363,True,2.5,3.0,94,314.1,1585.0,145,334.42256971849486,7348224828,0,1
364,True,2.576,1.9,74,316.6,1585.0,145,337.04871840835335,7348224828,0,1
365,True,2.676,2.0,86,319.7,1585.2,145,340.32038535963824,7348224828,0,1
368,True,3.194,1.9,97,330.0,1585.2,144,351.13648070212327,7348224828,0,1
369,True,3.438,0.9,86,333.8,1585.4,144,355.000931781862,7348224828,0,1
370,True,3.598,1.3,91,337.7,1585.4,143,359.0093215818548,7348224828,0,1
371,True,3.652,0.0,91,341.6,1585.4,143,362.90932158185484,7348224828,0,1
372,True,3.7030000000000003,1.3,92,345.6,1585.4,142,367.0176006068512,7348224828,0,1
373,True,3.912,1.2,93,349.6,1585.4,141,371.12401279913786,7348224828,0,1
374,True,3.9699999999999998,1.2,94,353.6,1585.6,141,375.22771011580704,7348224828,0,1
375,True,4.002,2.4,94,357.7,1585.6,141,379.61140075709017,7348224828,0,1
376,True,4.086,1.8,93,362.0,1585.6,141,384.1152095169939,7348224828,0,1
377,True,4.176,2.3,85,366.5,1585.8,141,388.9074809070376,7348224828,0,1
379,True,4.364,3.0,89,375.5,1586.0,140,398.7679495930816,7348224828,0,1
381,True,4.426,2.0,87,384.2,1586.2,139,407.92383939693985,7348224828,0,1
382,True,4.402,1.7000000000000002,85,388.5,1586.4,138,412.41210908299973,7348224828,0,1
384,True,4.34,1.3,87,397.2,1586.4,137,421.3637971045483,7348224828,0,1
387,True,4.328,0.5,85,410.1,1586.6,137,434.350713630558,7348224828,0,1
388,True,4.338,1.2,86,414.5,1586.6,138,438.860500520391,7348224828,0,1
391,True,4.283,0.8,100,427.1,1586.6,138,451.6455524423127,7348224828,0,1
392,True,4.144,0.9,90,430.9,1586.8,138,455.5060329347558,7348224828,0,1
393,True,3.944,1.5,64,434.3,1586.8,137,459.02731454566805,7348224828,0,1
394,True,3.805,1.7000000000000002,72,437.4,1586.8,137,462.25829156986794,7348224828,0,1
395,True,3.6630000000000003,1.9,71,440.2,1586.8,137,465.1956784689923,7348224828,0,1
396,True,3.114,1.6,81,442.7,1587.0,138,467.79719547134584,7348224828,0,1
397,True,2.818,3.8,75,445.0,1587.0,137,470.38879036953614,7348224828,0,1
398,True,2.5700000000000003,3.0,60,447.1,1587.0,137,472.68863429399835,7348224828,0,1
399,True,2.434,3.0,91,449.5,1587.0,137,475.31916594017656,7348224828,0,1
402,True,2.202,1.7000000000000002,91,456.0,1587.4,134,482.0925812036039,7348224828,0,1
403,True,2.222,2.2,80,458.2,1587.4,133,484.43301397965143,7348224828,0,1
411,True,2.959,1.5,97,482.6,1587.6,132,509.64723784066587,7348224828,0,1
414,True,3.27,2.2,94,494.2,1588.0,132,521.9702990745279,7348224828,0,1
418,True,3.987,2.8,97,510.5,1588.2,134,539.7094878657468,7348224828,0,1
423,True,4.081,2.6,96,530.9,1589.0,133,561.6907307266898,7348224828,0,1
425,True,4.09,3.7,97,539.1,1589.2,134,570.8923950238762,7348224828,0,1
429,True,4.2620000000000005,3.2,76,556.5,1589.6,135,590.0676766903147,7348224828,0,1
431,True,4.253,3.6,79,564.7,1590.2,135,599.2322830712391,7348224828,0,1
432,True,4.213,4.1,78,568.6,1590.2,135,603.677964864216,7348224828,0,1
433,True,4.177,2.7,79,572.6,1590.4,135,608.0132761333928,7348224828,0,1
434,True,3.904,4.2,79,576.0,1590.4,135,611.8983840189986,7348224828,0,1
435,True,3.817,4.2,34,579.4,1590.6,135,615.7877579486303,7348224828,0,1
436,True,3.666,5.3,70,583.0,1590.8,136,620.0874532324556,7348224828,0,1
437,True,3.66,3.7,75,586.9,1591.0,136,624.4739248437915,7348224828,0,1
438,True,3.708,3.6,75,591.1,1591.2,137,629.1662403569328,7348224828,0,1
439,True,3.878,2.3,86,595.4,1591.2,137,633.7516865337345,7348224828,0,1
440,True,4.076,2.2,87,599.8,1591.4,139,638.4298408497565,7348224828,0,1
441,True,4.272,3.3,91,604.3,1591.4,140,643.4058016858468,7348224828,0,1
442,True,4.434,3.2,94,609.1,1591.6,141,648.7101481730765,7348224828,0,1
443,True,4.5120000000000005,4.4,94,613.7,1591.8,143,654.016630244766,7348224828,0,1
444,True,4.568,5.9,80,618.2,1592.0,144,659.5183766488506,7348224828,0,1
445,True,4.53,6.3,65,622.4,1592.2,146,664.7322542522992,7348224828,0,1
446,True,4.352,6.6,65,626.1,1592.6,147,669.3876340085679,7348224828,0,1
447,True,4.112,5.3,65,629.7,1592.8,148,673.6814020942656,7348224828,0,1
448,True,3.956,3.7,19,633.4,1593.0,148,677.8355500908867,7348224828,0,1
449,True,3.868,2.3,49,637.6,1593.0,149,682.3098249314619,7348224828,0,1
450,True,3.982,1.1,49,642.3,1593.2,148,687.11061314364,7348224828,0,1
451,True,4.236,2.1,49,647.3,1593.2,148,692.4071630590971,7348224828,0,1
452,True,4.496,1.1,49,652.1,1593.2,147,697.3178485365346,7348224828,0,1
453,True,4.596,1.2,49,656.4,1593.4,146,701.7332387944332,7348224828,0,1
454,True,4.5120000000000005,1.4,49,660.1,1593.4,145,705.5468184541347,7348224828,0,1
455,True,4.204,-3.9,0,663.3,1593.4,144,708.4905720086853,7348224828,0,1
456,True,3.856,-19.9,0,666.6,1593.4,144,712.0321982419184,7348224828,0,1
457,False,2.886,-22.7,0,666.6,1593.0,144,712.0321982419184,7348224828,0,1
481,False,0.0,-14.2,0,666.6,1591.8,128,712.0321982419184,7348224828,0,1
482,True,0.024,-3.4,0,667.2,1592.0,129,712.5899706752743,7348224828,0,1
483,False,0.023,-3.5,36,667.2,1591.8,131,712.5899706752743,7348224828,0,1
485,False,0.022,-7.6,36,667.2,1591.8,136,712.5899706752743,7348224828,0,1
486,False,0.122,-4.5,0,667.2,1592.0,138,712.5899706752743,7348224828,0,1
540,False,0.0,3.2,0,667.2,1592.4,103,712.5899706752743,7348224828,0,1
541,True,0.034,4.8,0,669.0,1592.8,107,714.6942353411109,7348224828,0,1
542,True,0.08700000000000001,0.0,0,672.0,1593.0,110,717.6942353411109,7348224828,0,1
543,True,0.134,-4.6,0,674.8,1593.0,113,720.241428018891,7348224828,0,1
545,True,2.518,-3.5,11,679.8,1592.4,117,724.8796579523826,7348224828,0,1
546,True,2.632,-4.0,11,682.2,1592.2,119,727.0859479204441,7348224828,0,1
548,True,2.904,0.7000000000000001,16,689.3,1592.4,123,734.2656671277273,7348224828,0,1
549,True,3.372,0.6000000000000001,51,695.0,1592.2,126,740.0148509145629,7348224828,0,1
551,True,5.282,-0.6000000000000001,41,708.6,1592.6,129,753.5298021303163,7348224828,0,1
552,True,5.5969999999999995,-0.9,41,715.8,1592.4,130,760.6324278740491,7348224828,0,1
553,True,6.724,-2.8,0,723.0,1592.2,131,767.4062445926344,7348224828,0,1
555,True,7.128,-2.3,0,737.8,1591.8,132,781.505197065771,7348224828,0,1
556,True,7.226,-2.4,0,744.8,1591.6,132,788.1576930033519,7348224828,0,1
557,True,6.964,-2.3,0,750.6,1591.6,133,793.6790037546763,7348224828,0,1
558,True,6.718,-1.7000000000000002,0,756.5,1591.4,134,799.3957145721911,7348224828,0,1
559,True,6.7780000000000005,-3.5,0,763.6,1591.2,136,805.978689338813,7348224828,0,1
560,True,6.104,-2.7,97,768.3,1591.2,138,810.4090993447818,7348224828,0,1
561,True,5.75,-2.9,97,773.5,1590.8,139,815.2848801035902,7348224828,0,1
562,True,5.646,-3.8,28,778.8,1590.8,141,820.1717576093366,7348224828,0,1
563,True,5.514,-1.8,28,784.1,1590.6,143,825.2858058065533,7348224828,0,1
564,True,5.148,-1.7000000000000002,28,789.4,1590.4,144,830.4178353851343,7348224828,0,1
565,True,5.374,0.5,28,795.2,1590.4,145,836.2536653062211,7348224828,0,1
566,True,5.69,0.0,0,802.0,1590.4,146,843.0536653062211,7348224828,0,1
569,True,7.358,-0.8,0,826.2,1590.8,148,866.9890880787895,7348224828,0,1
570,True,8.1,-1.2,0,835.7,1590.4,147,876.310951132268,7348224828,0,1
571,True,8.494,-6.6,6,844.4,1590.0,147,884.013947673529,7348224828,0,1
572,True,8.41,-7.0,6,852.4,1589.8,146,891.0640859015967,7348224828,0,1
573,True,8.246,-9.2,6,859.7,1588.6,146,897.4474341718739,7348224828,0,1
574,True,8.182,-9.7,6,867.1,1588.2,146,903.919211648992,7348224828,0,1
575,True,7.798,-7.4,15,874.7,1587.2,146,910.6020136273789,7348224828,0,1
577,True,7.808,-7.6,95,891.5,1586.0,147,925.3583851262796,7348224828,0,1
579,True,8.234,-5.7,101,908.2,1585.0,148,940.2756494884437,7348224828,0,1
580,True,8.448,-4.4,97,916.9,1584.4,149,948.2121036489028,7348224828,0,1
582,True,8.51,-3.4,53,934.0,1583.8,151,964.0944042277417,7348224828,0,1
