time,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
0,False,0.0,-27.9,3.6,37.8,127,3.6,7520996442,1,0
3,True,3.943,-21.7,15.4,33.0,129,17.106114374219803,7520996442,1,0
4,True,4.115,-14.5,20.0,33.2,130,21.381449431389147,7520996442,1,0
5,True,4.236,0.6000000000000001,24.8,33.2,130,26.2196681905838,7520996442,1,0
7,True,4.529,0.0,35.3,33.2,130,36.719668190583796,7520996442,1,0
10,True,5.154,0.0,50.5,33.2,132,51.9196681905838,7520996442,1,0
12,True,5.156,0.0,61.1,33.2,135,62.5196681905838,7520996442,1,0
13,True,5.218,0.0,66.6,33.2,136,68.01966819058379,7520996442,1,0
16,True,5.565,0.0,83.9,33.2,139,85.3196681905838,7520996442,1,0
17,True,5.772,0.0,89.9,33.2,139,91.3196681905838,7520996442,1,0
22,True,5.943,0.0,119.6,33.2,136,121.01966819058379,7520996442,1,0
24,True,6.021,0.0,132.1,33.2,136,133.5196681905838,7520996442,1,0
27,True,5.402,0.0,146.6,33.2,134,148.0196681905838,7520996442,1,0
28,True,5.475,0.0,152.4,33.2,134,153.8196681905838,7520996442,1,0
30,True,5.002,0.0,162.1,33.2,133,163.5196681905838,7520996442,1,0
31,True,5.023,0.0,167.2,33.2,132,168.61966819058378,7520996442,1,0
32,True,5.154,0.0,172.4,33.2,131,173.8196681905838,7520996442,1,0
33,True,5.0,0.0,177.4,33.2,130,178.8196681905838,7520996442,1,0
37,True,5.322,0.5,199.0,33.2,127,200.5590636600778,7520996442,1,0
38,True,5.28,0.5,203.8,33.2,126,205.3910729901098,7520996442,1,0
40,True,5.031,0.9,212.7,33.4,124,214.45009849000377,7520996442,1,0
41,True,4.864,2.0,216.4,33.4,123,218.3564907054513,7520996442,1,0
42,True,4.218,1.5,220.1,33.4,122,222.1851507322526,7520996442,1,0
43,True,3.912,3.5,223.4,33.6,122,225.8599457274714,7520996442,1,0
44,True,3.697,6.8,226.0,33.6,122,229.16308233370296,7520996442,1,0
45,True,3.048,5.3,227.9,33.8,122,231.4334179313974,7520996442,1,0
46,True,2.456,5.9,228.6,34.0,122,232.29132869549952,7520996442,1,0
47,False,1.77,4.4,228.9,34.0,122,232.63729865233861,7520996442,1,0
48,True,1.32,3.4,230.0,34.0,123,233.85967243385613,7520996442,1,0
49,True,1.078,1.9,231.4,34.0,123,235.32836588341831,7520996442,1,0
50,True,1.126,1.9,233.5,34.2,123,237.53583532900396,7520996442,1,0
53,True,1.929,1.9,239.6,34.2,121,243.93514250209623,7520996442,1,0
54,True,1.807,2.1,240.4,34.2,121,244.78259048856935,7520996442,1,0
55,True,1.544,5.9,241.2,34.2,122,245.76067873818437,7520996442,1,0
56,True,1.42,5.7,242.1,34.2,122,246.85100768257595,7520996442,1,0
58,True,0.642,3.8,242.9,34.4,123,247.7516092206831,7520996442,1,0
147,False,0.018000000000000002,4.0,243.7,34.8,117,248.65909808808723,7520996442,1,0
148,True,0.018000000000000002,3.0,244.5,34.8,118,249.53452688346277,7520996442,1,0
149,True,0.081,0.0,250.2,34.8,119,255.23452688346276,7520996442,1,0
150,True,0.146,-0.5,256.3,34.8,120,261.3026876124875,7520996442,1,0
151,True,0.212,-0.5,262.6,34.8,121,267.5700032859302,7520996442,1,0
154,True,6.2,-1.1,281.2,34.6,122,285.85353897423687,7520996442,1,0
155,True,6.13,-1.1,287.0,34.6,122,291.5552152276579,7520996442,1,0
156,True,5.986,-1.8,292.5,34.4,121,296.8648820544838,7520996442,1,0
157,True,6.053,-1.5,298.9,34.4,121,303.0958781584832,7520996442,1,0
158,True,5.791,-0.8,303.1,34.2,120,307.25169270113844,7520996442,1,0
160,True,5.214,-0.7000000000000001,313.0,34.2,120,317.0632041931067,7520996442,1,0
161,True,5.028,0.0,317.7,34.2,120,321.7632041931067,7520996442,1,0
163,True,4.712,0.0,326.7,34.2,120,330.7632041931067,7520996442,1,0
164,True,4.645,0.9,331.0,34.2,120,335.13566799418544,7520996442,1,0
165,True,4.454,1.1,335.3,34.2,120,339.5372975656574,7520996442,1,0
166,True,4.4,2.3,339.7,34.4,120,344.2246331129265,7520996442,1,0
167,True,4.418,2.2,344.2,34.4,121,349.0114172487095,7520996442,1,0
168,True,4.38,1.1,348.6,34.6,121,353.5112382386204,7520996442,1,0
169,True,4.428,0.5,353.2,34.6,122,358.1427210994084,7520996442,1,0
170,True,4.4879999999999995,0.0,357.7,34.6,123,362.6427210994084,7520996442,1,0
175,True,4.843,0.0,382.2,34.6,123,387.1427210994084,7520996442,1,0
179,True,4.98,0.0,402.5,34.6,123,407.4427210994084,7520996442,1,0
180,True,5.026,-0.5,407.4,34.6,123,412.32218701834114,7520996442,1,0
183,True,4.888,-0.7000000000000001,421.3,34.6,126,426.0987095463958,7520996442,1,0
184,True,4.66,-0.7000000000000001,425.9,34.4,127,430.6570825295016,7520996442,1,0
185,True,4.606,-1.1,430.4,34.4,127,435.0827027123553,7520996442,1,0
186,True,4.6129999999999995,0.0,435.0,34.4,126,439.6827027123553,7520996442,1,0
187,True,4.631,0.0,439.8,34.4,124,444.4827027123553,7520996442,1,0
188,True,4.626,0.0,444.5,34.4,121,449.1827027123553,7520996442,1,0
189,True,4.612,0.0,448.9,34.4,118,453.5827027123553,7520996442,1,0
190,True,4.514,0.0,453.0,34.4,115,457.6827027123553,7520996442,1,0
191,True,4.396,0.0,457.0,34.4,114,461.6827027123553,7520996442,1,0
193,True,4.338,0.0,466.1,34.4,116,470.78270271235533,7520996442,1,0
194,True,4.21,0.0,470.0,34.4,117,474.6827027123553,7520996442,1,0
195,True,4.11,0.0,473.5,34.4,118,478.1827027123553,7520996442,1,0
196,True,4.022,0.0,477.1,34.4,118,481.78270271235533,7520996442,1,0
197,True,3.918,0.0,480.5,34.4,118,485.1827027123553,7520996442,1,0
198,True,3.448,0.0,483.4,34.4,117,488.0827027123553,7520996442,1,0
199,True,3.176,0.0,485.8,34.4,116,490.4827027123553,7520996442,1,0
200,True,2.906,0.0,488.0,34.4,114,492.6827027123553,7520996442,1,0
201,True,2.5700000000000003,0.0,490.0,34.4,114,494.6827027123553,7520996442,1,0
202,True,2.372,0.0,492.4,34.4,114,497.0827027123553,7520996442,1,0
206,True,3.862,0.0,509.3,34.4,115,513.9827027123554,7520996442,1,0
207,True,4.408,0.0,514.4,34.4,115,519.0827027123553,7520996442,1,0
208,True,4.4879999999999995,0.0,519.3,34.4,115,523.9827027123553,7520996442,1,0
209,True,4.493,0.0,523.8,34.4,115,528.4827027123553,7520996442,1,0
210,True,4.509,0.0,528.5,34.4,115,533.1827027123553,7520996442,1,0
211,True,4.806,0.0,533.3,34.4,116,537.9827027123553,7520996442,1,0
212,True,4.664,0.8,537.7,34.4,116,542.4410703159259,7520996442,1,0
215,True,4.466,0.8,550.8,34.4,118,555.7334655680825,7520996442,1,0
216,True,4.212,0.9,554.4,34.6,118,559.3926016989777,7520996442,1,0
217,True,3.944,1.9,557.5,34.6,117,562.6535111938115,7520996442,1,0
218,True,3.7279999999999998,2.1,560.1,34.6,116,565.405311317697,7520996442,1,0
219,True,3.341,3.1,561.1,34.6,116,566.5050697174516,7520996442,1,0
220,True,2.236,6.0,562.0,34.8,116,567.6115219296261,7520996442,1,0
221,True,1.9100000000000001,5.3,563.9,34.8,116,569.8839755050138,7520996442,1,0
222,True,1.944,4.8,567.2,35.0,116,573.7494465073255,7520996442,1,0
223,True,2.144,3.9,570.8,35.4,115,577.8285192894122,7520996442,1,0
228,True,3.982,3.2,591.1,36.2,114,600.2474907168258,7520996442,1,0
230,True,4.086,2.1,599.4,36.2,114,609.0301885782413,7520996442,1,0
231,True,4.174,0.0,604.2,36.2,115,613.8301885782414,7520996442,1,0
232,True,4.229,-1.6,608.9,36.2,115,618.3943619142989,7520996442,1,0
233,True,4.534,-3.2,613.7,36.2,116,622.8719833697986,7520996442,1,0
235,True,4.924,-2.9,624.0,35.8,117,632.5270491112841,7520996442,1,0
236,True,5.014,-2.2,629.3,35.4,117,637.5928875388288,7520996442,1,0
241,True,5.405,-1.6,656.5,34.8,119,664.0560078588161,7520996442,1,0
245,True,5.428,-1.0,678.1,34.8,122,685.3563841960618,7520996442,1,0
247,True,5.26,0.0,688.0,34.8,121,695.2563841960617,7520996442,1,0
248,True,5.129,0.0,692.4,34.8,122,699.6563841960617,7520996442,1,0
249,True,5.156,0.0,697.7,34.8,122,704.9563841960618,7520996442,1,0
250,True,4.62,0.0,701.2,34.8,122,708.4563841960618,7520996442,1,0
251,True,4.515,0.0,705.2,34.8,122,712.4563841960618,7520996442,1,0
252,True,4.158,1.0,708.8,34.8,122,716.1283030476234,7520996442,1,0
253,True,4.006,2.0,712.4,34.8,122,719.9192067843619,7520996442,1,0
255,True,3.912,2.3,720.8,35.0,121,728.8618260051371,7520996442,1,0
256,True,4.044,2.4,725.5,35.2,121,733.8996051265403,7520996442,1,0
258,True,4.602,1.3,735.4,35.4,121,744.0796717874977,7520996442,1,0
260,True,4.902,0.8,745.3,35.6,120,754.1117752614707,7520996442,1,0
264,True,5.265,0.4,767.0,35.6,120,775.9239749632851,7520996442,1,0
266,True,5.303,0.0,777.1,35.6,119,786.0239749632851,7520996442,1,0
268,True,5.045,0.0,785.7,35.6,119,794.6239749632851,7520996442,1,0
269,True,4.406,0.0,789.0,35.6,120,797.9239749632851,7520996442,1,0
270,True,4.283,0.0,792.7,35.6,121,801.6239749632851,7520996442,1,0
271,True,3.896,0.0,796.6,35.6,122,805.5239749632851,7520996442,1,0
272,True,3.822,0.0,800.1,35.6,124,809.0239749632851,7520996442,1,0
273,True,3.492,1.7000000000000002,803.1,35.6,125,812.1559157768451,7520996442,1,0
274,True,3.206,1.2,805.1,35.6,125,814.208663807555,7520996442,1,0
275,True,3.084,1.3,808.1,35.8,125,817.2891686386471,7520996442,1,0
277,True,3.258,1.3,816.3,35.8,124,825.7111406398899,7520996442,1,0
278,True,3.192,1.5,819.1,35.8,124,828.6060648629389,7520996442,1,0
279,True,3.18,5.1,821.0,35.8,125,830.8486020034072,7520996442,1,0
280,True,2.702,5.8,821.6,36.0,125,831.5804169719119,7520996442,1,0
281,True,2.3970000000000002,9.7,822.5,36.0,126,832.8806642698573,7520996442,1,0
282,True,1.584,11.8,824.3,36.2,126,835.7334021269287,7520996442,1,0
283,True,1.508,12.7,826.6,36.4,125,839.5467694616444,7520996442,1,0
285,True,1.9540000000000002,14.3,831.4,37.0,126,848.1148866000809,7520996442,1,0
286,True,2.206,11.2,833.5,37.4,127,851.3558596223953,7520996442,1,0
287,True,2.24,8.2,835.5,37.8,128,854.0516114699439,7520996442,1,0
289,True,2.385,6.5,840.9,38.0,132,860.8252838754487,7520996442,1,0
290,True,2.444,3.3,843.6,38.0,134,863.8080456220127,7520996442,1,0
291,True,2.458,2.1,845.8,38.2,136,866.134498587059,7520996442,1,0
292,True,2.458,3.7,847.8,38.2,138,868.3770575923855,7520996442,1,0
293,True,2.292,3.5,849.2,38.2,141,869.9667601098237,7520996442,1,0
294,True,1.9140000000000001,1.8,850.5,38.2,142,871.3279545144085,7520996442,1,0
295,True,1.6360000000000001,6.5,851.8,38.4,145,872.9621953870758,7520996442,1,0
296,True,1.554,7.4,853.6,38.4,147,875.3072938434548,7520996442,1,0
297,True,1.474,10.7,855.1,38.4,149,877.5679906554126,7520996442,1,0
298,True,1.522,8.8,856.8,38.4,150,880.2910913211116,7520996442,1,0
299,True,1.9020000000000001,9.9,860.0,39.0,152,884.9469627722096,7520996442,1,0
300,True,2.354,14.0,863.6,39.6,153,891.2851008217874,7520996442,1,0
301,True,2.7279999999999998,13.1,867.2,39.6,155,897.3549823878149,7520996442,1,0
302,True,3.2,12.7,871.1,40.4,156,903.799176657414,7520996442,1,0
303,True,3.686,14.8,875.3,41.0,157,911.4820476141974,7520996442,1,0
304,True,3.87,12.2,879.4,41.6,159,918.0853674493983,7520996442,1,0
305,True,3.966,8.3,883.4,42.0,160,923.5194456057172,7520996442,1,0
306,True,4.068,4.7,887.6,42.4,161,928.4182820276835,7520996442,1,0
307,True,4.184,3.5,892.0,42.4,162,933.3232590805363,7520996442,1,0
308,True,4.228,1.2,896.4,42.4,162,937.8307654440714,7520996442,1,0
309,True,4.232,1.2,900.5,42.6,163,942.0326368272988,7520996442,1,0
310,True,4.254,1.2,904.7,42.6,163,946.3424575572927,7520996442,1,0
311,True,4.258,0.0,908.9,42.6,163,950.5424575572927,7520996442,1,0
312,True,4.128,0.0,912.7,42.6,163,954.3424575572927,7520996442,1,0
313,True,3.95,0.0,916.2,42.6,163,957.8424575572927,7520996442,1,0
314,True,3.7960000000000003,0.0,919.5,42.6,163,961.1424575572927,7520996442,1,0
315,True,3.604,0.0,922.7,42.6,163,964.3424575572927,7520996442,1,0
316,True,3.212,0.0,924.9,42.6,163,966.5424575572927,7520996442,1,0
317,True,2.984,0.0,927.6,42.6,163,969.2424575572927,7520996442,1,0
318,True,2.974,0.0,931.0,42.6,163,972.6424575572927,7520996442,1,0
319,True,3.106,0.0,935.0,42.6,163,976.6424575572927,7520996442,1,0
320,True,3.392,-1.2,939.7,42.6,162,981.254999248671,7520996442,1,0
321,True,3.766,-1.2,943.8,42.6,162,985.2804251084456,7520996442,1,0
322,True,4.058,-1.2,947.9,42.4,162,989.3041316902861,7520996442,1,0
323,True,4.238,-1.2,952.2,42.4,161,993.5259197871231,7520996442,1,0
324,True,4.32,-2.3,956.6,42.4,161,997.7189744862321,7520996442,1,0
325,True,4.264,-2.2,961.0,42.4,160,1001.9177614029344,7520996442,1,0
326,True,4.332,-2.2,965.4,42.0,160,1006.1233631163677,7520996442,1,0
327,True,4.434,-1.7000000000000002,970.1,42.0,160,1010.6802237243763,7520996442,1,0
330,True,4.65,-0.6000000000000001,984.2,41.8,158,1024.7015673922926,7520996442,1,0
333,True,4.443,-0.6000000000000001,996.7,41.8,156,1037.1288343825715,7520996442,1,0
334,True,4.414,0.0,1001.0,41.8,155,1041.4288343825715,7520996442,1,0
335,True,4.16,-0.6000000000000001,1005.0,41.8,154,1045.4052782115782,7520996442,1,0
338,True,4.208,-0.5,1017.8,41.8,153,1058.1498628423217,7520996442,1,0
341,True,4.4030000000000005,-0.5,1031.4,41.6,149,1071.6911228776517,7520996442,1,0
344,True,4.257,-0.6000000000000001,1043.3,41.6,148,1083.5148970077767,7520996442,1,0
345,True,4.234,0.9,1047.4,41.6,147,1087.6777568513035,7520996442,1,0
346,True,3.932,1.3,1051.1,41.6,146,1091.4770461429835,7520996442,1,0
347,True,3.917,1.3,1054.9,41.8,146,1095.3817298922904,7520996442,1,0
348,True,3.974,1.2,1059.3,41.8,145,1099.8919810321197,7520996442,1,0
349,True,3.964,0.0,1063.1,41.8,145,1103.6919810321197,7520996442,1,0
350,True,4.108,0.0,1067.9,41.8,145,1108.4919810321198,7520996442,1,0
351,True,4.42,1.2,1073.2,41.8,145,1113.9317633135013,7520996442,1,0
352,True,4.194,1.3,1075.9,41.8,145,1116.7074694365963,7520996442,1,0
353,True,4.008,4.1,1079.3,42.0,146,1120.5801274386165,7520996442,1,0
354,True,4.064,4.5,1083.4,42.0,146,1125.3176563093339,7520996442,1,0
358,True,3.68,5.0,1097.7,42.8,148,1142.2126708978578,7520996442,1,0
359,True,2.972,9.3,1098.3,42.8,147,1143.0601636621548,7520996442,1,0
360,True,2.63,25.8,1099.2,43.0,147,1145.578570347262,7520996442,1,0
361,True,2.463,23.1,1100.7,43.6,147,1149.4283161183375,7520996442,1,0
362,True,2.304,24.3,1101.9,44.0,147,1152.6339333629703,7520996442,1,0
363,True,1.238,15.2,1103.9,44.4,148,1156.3517161281418,7520996442,1,0
364,True,1.658,13.4,1106.6,44.8,148,1160.9616683183835,7520996442,1,0
365,True,2.116,11.2,1109.8,45.6,149,1165.900293876196,7520996442,1,0
366,True,2.634,8.5,1113.9,45.6,149,1171.5061198097542,7520996442,1,0
