,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,time,grade_adjusted_distance,activity_id,label,mtb
0,True,3.84,-5.7,127.3,2103.0,85,81,116.15892320310272,8203948502,1,1
1,True,4.01,-6.1,131.4,2102.8,85,82,119.80862256268715,8203948502,1,1
2,True,4.049,-5.8,143.1,2101.8,83,85,130.25264130635566,8203948502,1,1
3,True,3.904,-5.2,151.0,2101.4,84,87,137.37113010580643,8203948502,1,1
4,True,3.902,-1.8,154.9,2101.4,86,88,141.1406929120359,8203948502,1,1
5,True,3.864,-1.2,162.4,2101.2,86,90,148.50427680186746,8203948502,1,1
6,True,3.738,-1.3,165.5,2101.4,86,91,151.54038070118244,8203948502,1,1
7,True,3.452,0.0,168.2,2101.2,88,92,154.24038070118243,8203948502,1,1
8,True,3.126,-9.0,170.5,2101.2,90,93,156.25142384346313,8203948502,1,1
9,True,2.967,-11.9,172.7,2101.2,91,94,158.20650026090598,8203948502,1,1
10,True,2.464,-11.3,174.7,2101.0,93,95,159.97448447485448,8203948502,1,1
11,True,2.226,-13.3,176.6,2100.4,94,96,161.70631213910335,8203948502,1,1
12,True,2.012,-8.5,178.3,2100.0,98,97,163.1929550689135,8203948502,1,1
13,True,1.992,-6.1,184.6,2099.6,97,100,168.80102969461637,8203948502,1,1
14,True,2.543,-5.0,193.6,2099.4,96,103,176.93084017654056,8203948502,1,1
15,True,3.057,-3.0,203.0,2098.8,97,106,185.7372010700147,8203948502,1,1
16,True,3.086,-2.3,206.3,2098.6,96,107,188.87976796078604,8203948502,1,1
17,True,3.146,-1.4,225.0,2098.4,96,113,207.1321286846087,8203948502,1,1
18,True,3.1310000000000002,-1.1,228.2,2098.6,96,114,210.2806022441783,8203948502,1,1
19,True,3.255,-2.2,244.5,2098.2,98,119,225.85649824382926,8203948502,1,1
20,True,3.473,-1.8,262.9,2098.0,102,124,243.64387776749695,8203948502,1,1
21,True,3.753,-1.7000000000000002,270.8,2097.4,99,126,251.30264546026856,8203948502,1,1
22,True,4.085,-2.1,295.6,2097.4,101,132,275.05436333982203,8203948502,1,1
23,True,4.131,-0.8,303.9,2097.2,103,134,283.26043251847716,8203948502,1,1
24,True,4.253,-1.3,329.6,2096.6,101,140,308.4057899723229,8203948502,1,1
25,True,4.347,-0.5,343.0,2096.8,101,143,321.74777700763264,8203948502,1,1
26,True,4.58,0.30000000000000004,370.8,2096.4,101,149,349.6627230715592,8203948502,1,1
27,True,4.552,0.0,388.5,2096.8,101,153,367.3627230715592,8203948502,1,1
28,True,4.342,1.3,392.5,2096.8,100,154,371.4805516638785,8203948502,1,1
29,True,4.263,-0.7000000000000001,396.4,2096.8,100,155,375.3450401484325,8203948502,1,1
30,True,4.274,-1.0,400.7,2096.8,100,156,379.58038892630447,8203948502,1,1
31,True,4.698,-1.3,416.0,2096.6,98,159,394.5684078288905,8203948502,1,1
32,True,5.242,-1.7000000000000002,432.2,2096.4,97,162,410.2763342096994,8203948502,1,1
33,True,5.522,-1.7000000000000002,443.6,2096.2,98,164,421.3252986385331,8203948502,1,1
34,True,5.622,-1.7000000000000002,460.3,2095.8,94,167,437.520705296881,8203948502,1,1
35,True,5.41,-1.5,486.9,2095.4,91,172,463.45094535300507,8203948502,1,1
36,True,5.277,-1.0,492.0,2095.4,91,173,468.4795414538446,8203948502,1,1
37,True,5.26,-1.0,497.1,2095.4,90,174,473.50617207676004,8203948502,1,1
38,True,5.231,-1.0,502.1,2095.4,90,175,478.43472238134297,8203948502,1,1
39,True,5.233,-1.6,507.4,2095.2,90,176,483.58105649670773,8203948502,1,1
40,True,5.146,-2.0,512.6,2095.2,89,177,488.5736326533343,8203948502,1,1
41,True,5.541,-2.0,546.2,2094.6,90,183,520.8885214278295,8203948502,1,1
42,True,5.59,-2.2,551.8,2094.4,90,184,526.2402593588423,8203948502,1,1
43,True,5.6129999999999995,-2.3,568.8,2094.0,90,187,542.4214535536169,8203948502,1,1
44,True,5.697,-1.5,586.0,2093.6,89,190,559.2013700358394,8203948502,1,1
45,True,5.788,-1.6,597.7,2093.4,90,192,570.583724902022,8203948502,1,1
46,True,5.944,-1.9,633.5,2093.2,90,198,605.0505676964913,8203948502,1,1
47,True,5.969,-1.8,645.5,2092.8,89,200,616.6360067634085,8203948502,1,1
48,True,5.786,-2.4,679.8,2091.8,87,206,649.1960592216228,8203948502,1,1
49,True,5.709,-2.3,685.4,2091.8,88,207,654.5250374312869,8203948502,1,1
50,True,5.702,-0.7000000000000001,691.1,2091.8,89,208,660.1762363092166,8203948502,1,1
51,True,5.699,-1.2,696.8,2091.6,88,209,665.7712425623989,8203948502,1,1
52,True,5.696,-1.4,708.3,2091.6,88,211,677.0040979185754,8203948502,1,1
53,True,5.674,-1.1,736.5,2091.2,91,216,704.750021162283,8203948502,1,1
54,True,5.644,-1.6,747.8,2091.0,93,218,715.7259982827402,8203948502,1,1
55,True,5.642,-3.1,753.4,2091.0,92,219,720.9618503598216,8203948502,1,1
56,True,5.602,-3.0,770.1,2090.6,93,222,736.6132043601808,8203948502,1,1
57,True,5.953,-3.3,795.1,2089.4,94,226,759.8745196519957,8203948502,1,1
58,True,6.447,-4.0,808.8,2089.2,95,228,772.4609317233602,8203948502,1,1
59,True,7.338,-4.0,831.8,2088.4,97,231,793.582515535192,8203948502,1,1
60,True,7.733,-4.3,855.2,2087.2,97,234,814.9623219205765,8203948502,1,1
61,True,7.98,-3.8,879.7,2086.0,97,237,837.539350635897,8203948502,1,1
62,True,8.011,-3.5,887.8,2085.8,97,238,845.0536359124378,8203948502,1,1
63,True,8.202,-3.2,920.7,2085.0,98,242,875.7493295588991,8203948502,1,1
64,True,8.178,-2.9,953.3,2083.8,96,246,906.3167243160442,8203948502,1,1
65,True,8.158,-2.9,961.5,2083.4,96,247,914.0097405066722,8203948502,1,1
66,True,8.193,-2.6,969.8,2083.4,93,248,921.8431995147711,8203948502,1,1
67,True,8.42,-2.4,1003.5,2082.6,94,252,953.870896260264,8203948502,1,1
68,True,8.441,-2.4,1028.9,2081.8,94,255,977.9938804693218,8203948502,1,1
69,True,8.386,-2.1,1036.9,2081.6,91,256,985.6597953751766,8203948502,1,1
70,True,8.172,-1.4,1044.4,2081.6,94,257,992.9939511116953,8203948502,1,1
71,True,8.0,-0.7000000000000001,1051.6,2081.6,93,258,1000.1315464904885,8203948502,1,1
72,True,7.84,-0.7000000000000001,1058.4,2081.4,93,259,1006.869628976378,8203948502,1,1
73,True,7.258,-1.5,1065.2,2081.4,93,260,1013.4978700884319,8203948502,1,1
74,True,7.002,-0.8,1071.9,2081.4,93,261,1020.131709725542,8203948502,1,1
75,True,6.786,-0.8,1078.3,2081.2,93,262,1026.464379504826,8203948502,1,1
76,True,6.602,-1.6,1084.6,2081.2,93,263,1032.5834946019866,8203948502,1,1
77,True,6.392,-0.6000000000000001,1090.4,2081.2,94,264,1038.3405755465708,8203948502,1,1
78,True,6.276,-0.5,1096.6,2081.0,94,265,1044.5087982423865,8203948502,1,1
79,True,6.168,0.0,1109.2,2081.0,95,267,1057.1087982423867,8203948502,1,1
80,True,6.246,0.5,1121.6,2081.0,94,269,1069.5970794262046,8203948502,1,1
81,True,6.236,0.7000000000000001,1127.8,2081.2,94,270,1075.8614637508927,8203948502,1,1
82,True,6.21,0.9,1133.8,2081.2,94,271,1081.9534537658096,8203948502,1,1
83,True,6.04,0.0,1139.4,2081.2,94,272,1087.5534537658098,8203948502,1,1
84,True,5.9879999999999995,0.0,1145.1,2081.2,94,273,1093.2534537658096,8203948502,1,1
85,True,5.878,0.0,1151.0,2081.2,95,274,1099.1534537658097,8203948502,1,1
