time,watts,moving,velocity_smooth,grade_smooth,cadence,distance,altitude,grade_adjusted_distance,activity_id,label,mtb
36237,137,True,5.2,8.9,55,20591.0,447.0,20621.32743961132,8681879462,1,1
36238,138,True,5.2,8.1,56,20595.0,447.5,20626.71554142363,8681879462,1,1
36239,138,True,4.8,8.8,56,20600.0,447.9,20633.69905925713,8681879462,1,1
36240,136,True,5.2,8.7,56,20606.0,448.4,20641.89015727184,8681879462,1,1
36241,139,True,5.4,7.9,55,20611.0,448.8,20648.495587755988,8681879462,1,1
36242,141,True,4.8,8.6,55,20615.0,449.2,20653.95631976579,8681879462,1,1
36243,140,True,5.4,8.8,56,20622.0,449.6,20663.51260078295,8681879462,1,1
36244,136,True,5.2,8.2,55,20626.0,450.1,20668.90070259526,8681879462,1,1
36245,134,True,5.0,9.3,55,20631.0,450.5,20676.042981862858,8681879462,1,1
36246,134,True,5.2,9.5,54,20637.0,451.0,20684.613716983975,8681879462,1,1
36247,133,True,5.4,10.1,54,20642.0,451.5,20692.091421547073,8681879462,1,1
36248,132,True,4.8,9.7,54,20646.0,452.0,20697.805244961153,8681879462,1,1
36249,133,True,4.8,10.0,54,20650.0,452.5,20703.64607752251,8681879462,1,1
36250,138,True,5.2,9.3,53,20657.0,452.9,20713.423002489413,8681879462,1,1
36251,144,True,4.8,9.0,54,20661.0,453.4,20719.009816756214,8681879462,1,1
36252,145,True,4.8,8.9,54,20666.0,453.8,20725.993334589715,8681879462,1,1
36253,146,True,4.8,8.8,54,20670.0,454.3,20731.45406659952,8681879462,1,1
36254,148,True,5.4,8.8,53,20677.0,454.7,20741.230991566423,8681879462,1,1
36255,149,True,4.8,8.9,54,20681.0,455.1,20746.691723576227,8681879462,1,1
36256,147,True,5.0,8.8,54,20686.0,455.6,20753.67524140973,8681879462,1,1
36257,144,True,4.8,8.6,55,20690.0,456.0,20759.26205567653,8681879462,1,1
36258,140,True,5.4,8.8,54,20697.0,456.5,20769.015584221564,8681879462,1,1
36259,138,True,4.8,8.3,53,20701.0,456.9,20774.47631623137,8681879462,1,1
36260,135,True,4.8,8.8,53,20705.0,457.3,20779.919027214728,8681879462,1,1
36261,139,True,4.8,8.6,53,20710.0,457.7,20786.744942226986,8681879462,1,1
36262,139,True,5.2,8.7,53,20716.0,458.1,20794.936040241693,8681879462,1,1
36263,137,True,4.8,8.9,54,20721.0,458.6,20801.919558075195,8681879462,1,1
36264,134,True,4.8,9.0,53,20725.0,459.0,20807.506372341995,8681879462,1,1
36265,135,True,5.0,9.0,53,20730.0,459.5,20814.489890175497,8681879462,1,1
36266,136,True,5.2,9.0,54,20736.0,459.9,20822.8701115757,8681879462,1,1
36267,138,True,5.0,9.4,54,20741.0,460.4,20830.004034978345,8681879462,1,1
36268,138,True,4.8,8.9,55,20745.0,460.8,20835.590849245145,8681879462,1,1
36269,136,True,4.8,6.9,55,20749.0,461.3,20840.677488434638,8681879462,1,1
36270,131,True,5.2,5.4,55,20756.0,461.7,20849.104795039864,8681879462,1,1
36271,128,True,4.8,4.0,55,20760.0,461.7,20853.584166668494,8681879462,1,1
36272,126,True,4.8,3.7,56,20765.0,461.9,20859.15628890144,8681879462,1,1
36273,129,True,5.2,5.4,57,20771.0,462.1,20866.379694563064,8681879462,1,1
36274,129,True,5.4,5.7,57,20776.0,462.4,20872.388463718315,8681879462,1,1
36275,125,True,4.8,7.0,57,20780.0,462.8,20877.507380633655,8681879462,1,1
36276,124,True,5.4,7.5,55,20787.0,463.1,20886.664195564594,8681879462,1,1
36277,125,True,5.2,5.2,55,20791.0,463.5,20891.385326386633,8681879462,1,1
36278,122,True,5.0,6.0,54,20796.0,463.9,20897.528440534526,8681879462,1,1
36279,123,True,5.2,6.0,54,20802.0,463.9,20905.053496709766,8681879462,1,1
36280,120,True,5.4,6.5,54,20807.0,464.3,20911.411795696633,8681879462,1,1
36281,119,True,4.8,8.2,54,20811.0,464.8,20916.872527706437,8681879462,1,1
36282,111,True,4.8,8.8,53,20815.0,465.2,20922.445972589314,8681879462,1,1
36283,105,True,5.2,8.6,51,20822.0,465.6,20932.00225360647,8681879462,1,1
36284,99,True,4.8,8.7,50,20826.0,466.0,20937.462985616276,8681879462,1,1
36285,85,True,4.8,11.5,48,20831.0,466.5,20945.23170317851,8681879462,1,1
36286,63,True,4.8,10.6,45,20835.0,466.9,20951.24233549195,8681879462,1,1
36287,59,True,4.4,12.2,42,20837.0,467.3,20954.490365249534,8681879462,1,1
36288,107,True,4.0,13.1,38,20842.0,467.7,20963.150823505952,8681879462,1,1
36289,164,True,3.6,11.6,33,20844.0,468.1,20966.32824567056,8681879462,1,1
36290,168,True,3.0,10.1,29,20846.0,468.4,20969.24866195124,8681879462,1,1
36291,185,True,2.6,7.3,37,20848.0,468.6,20971.800257885945,8681879462,1,1
36292,191,True,3.2,4.6,47,20853.0,468.8,20977.57346009965,8681879462,1,1
36293,194,True,3.0,3.6,57,20857.0,469.0,20982.031157886006,8681879462,1,1
36294,185,True,4.0,2.6,61,20864.0,469.2,20989.67243205771,8681879462,1,1
36295,0,True,4.4,1.6,61,20868.0,469.3,20993.865990977625,8681879462,1,1
36296,0,True,5.8,1.8,1,20877.0,469.5,21003.236301549576,8681879462,1,1
36297,0,True,6.2,1.3,0,20884.0,469.5,21010.44790491638,8681879462,1,1
36298,0,True,6.2,0.7000000000000001,0,20888.0,469.6,21014.47391249703,8681879462,1,1
36299,48,True,5.2,1.6,58,20890.0,469.6,21016.523190008455,8681879462,1,1
36300,60,True,5.8,0.7000000000000001,62,20897.0,469.6,21023.568703274595,8681879462,1,1
36301,69,True,4.8,0.5,67,20901.0,469.7,21027.59037625847,8681879462,1,1
36302,69,True,4.8,0.5,71,20908.0,469.7,21034.628303980255,8681879462,1,1
36303,72,True,5.2,0.0,69,20914.0,469.7,21040.628303980255,8681879462,1,1
36304,81,True,6.2,-0.4,56,20921.0,469.7,21047.605412670495,8681879462,1,1
36305,86,True,6.6,-1.0,57,20930.0,469.7,21056.465173023073,8681879462,1,1
36306,86,True,7.0,-0.9,57,20936.0,469.6,21062.387287495527,8681879462,1,1
36307,80,True,7.0,-1.9,57,20943.0,469.4,21069.125797217177,8681879462,1,1
36308,72,True,8.0,-1.3,57,20954.0,469.4,21079.87733465574,8681879462,1,1
36309,67,True,7.0,-1.3,57,20956.0,469.2,21081.832159644568,8681879462,1,1
36310,63,True,7.0,-2.1,56,20965.0,469.2,21090.495957858115,8681879462,1,1
36311,63,True,7.2,-1.7000000000000002,56,20972.0,469.0,21097.27411013171,8681879462,1,1
36312,59,True,7.4,-1.9,57,20980.0,468.9,21104.97243857794,8681879462,1,1
36313,56,True,6.2,-2.0,57,20985.0,468.7,21109.78565980769,8681879462,1,1
36314,54,True,8.0,-1.7000000000000002,56,20996.0,468.6,21120.437041951915,8681879462,1,1
36315,54,True,6.6,-1.0,56,20998.0,468.5,21122.40858932358,8681879462,1,1
36316,54,True,7.4,-1.4,56,21009.0,468.4,21133.21051119732,8681879462,1,1
36317,51,True,7.2,-1.2,56,21016.0,468.4,21140.076174298356,8681879462,1,1
36318,51,True,7.4,-1.6,56,21022.0,468.3,21145.940649264845,8681879462,1,1
36319,56,True,7.0,-2.6,56,21031.0,468.1,21154.468162059136,8681879462,1,1
36320,70,True,8.0,-2.1,56,21038.0,468.0,21161.17762954434,8681879462,1,1
36321,76,True,6.2,-2.2,56,21040.0,467.8,21163.102918036242,8681879462,1,1
36322,80,True,7.0,-1.5,55,21051.0,467.7,21173.81244258999,8681879462,1,1
36323,80,True,7.0,-1.1,55,21057.0,467.6,21179.72708470498,8681879462,1,1
36324,80,True,6.6,-0.8,55,21064.0,467.6,21186.657085818744,8681879462,1,1
36325,80,True,6.6,-0.4,54,21071.0,467.5,21193.633346682695,8681879462,1,1
36326,75,True,7.4,-0.9,54,21077.0,467.5,21199.539853584414,8681879462,1,1
36327,71,True,6.6,-0.5,55,21084.0,467.5,21206.478052669187,8681879462,1,1
36328,69,True,7.2,-0.9,55,21093.0,467.3,21215.337813021764,8681879462,1,1
36329,63,True,7.0,-2.9,54,21099.0,467.3,21220.971440323858,8681879462,1,1
36330,57,True,7.0,-3.9,54,21106.0,467.2,21227.419541568037,8681879462,1,1
36331,52,True,7.0,-4.7,53,21112.0,466.7,21232.854830793764,8681879462,1,1
36332,47,True,7.0,-5.1,52,21119.0,466.3,21239.17801672415,8681879462,1,1
36333,49,True,6.6,-4.2,52,21126.0,466.0,21245.545998418598,8681879462,1,1
36334,49,True,6.6,-2.5,53,21132.0,465.9,21251.196226140513,8681879462,1,1
36335,49,True,5.6,-2.0,53,21134.0,465.7,21253.13611315948,8681879462,1,1
36336,27,True,5.8,-1.3,53,21141.0,465.7,21259.996389592045,8681879462,1,1
36337,0,True,6.2,-1.0,6,21150.0,465.6,21268.92165621142,8681879462,1,1
36338,0,True,6.0,-1.0,0,21156.0,465.6,21274.87183395767,8681879462,1,1
36339,0,True,6.2,-0.9,0,21163.0,465.5,21281.74578424096,8681879462,1,1
36340,0,True,7.2,-0.9,0,21170.0,465.5,21288.62581179124,8681879462,1,1
36341,0,True,7.0,-1.3,0,21176.0,465.3,21294.44547284814,8681879462,1,1
36342,0,True,6.6,-1.8,0,21183.0,465.3,21301.15237508221,8681879462,1,1
36343,0,True,6.2,-2.0,0,21187.0,465.1,21305.032149120143,8681879462,1,1
36344,0,True,6.2,-2.6,0,21194.0,465.0,21311.66465907126,8681879462,1,1
36345,0,True,6.0,-2.5,0,21200.0,464.9,21317.349667600785,8681879462,1,1
36346,0,True,6.2,-2.5,0,21207.0,464.7,21323.9821775519,8681879462,1,1
36347,0,True,5.6,-2.4,0,21211.0,464.5,21327.782385608487,8681879462,1,1
36348,0,True,6.2,-2.6,0,21218.0,464.4,21334.374317950722,8681879462,1,1
36349,33,True,6.2,-1.7000000000000002,41,21225.0,464.3,21341.177207176734,8681879462,1,1
36350,123,True,5.8,-2.2,49,21229.0,464.1,21344.990400068164,8681879462,1,1
36351,166,True,5.8,-1.5,52,21236.0,464.1,21351.749812226295,8681879462,1,1
36352,218,True,5.8,-1.6,55,21240.0,463.9,21355.62958626423,8681879462,1,1
36353,244,True,5.8,-1.5,57,21247.0,463.9,21362.44473825298,8681879462,1,1
36354,246,True,5.6,-1.3,58,21253.0,463.7,21368.3512451547,8681879462,1,1
36355,243,True,6.6,-1.2,60,21262.0,463.7,21377.21731029756,8681879462,1,1
36356,227,True,6.6,-1.2,60,21269.0,463.6,21384.117726098382,8681879462,1,1
36357,209,True,7.4,-1.8,61,21277.0,463.6,21391.864185839637,8681879462,1,1
36358,197,True,7.4,-1.6,62,21284.0,463.4,21398.65379040602,8681879462,1,1
36359,185,True,7.6,-2.0,63,21291.0,463.2,21405.353929705274,8681879462,1,1
36360,174,True,7.4,-2.0,64,21299.0,463.1,21412.98330738556,8681879462,1,1
36361,173,True,8.2,-2.1,64,21310.0,462.9,21423.51209771296,8681879462,1,1
36362,168,True,7.6,-2.1,65,21315.0,462.7,21428.297911498143,8681879462,1,1
36363,159,True,8.0,-2.3,65,21324.0,462.5,21436.845213372628,8681879462,1,1
36364,138,True,8.2,-2.1,65,21332.0,462.4,21444.502515428918,8681879462,1,1
36365,116,True,8.0,-2.2,64,21339.0,462.2,21451.225696697147,8681879462,1,1
36366,108,True,7.6,-2.0,63,21348.0,462.0,21459.886316199158,8681879462,1,1
36367,98,True,7.8,-1.9,62,21354.0,461.9,21465.660062533832,8681879462,1,1
36368,86,True,7.8,-1.7000000000000002,62,21363.0,461.8,21474.42837292979,8681879462,1,1
36369,77,True,7.6,-1.8,62,21370.0,461.6,21481.18778508792,8681879462,1,1
36370,0,True,8.4,-2.0,0,21381.0,461.5,21491.71657541532,8681879462,1,1
36371,0,True,7.8,-2.2,0,21387.0,461.3,21497.459551957538,8681879462,1,1
36372,0,True,8.4,-3.0,0,21396.0,461.1,21505.900093426666,8681879462,1,1
36373,0,True,8.0,-2.2,0,21403.0,460.9,21512.623274694895,8681879462,1,1
36374,60,True,7.0,-2.3,51,21405.0,460.8,21514.52987114061,8681879462,1,1
36375,68,True,6.2,-1.5,54,21412.0,460.8,21521.373987567775,8681879462,1,1
36376,80,True,6.2,-0.6000000000000001,54,21418.0,460.6,21527.324165314025,8681879462,1,1
36377,89,True,5.8,-1.2,55,21425.0,460.6,21534.159047452387,8681879462,1,1
36378,89,True,6.2,-0.6000000000000001,55,21434.0,460.6,21543.084314071762,8681879462,1,1
36379,88,True,7.0,-1.1,55,21440.0,460.4,21548.98631755185,8681879462,1,1
36380,91,True,7.0,-1.2,55,21447.0,460.4,21555.86026783514,8681879462,1,1
36381,94,True,7.0,-1.3,55,21453.0,460.3,21561.757434306808,8681879462,1,1
36382,97,True,7.0,-1.7000000000000002,55,21460.0,460.3,21568.57258629556,8681879462,1,1
36383,97,True,6.6,-1.6,55,21467.0,460.1,21575.39909269425,8681879462,1,1
36384,96,True,6.6,-1.9,55,21473.0,460.0,21581.20893750019,8681879462,1,1
36385,91,True,6.6,-1.6,56,21480.0,459.9,21587.974819460087,8681879462,1,1
36386,86,True,7.2,-1.5,56,21489.0,459.8,21596.689586669,8681879462,1,1
36387,83,True,7.0,-1.6,55,21495.0,459.6,21602.488914063197,8681879462,1,1
36388,79,True,7.0,-3.3,55,21502.0,459.5,21608.983298708576,8681879462,1,1
36389,79,True,7.0,-4.1,55,21508.0,459.4,21614.487860027788,8681879462,1,1
36390,84,True,7.0,-5.0,55,21515.0,458.9,21620.811045958173,8681879462,1,1
36391,88,True,6.6,-5.1,55,21522.0,458.5,21627.116247055597,8681879462,1,1
36392,91,True,6.6,-3.4,55,21528.0,458.2,21632.684332946304,8681879462,1,1
36393,91,True,6.6,-2.2,55,21535.0,458.0,21639.38060771138,8681879462,1,1
36394,91,True,7.2,-1.8,55,21544.0,457.9,21648.095374920293,8681879462,1,1
36395,90,True,7.0,-1.6,55,21550.0,457.9,21653.953845324606,8681879462,1,1
36396,90,True,7.0,-1.6,55,21557.0,457.7,21660.768997313357,8681879462,1,1
36397,90,True,7.0,-2.1,55,21563.0,457.6,21666.496515718856,8681879462,1,1
36398,86,True,7.0,-2.2,55,21570.0,457.5,21673.163360569797,8681879462,1,1
36399,86,True,6.6,-2.3,54,21577.0,457.3,21679.845465376216,8681879462,1,1
36400,86,True,6.6,-2.4,54,21583.0,457.1,21685.559903819878,8681879462,1,1
36401,85,True,6.6,-2.5,53,21590.0,457.0,21692.22674867082,8681879462,1,1
36402,89,True,6.6,-2.3,52,21596.0,456.9,21697.95426707632,8681879462,1,1
36403,98,True,6.6,-1.8,52,21603.0,456.7,21704.69277679797,8681879462,1,1
36404,107,True,6.6,-1.7000000000000002,53,21610.0,456.5,21711.445479532045,8681879462,1,1
36405,112,True,6.6,-1.5,53,21616.0,456.5,21717.287038379545,8681879462,1,1
36406,115,True,6.6,-1.3,53,21623.0,456.4,21724.160988662836,8681879462,1,1
36407,115,True,6.6,-1.6,53,21629.0,456.3,21730.012279861712,8681879462,1,1
36408,113,True,6.6,-1.2,53,21636.0,456.2,21736.886230145003,8681879462,1,1
36409,119,True,6.6,-1.3,54,21643.0,456.1,21743.712736543694,8681879462,1,1
36410,119,True,6.6,-1.0,55,21649.0,456.1,21749.60469392937,8681879462,1,1
36411,118,True,6.6,-1.2,55,21656.0,455.9,21756.439576067733,8681879462,1,1
36412,115,True,6.6,-1.2,55,21662.0,455.9,21762.30405103422,8681879462,1,1
36413,121,True,7.0,-1.1,55,21671.0,455.7,21771.157056254353,8681879462,1,1
36414,126,True,7.0,-1.1,54,21678.0,455.7,21778.047980973024,8681879462,1,1
36415,126,True,7.0,-0.4,53,21684.0,455.6,21784.027633142126,8681879462,1,1
36416,122,True,7.0,-0.5,54,21691.0,455.6,21791.002980962385,8681879462,1,1
36417,121,True,7.2,0.0,54,21698.0,455.6,21798.002980962385,8681879462,1,1
36418,121,True,6.6,0.0,53,21704.0,455.6,21804.002980962385,8681879462,1,1
36419,119,True,6.6,0.0,53,21711.0,455.6,21811.002980962385,8681879462,1,1
36420,119,True,6.6,0.0,53,21717.0,455.6,21817.002980962385,8681879462,1,1
36421,119,True,6.6,-0.6000000000000001,53,21724.0,455.6,21823.978328782643,8681879462,1,1
36422,119,True,6.6,-1.1,54,21731.0,455.6,21830.858356332923,8681879462,1,1
36423,118,True,6.6,-1.6,54,21737.0,455.5,21836.699915180423,8681879462,1,1
36424,121,True,6.6,-1.6,54,21744.0,455.3,21843.515067169174,8681879462,1,1
36425,122,True,6.6,-1.4,55,21750.0,455.2,21849.36635836805,8681879462,1,1
36426,121,True,6.6,-0.9,55,21757.0,455.2,21856.296359481814,8681879462,1,1
36427,116,True,6.6,-0.4,56,21764.0,455.1,21863.274257527562,8681879462,1,1
36428,112,True,6.6,-0.8,57,21770.0,455.1,21869.224435273813,8681879462,1,1
36429,105,True,7.0,-0.4,57,21779.0,455.1,21878.195003589834,8681879462,1,1
36430,97,True,7.2,-0.4,57,21786.0,455.0,21885.172901635582,8681879462,1,1
36431,81,True,7.0,-1.0,58,21792.0,455.0,21891.0794085373,8681879462,1,1
36432,74,True,7.0,-1.1,58,21799.0,455.0,21897.96507926407,8681879462,1,1
36433,68,True,7.6,-1.7000000000000002,60,21808.0,454.8,21906.62569876608,8681879462,1,1
36434,63,True,7.0,-2.5,61,21814.0,454.7,21912.298365718714,8681879462,1,1
36435,59,True,7.4,-2.9,62,21823.0,454.4,21920.725047910226,8681879462,1,1
36436,55,True,7.6,-2.9,64,21830.0,454.2,21927.297613096,8681879462,1,1
36437,54,True,7.8,-3.0,65,21838.0,453.9,21934.80911616546,8681879462,1,1
36438,0,True,8.2,-3.0,0,21849.0,453.7,21945.113888167234,8681879462,1,1
36439,0,True,8.8,-3.1,0,21858.0,453.4,21953.558076814683,8681879462,1,1
36440,0,True,8.8,-3.5,0,21867.0,453.1,21961.88312430368,8681879462,1,1
36441,0,True,9.2,-3.8,0,21876.0,452.8,21970.192965092127,8681879462,1,1
36442,0,True,9.4,-3.9,0,21885.0,452.4,21978.460718590573,8681879462,1,1
36443,0,True,8.8,-4.0,0,21893.0,452.1,21985.809832811417,8681879462,1,1
36444,0,True,8.8,-4.0,0,21902.0,451.7,21994.077586309864,8681879462,1,1
36445,0,True,8.8,-4.0,0,21911.0,451.4,22002.320788889145,8681879462,1,1
36446,0,True,8.8,-4.2,0,21920.0,451.0,22010.58854238759,8681879462,1,1
36447,0,True,8.8,-4.3,0,21929.0,450.6,22018.81420859604,8681879462,1,1
36448,0,True,8.8,-4.5,0,21937.0,450.3,22026.088500967995,8681879462,1,1
36449,0,True,8.8,-5.9,0,21946.0,449.9,22034.12937809197,8681879462,1,1
36450,0,True,8.8,-6.8,0,21955.0,449.4,22042.066030184276,8681879462,1,1
36451,0,True,8.8,-8.2,0,21964.0,448.6,22049.948297360683,8681879462,1,1
36452,0,True,8.8,-8.5,0,21973.0,447.8,22057.81795961794,8681879462,1,1
36453,0,True,8.4,-7.8,0,21979.0,447.2,22063.076057284572,8681879462,1,1
36454,0,True,8.4,-7.4,0,21988.0,446.6,22070.986685529064,8681879462,1,1
36455,0,True,8.0,-6.1,0,21995.0,446.1,22077.208239436044,8681879462,1,1
36456,0,True,7.4,-5.8,0,22001.0,445.7,22082.56572071047,8681879462,1,1
36457,0,True,7.0,-4.3,0,22008.0,445.4,22088.977100494358,8681879462,1,1
36458,0,True,7.0,-5.1,0,22014.0,445.1,22094.396974148975,8681879462,1,1
36459,0,True,6.2,-5.2,40,22019.0,445.1,22098.884631331992,8681879462,1,1
36460,17,True,6.0,-5.0,49,22025.0,444.5,22104.321153803405,8681879462,1,1
36461,67,True,6.2,-6.1,55,22032.0,444.1,22110.546203578648,8681879462,1,1
36462,92,True,6.2,-4.7,55,22039.0,443.9,22116.925758096946,8681879462,1,1
36463,100,True,6.2,-4.1,53,22045.0,443.5,22122.452702020528,8681879462,1,1
36464,110,True,6.6,-3.2,51,22052.0,443.3,22128.9636704169,8681879462,1,1
36465,124,True,6.6,-1.9,48,22058.0,443.1,22134.783331473798,8681879462,1,1
36466,129,True,6.2,-0.8,46,22063.0,443.1,22139.71842686751,8681879462,1,1
36467,142,True,6.0,1.0,43,22069.0,443.1,22145.834634294813,8681879462,1,1
36468,144,True,5.8,2.1,42,22074.0,443.1,22151.105559388205,8681879462,1,1
36469,142,True,5.2,3.7,40,22078.0,443.3,22155.628427936314,8681879462,1,1
36470,143,True,5.0,6.4,37,22083.0,443.5,22161.8917924354,8681879462,1,1
36471,141,True,4.8,7.1,35,22087.0,443.8,22166.98515615111,8681879462,1,1
36472,138,True,4.4,7.7,32,22091.0,444.2,22172.33175499342,8681879462,1,1
36473,137,True,4.0,7.9,31,22094.0,444.4,22176.227570957664,8681879462,1,1
36474,134,True,4.0,7.4,29,22098.0,444.7,22181.37851294142,8681879462,1,1
36475,128,True,3.8,8.1,28,22102.0,444.9,22186.830465476804,8681879462,1,1
36476,129,True,3.6,7.8,26,22105.0,445.2,22190.787737762003,8681879462,1,1
36477,121,True,3.2,8.7,25,22107.0,445.5,22193.59269118152,8681879462,1,1
36478,121,True,3.4,8.0,24,22111.0,445.7,22198.98079299383,8681879462,1,1
36479,121,True,3.0,6.5,23,22113.0,445.9,22201.45376369891,8681879462,1,1
36480,114,True,2.8,7.1,22,22116.0,446.1,22205.339203920656,8681879462,1,1
36481,118,True,3.0,5.1,23,22120.0,446.3,22210.060334742695,8681879462,1,1
36482,120,True,3.0,5.2,26,22122.0,446.5,22212.45723590463,8681879462,1,1
36483,121,True,3.2,4.7,29,22127.0,446.6,22218.26781005489,8681879462,1,1
36484,119,True,3.2,3.7,31,22129.0,446.8,22220.4673268544,8681879462,1,1
36485,108,True,3.4,3.7,33,22133.0,446.9,22225.009334047078,8681879462,1,1
36486,97,True,3.6,3.4,35,22138.0,447.0,22230.47217985263,8681879462,1,1
36487,87,True,4.0,3.2,36,22142.0,447.2,22234.903804666836,8681879462,1,1
36488,80,True,3.8,3.1,37,22146.0,447.3,22239.3079842472,8681879462,1,1
36489,76,True,4.4,2.9,39,22151.0,447.5,22244.782332834584,8681879462,1,1
36490,82,True,4.8,2.5,42,22157.0,447.6,22251.286832782527,8681879462,1,1
36491,85,True,4.8,2.4,45,22162.0,447.8,22256.61335044988,8681879462,1,1
36492,85,True,5.2,1.7000000000000002,48,22168.0,447.9,22262.89578616335,8681879462,1,1
36493,86,True,5.4,1.5,51,22173.0,448.0,22268.029960881835,8681879462,1,1
36494,86,True,5.6,1.0,53,22179.0,448.0,22274.11392330297,8681879462,1,1
36495,82,True,5.8,0.4,54,22186.0,448.1,22281.146432778787,8681879462,1,1
36496,88,True,6.2,0.4,55,22193.0,448.1,22288.177821238194,8681879462,1,1
36497,84,True,6.6,0.0,56,22201.0,448.1,22296.177821238194,8681879462,1,1
36498,71,True,7.0,0.0,57,22208.0,448.1,22303.177821238194,8681879462,1,1
36499,65,True,7.2,-0.6000000000000001,58,22215.0,448.1,22310.155719283943,8681879462,1,1
36500,60,True,7.0,-1.2,59,22221.0,448.1,22316.062226185662,8681879462,1,1
36501,56,True,7.4,-1.9,61,22230.0,448.0,22324.70631638767,8681879462,1,1
36502,54,True,7.2,-2.7,62,22237.0,447.8,22331.32442783241,8681879462,1,1
36503,50,True,7.4,-2.7,63,22245.0,447.5,22338.835930901867,8681879462,1,1
36504,46,True,7.4,-3.2,63,22252.0,447.3,22345.334579940358,8681879462,1,1
36505,0,True,8.8,-3.5,5,22265.0,447.0,22357.426378390763,8681879462,1,1
36506,0,True,8.4,-3.6,0,22272.0,446.6,22363.88162543262,8681879462,1,1
36507,0,True,8.8,-4.7,0,22281.0,446.3,22372.031575612284,8681879462,1,1
36508,0,True,8.8,-4.6,0,22289.0,445.9,22379.30926897737,8681879462,1,1
36509,0,True,8.8,-4.7,0,22296.0,445.5,22385.67725067182,8681879462,1,1
36510,0,True,8.0,-3.6,0,22305.0,445.1,22394.048495752868,8681879462,1,1
36511,0,True,8.4,-2.8,0,22314.0,444.8,22402.559611880715,8681879462,1,1
36512,0,True,8.2,-2.5,0,22322.0,444.8,22410.18334769728,8681879462,1,1
36513,0,True,8.4,-2.3,0,22331.0,444.6,22418.694463825126,8681879462,1,1
36514,0,True,8.8,-3.4,0,22340.0,444.3,22427.019511314124,8681879462,1,1
36515,0,True,8.8,-4.2,0,22349.0,443.9,22435.24517752257,8681879462,1,1
36516,0,True,8.8,-5.0,0,22358.0,443.5,22443.356068894496,8681879462,1,1
36517,0,True,8.8,-5.3,0,22366.0,443.1,22450.565750113987,8681879462,1,1
36518,0,True,8.4,-5.4,0,22373.0,442.6,22456.874221181042,8681879462,1,1
36519,0,True,8.4,-5.3,0,22382.0,442.2,22464.94727433297,8681879462,1,1
36520,0,True,8.4,-5.0,0,22391.0,441.8,22473.096003924893,8681879462,1,1
36521,0,True,8.2,-4.6,0,22399.0,441.3,22480.37369728998,8681879462,1,1
36522,0,True,8.0,-4.3,0,22406.0,441.0,22486.77639745598,8681879462,1,1
36523,0,True,8.4,-4.2,0,22415.0,440.7,22495.01564020959,8681879462,1,1
36524,0,True,8.4,-3.8,0,22424.0,440.4,22503.292321315006,8681879462,1,1
36525,0,True,7.8,-4.9,0,22430.0,440.0,22508.712194969623,8681879462,1,1
36526,0,True,8.0,-5.0,34,22439.0,439.7,22516.793980018476,8681879462,1,1
36527,56,True,7.0,-4.9,60,22441.0,439.4,22518.605743093718,8681879462,1,1
36528,62,True,7.0,-4.2,60,22450.0,439.0,22526.848945673,8681879462,1,1
36529,62,True,6.6,-3.3,59,22457.0,438.7,22533.373823021815,8681879462,1,1
36530,63,True,6.6,-3.6,59,22463.0,438.7,22538.941908912522,8681879462,1,1
36531,65,True,6.6,-3.6,58,22472.0,438.4,22547.273556057527,8681879462,1,1
36532,77,True,7.6,-4.4,57,22479.0,438.0,22553.648720884023,8681879462,1,1
36533,77,True,7.0,-4.8,57,22485.0,437.7,22559.06859453864,8681879462,1,1
36534,77,True,7.0,-4.0,56,22492.0,437.4,22565.5072531216,8681879462,1,1
36535,71,True,7.0,-3.3,56,22498.0,437.1,22571.075339012306,8681879462,1,1
36536,70,True,7.0,-3.0,54,22507.0,436.9,22579.525779965446,8681879462,1,1
36537,70,True,7.0,-2.3,54,22514.0,436.7,22586.23524745065,8681879462,1,1
36538,67,True,7.0,-2.3,53,22520.0,436.6,22591.92025598018,8681879462,1,1
36539,67,True,7.0,-2.2,52,22527.0,436.5,22598.62715821425,8681879462,1,1
36540,66,True,6.6,-2.0,51,22531.0,436.3,22602.46897608181,8681879462,1,1
36541,64,True,6.2,-2.0,50,22538.0,436.2,22609.17587831588,8681879462,1,1
36542,66,True,6.2,-1.8,50,22545.0,436.1,22616.00238471457,8681879462,1,1
36543,75,True,6.2,-1.5,49,22551.0,436.0,22621.882621656772,8681879462,1,1
36544,84,True,6.2,-1.0,49,22558.0,435.9,22628.803058471025,8681879462,1,1
36545,91,True,6.2,0.1,51,22562.0,435.9,22632.803058471025,8681879462,1,1
36546,98,True,6.2,0.5,52,22569.0,435.9,22639.84098619281,8681879462,1,1
36547,97,True,6.0,1.0,52,22575.0,436.0,22645.91563264092,8681879462,1,1
36548,92,True,6.2,1.1,52,22582.0,436.0,22653.0079454691,8681879462,1,1
36549,91,True,6.2,0.6000000000000001,52,22589.0,436.1,22660.041658999573,8681879462,1,1
36550,88,True,6.6,1.0,51,22595.0,436.1,22666.185437032957,8681879462,1,1
36551,84,True,6.6,0.4,51,22602.0,436.1,22673.277749861136,8681879462,1,1
36552,81,True,6.6,0.8,51,22608.0,436.3,22679.413869392833,8681879462,1,1
36553,76,True,6.6,0.9,51,22615.0,436.3,22686.601713998713,8681879462,1,1
