time,watts,moving,velocity_smooth,grade_smooth,cadence,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
1827,145,True,3.8,-3.5,76,7260.0,215.8,126,8072.092369456028,7885419579,1,1
1828,180,True,3.6,-2.5,73,7264.0,215.8,126,8075.934187323587,7885419579,1,1
1829,165,False,2.8,-1.2,64,7264.0,215.7,127,8075.934187323587,7885419579,1,1
1830,48,True,2.8,0.7000000000000001,45,7267.0,215.7,127,8078.992291037241,7885419579,1,1
1831,0,True,3.0,2.9,8,7272.0,215.7,128,8084.400187799736,7885419579,1,1
1832,0,True,2.8,3.6,23,7274.0,215.9,128,8086.599704599245,7885419579,1,1
1833,0,True,3.0,3.6,3,7279.0,216.1,128,8092.098496598019,7885419579,1,1
1834,0,True,3.8,1.9,1,7283.0,216.2,128,8096.24935339068,7885419579,1,1
1835,0,True,4.2,-0.9,0,7288.0,216.2,127,8101.1695989695145,7885419579,1,1
1836,0,True,4.2,-3.7,0,7293.0,216.2,128,8105.788638430348,7885419579,1,1
1837,0,True,4.8,-6.2,0,7298.0,215.9,128,8110.2522533378005,7885419579,1,1
1838,0,True,4.6,-9.9,0,7302.0,215.5,128,8113.750487222656,7885419579,1,1
1839,0,True,4.8,-13.1,0,7307.0,215.1,129,8118.2584358566055,7885419579,1,1
1840,0,True,4.3,-12.5,0,7309.5,214.6,129,8120.485849106649,7885419579,1,1
1841,0,True,3.8,-10.5,0,7312.0,214.1,128,8122.679186721524,7885419579,1,1
1842,0,True,3.6,-10.2,4,7316.0,213.8,128,8126.1780602317585,7885419579,1,1
1843,0,True,4.4,-9.6,0,7324.0,213.3,128,8133.174141615526,7885419579,1,1
1844,0,True,4.2,-12.5,0,7328.0,212.7,128,8136.76531783411,7885419579,1,1
1845,0,True,4.7,-15.4,0,7333.0,212.1,129,8141.544227537291,7885419579,1,1
1846,0,True,4.6,-15.7,0,7335.0,211.4,130,8143.467368603058,7885419579,1,1
1847,51,True,4.8,-15.8,44,7340.0,210.8,131,8148.2717130297515,7885419579,1,1
1848,41,True,3.7,-11.3,55,7342.5,210.4,132,8150.488688697851,7885419579,1,1
1849,331,True,3.4,-7.8,81,7345.0,210.2,132,8152.680308177822,7885419579,1,1
1850,288,True,2.8,-4.1,87,7347.0,210.0,132,8154.5106952469505,7885419579,1,1
1851,100,False,2.4,-3.4,41,7347.0,210.0,132,8154.5106952469505,7885419579,1,1
1852,100,True,2.0,0.30000000000000004,34,7350.0,210.0,132,8157.5106952469505,7885419579,1,1
1853,79,True,1.9,0.30000000000000004,49,7352.0,210.0,132,8159.5106952469505,7885419579,1,1
1854,62,False,1.4,1.7000000000000002,33,7352.0,210.0,133,8159.5106952469505,7885419579,1,1
1855,165,True,1.4,2.7,46,7354.0,210.0,133,8161.6788618962655,7885419579,1,1
1856,93,False,1.4,3.4,37,7354.0,210.2,132,8161.6788618962655,7885419579,1,1
1857,0,True,1.4,3.4,12,7357.0,210.2,132,8165.00258050692,7885419579,1,1
1858,108,True,1.4,2.4,57,7359.0,210.3,132,8167.110950544277,7885419579,1,1
1859,115,True,1.8,2.2,64,7361.0,210.3,132,8169.2050957821,7885419579,1,1
1860,86,True,2.0,0.9,72,7364.0,210.4,132,8172.249697110084,7885419579,1,1
1861,88,True,2.8,0.9,76,7368.0,210.4,131,8176.3091655473945,7885419579,1,1
1862,516,True,2.8,0.0,65,7371.0,210.4,131,8179.3091655473945,7885419579,1,1
1863,353,True,2.8,0.0,57,7373.0,210.4,131,8181.3091655473945,7885419579,1,1
1864,296,True,2.8,0.0,58,7375.0,210.4,132,8183.3091655473945,7885419579,1,1
1865,304,True,2.8,0.0,63,7378.0,210.4,132,8186.3091655473945,7885419579,1,1
1866,279,True,2.4,1.2,74,7380.0,210.4,132,8188.391456785605,7885419579,1,1
1867,277,True,2.8,2.3,74,7385.0,210.4,133,8193.764923930925,7885419579,1,1
1868,179,True,2.8,3.2,57,7387.0,210.6,133,8195.980736338028,7885419579,1,1
1869,111,True,3.0,4.1,55,7390.0,210.7,134,8199.40877270768,7885419579,1,1
1870,0,True,2.8,2.5,0,7392.0,210.8,134,8201.528648465372,7885419579,1,1
1871,0,True,3.4,2.3,0,7397.0,210.9,134,8206.828337859599,7885419579,1,1
1872,0,True,3.2,1.2,2,7401.0,210.9,134,8210.926892882451,7885419579,1,1
1873,0,True,3.4,-0.30000000000000004,2,7404.0,211.0,134,8213.926892882451,7885419579,1,1
1874,0,True,3.8,-1.8,0,7409.0,211.0,134,8218.776610429868,7885419579,1,1
1875,0,True,3.8,-3.9,0,7411.0,210.9,135,8220.628087573203,7885419579,1,1
1876,0,True,3.2,-5.9,0,7413.0,210.7,135,8222.414949156308,7885419579,1,1
1877,0,True,3.4,-4.2,0,7418.0,210.5,135,8226.977456895376,7885419579,1,1
1878,0,True,3.8,-2.4,3,7423.0,210.2,135,8231.730146101878,7885419579,1,1
1879,0,True,3.6,-3.6,3,7427.0,210.2,134,8235.417173520447,7885419579,1,1
1880,0,True,4.6,-5.2,0,7434.0,210.2,135,8241.719246820836,7885419579,1,1
1881,0,True,5.2,-8.7,3,7439.0,209.7,135,8246.090718521828,7885419579,1,1
1882,0,True,5.6,-14.0,0,7446.0,209.0,135,8252.54717484432,7885419579,1,1
1883,0,True,5.6,-16.7,0,7451.0,208.1,135,8257.453258165062,7885419579,1,1
1884,389,True,5.8,-17.8,106,7456.0,207.1,136,8262.531388182677,7885419579,1,1
1885,362,True,5.2,-16.7,108,7460.0,206.2,136,8266.437103988626,7885419579,1,1
1886,340,True,5.2,-17.1,103,7465.0,205.6,136,8271.343187309369,7885419579,1,1
1887,366,True,4.4,-11.4,80,7468.0,205.3,136,8273.986022973424,7885419579,1,1
1888,0,False,3.4,5.8,0,7468.0,205.1,136,8273.986022973424,7885419579,1,1
1889,0,True,2.8,18.5,11,7470.0,205.1,136,8278.390340654381,7885419579,1,1
1890,0,False,2.0,22.5,11,7470.0,205.4,137,8278.390340654381,7885419579,1,1
1891,55,False,1.0,24.3,15,7470.0,205.9,138,8278.390340654381,7885419579,1,1
1892,155,True,0.8,23.6,42,7472.0,206.5,138,8283.556781836258,7885419579,1,1
1894,27,True,1.0,16.6,58,7475.0,207.5,140,8289.533547287834,7885419579,1,1
1895,0,True,1.8,10.2,0,7479.0,207.8,140,8295.37437984919,7885419579,1,1
1896,82,True,2.4,3.2,64,7482.0,207.9,142,8298.654643506261,7885419579,1,1
1897,163,True,2.8,1.3,66,7486.0,207.9,142,8302.714111943571,7885419579,1,1
1898,75,True,2.75,0.0,58,7488.5,207.9,143,8305.214111943571,7885419579,1,1
1899,20,True,3.2,0.0,50,7491.0,207.9,144,8307.714111943571,7885419579,1,1
1900,0,True,2.8,0.0,40,7493.0,207.9,144,8309.714111943571,7885419579,1,1
1901,0,True,3.2,0.0,12,7498.0,207.9,144,8314.714111943571,7885419579,1,1
1902,0,True,3.4,0.0,0,7503.0,207.9,144,8319.714111943571,7885419579,1,1
1903,0,True,3.9,-1.3,1,7508.0,207.9,144,8324.621778305464,7885419579,1,1
1904,0,True,3.8,-3.0,0,7510.0,207.9,144,8326.499654072828,7885419579,1,1
1905,0,True,4.4,-5.5,0,7515.0,207.7,143,8330.984683601679,7885419579,1,1
1906,124,True,3.8,-5.3,56,7517.0,207.5,144,8332.791308153217,7885419579,1,1
1907,142,True,3.2,-4.3,69,7519.0,207.3,144,8334.623130948612,7885419579,1,1
1908,142,True,3.2,-2.3,67,7524.0,207.2,144,8339.406184352238,7885419579,1,1
1909,100,True,3.4,-0.8,57,7527.0,207.2,143,8342.387758435694,7885419579,1,1
1910,0,True,3.2,0.0,38,7531.0,207.2,143,8346.387758435694,7885419579,1,1
1911,0,True,3.8,0.0,0,7536.0,207.2,142,8351.387758435694,7885419579,1,1
1912,0,True,3.8,0.0,0,7538.0,207.2,141,8353.387758435694,7885419579,1,1
1913,0,True,3.8,-1.5,7,7543.0,207.2,140,8358.24996156547,7885419579,1,1
1914,0,True,4.2,-2.8,0,7548.0,207.2,140,8362.958484667066,7885419579,1,1
1915,0,True,4.8,-4.0,0,7555.0,206.9,139,8369.410782649562,7885419579,1,1
1916,0,True,4.8,-5.7,0,7560.0,206.6,138,8373.877936607325,7885419579,1,1
1917,0,True,5.2,-7.3,0,7564.0,206.4,138,8377.396203910912,7885419579,1,1
1918,0,True,5.2,-8.8,0,7569.0,206.0,138,8381.767869307982,7885419579,1,1
1919,0,True,5.2,-10.1,0,7574.0,205.5,138,8386.151830120136,7885419579,1,1
1920,44,True,4.6,-11.8,77,7578.0,205.0,137,8389.702429451383,7885419579,1,1
1921,80,True,4.6,-11.9,90,7583.0,204.4,137,8394.145513671783,7885419579,1,1
1922,218,True,4.4,-10.1,77,7586.0,204.0,137,8396.7694426512,7885419579,1,1
1923,202,True,4.2,-8.4,78,7590.0,203.6,137,8400.278674849833,7885419579,1,1
1924,241,True,4.2,-4.5,88,7595.0,203.3,137,8404.841182588902,7885419579,1,1
1925,212,True,3.8,-2.5,80,7597.0,203.3,137,8406.754403950352,7885419579,1,1
1926,158,True,3.8,0.9,74,7602.0,203.3,138,8411.813143560003,7885419579,1,1
1927,132,True,3.6,0.7000000000000001,74,7604.0,203.3,138,8413.830034065844,7885419579,1,1
1928,128,True,3.8,1.5,88,7609.0,203.4,138,8418.95322784441,7885419579,1,1
1929,0,True,3.8,1.4,28,7614.0,203.4,138,8424.057927408372,7885419579,1,1
1930,43,True,4.4,0.7000000000000001,95,7619.0,203.5,138,8429.092147909229,7885419579,1,1
1931,163,True,4.2,0.9,94,7623.0,203.5,138,8433.129782034755,7885419579,1,1
1932,160,True,4.8,0.0,90,7628.0,203.5,138,8438.129782034755,7885419579,1,1
1933,0,True,4.2,-0.7000000000000001,27,7630.0,203.5,138,8440.117498090392,7885419579,1,1
1934,74,True,4.2,-0.7000000000000001,66,7635.0,203.5,138,8445.086788229488,7885419579,1,1
1935,68,True,4.2,-1.6,76,7640.0,203.4,138,8449.948991359264,7885419579,1,1
1936,64,True,4.4,-1.8,80,7645.0,203.4,138,8454.784754432278,7885419579,1,1
1937,64,True,4.2,-2.2,80,7649.0,203.2,138,8458.57476011863,7885419579,1,1
1938,120,True,4.4,-0.2,80,7652.0,203.2,138,8461.57476011863,7885419579,1,1
1939,110,True,4.2,1.8,77,7656.0,203.0,137,8465.754683065139,7885419579,1,1
1940,86,True,4.2,1.7000000000000002,77,7661.0,203.4,137,8470.960411160668,7885419579,1,1
1941,81,True,4.2,3.2,77,7666.0,203.5,137,8476.465635636123,7885419579,1,1
1942,79,True,4.2,1.8,80,7670.0,203.5,137,8480.564190658975,7885419579,1,1
1943,77,True,4.6,0.9,80,7675.0,203.6,137,8485.611233315885,7885419579,1,1
1944,21,True,4.4,0.9,56,7678.0,203.6,136,8488.642734056799,7885419579,1,1
1945,20,True,4.2,0.0,65,7682.0,203.6,136,8492.642734056799,7885419579,1,1
1946,18,True,3.8,0.0,67,7685.0,203.6,136,8495.642734056799,7885419579,1,1
1947,41,True,3.8,1.1,61,7689.0,203.6,136,8499.80731653322,7885419579,1,1
1948,15,True,3.4,1.2,67,7692.0,203.6,135,8502.948534389956,7885419579,1,1
1949,151,True,3.2,2.7,64,7694.0,203.8,135,8505.138273824909,7885419579,1,1
1950,72,True,2.8,2.3,61,7696.0,203.8,135,8507.287660683036,7885419579,1,1
1951,128,True,2.8,1.4,52,7699.0,203.9,135,8510.345764396689,7885419579,1,1
1952,197,True,2.4,2.6,75,7701.0,203.9,135,8512.454134434045,7885419579,1,1
1953,107,True,2.4,1.3,34,7704.0,203.9,135,8515.522194199893,7885419579,1,1
1954,83,False,2.0,1.8,53,7704.0,204.0,136,8515.522194199893,7885419579,1,1
1955,163,True,2.0,3.8,54,7706.0,204.0,136,8517.831475085375,7885419579,1,1
1956,179,True,1.8,7.0,47,7708.0,204.0,136,8520.479411580423,7885419579,1,1
1957,230,True,2.0,11.1,54,7711.0,204.1,136,8525.161248007144,7885419579,1,1
1958,288,True,1.8,10.2,63,7713.0,204.3,135,8528.179442844725,7885419579,1,1
1959,0,False,1.8,14.3,41,7713.0,204.4,135,8528.179442844725,7885419579,1,1
1960,0,False,1.4,17.9,4,7713.0,204.6,136,8528.179442844725,7885419579,1,1
1961,82,False,1.0,14.6,21,7713.0,204.8,136,8528.179442844725,7885419579,1,1
1964,89,True,1.0,13.4,35,7718.0,205.5,138,8536.716391345173,7885419579,1,1
1965,104,True,1.4,11.0,48,7720.0,205.6,139,8539.751757757238,7885419579,1,1
1966,118,False,1.4,3.6,56,7720.0,205.8,139,8539.751757757238,7885419579,1,1
1967,117,True,1.5,1.9,55,7722.0,205.8,140,8541.901144615365,7885419579,1,1
1968,92,True,1.714,1.0,58,7725.0,205.9,141,8544.945745943349,7885419579,1,1
1969,92,True,2.2,0.8,63,7729.0,205.9,141,8548.987746931232,7885419579,1,1
1970,94,True,2.4,0.0,63,7732.0,205.9,141,8551.987746931232,7885419579,1,1
1971,79,True,3.4,0.0,77,7737.0,205.9,141,8556.987746931232,7885419579,1,1
1972,60,True,3.4,-1.2,90,7739.0,205.9,141,8558.940570399336,7885419579,1,1
1973,87,True,3.8,-1.2,82,7744.0,205.9,141,8563.822629069597,7885419579,1,1
1974,133,True,3.4,-2.8,79,7746.0,205.7,141,8565.700504836961,7885419579,1,1
1975,133,True,3.8,-4.6,78,7751.0,205.7,140,8570.24906319014,7885419579,1,1
1976,107,True,3.2,-2.8,50,7753.0,205.5,140,8572.144066033316,7885419579,1,1
1977,138,True,3.2,-2.4,48,7755.0,205.4,139,8574.057287394766,7885419579,1,1
1978,190,True,2.8,-1.0,60,7758.0,205.4,139,8577.023188886587,7885419579,1,1
1979,189,True,2.8,1.4,66,7760.0,205.4,139,8579.052923105242,7885419579,1,1
1980,182,True,2.8,2.7,71,7765.0,205.4,139,8584.42639025056,7885419579,1,1
1981,172,True,2.8,3.6,70,7767.0,205.5,138,8586.6608262092,7885419579,1,1
1982,134,True,3.0,5.7,62,7770.0,205.7,138,8590.201674325728,7885419579,1,1
1983,142,True,3.2,5.8,69,7774.0,205.9,137,8595.082094711204,7885419579,1,1
1984,130,True,3.4,6.7,68,7777.0,206.0,136,8598.823715635492,7885419579,1,1
1985,100,True,2.8,6.5,59,7779.0,206.2,136,8601.263925828229,7885419579,1,1
1986,103,True,2.8,7.5,59,7781.0,206.4,136,8603.957976734384,7885419579,1,1
1987,143,True,3.2,5.5,70,7786.0,206.6,136,8610.028091962606,7885419579,1,1
1988,144,True,2.8,4.8,70,7788.0,206.9,136,8612.3571663895,7885419579,1,1
1989,382,True,3.2,5.8,74,7793.0,207.0,136,8618.457691871345,7885419579,1,1
1990,257,True,3.4,4.5,73,7796.0,207.1,136,8621.864197265855,7885419579,1,1
1991,216,True,3.4,6.2,75,7798.0,207.3,136,8624.304407458592,7885419579,1,1
1992,204,True,3.4,7.2,74,7803.0,207.5,137,8630.7801411615,7885419579,1,1
1993,162,True,3.4,6.7,66,7805.0,207.7,137,8633.305528686333,7885419579,1,1
1994,0,True,2.8,8.7,0,7807.0,207.9,137,8636.110482105849,7885419579,1,1
1995,0,True,2.8,7.3,0,7810.0,208.1,138,8640.034831361965,7885419579,1,1
1996,0,True,2.8,6.7,0,7812.0,208.3,138,8642.594289819635,7885419579,1,1
1997,218,True,2.2,9.6,51,7814.0,208.5,138,8645.514706100314,7885419579,1,1
1998,116,True,2.4,9.5,39,7817.0,208.6,138,8649.89533052133,7885419579,1,1
1999,147,True,2.4,7.7,46,7819.0,209.1,138,8652.511563358741,7885419579,1,1
2000,206,True,2.4,6.7,79,7822.0,209.3,138,8656.29964464599,7885419579,1,1
2001,188,True,2.8,2.9,67,7826.0,209.4,139,8660.598418362244,7885419579,1,1
2002,160,True,3.0,0.9,67,7829.0,209.4,139,8663.633662128035,7885419579,1,1
2003,143,True,2.8,1.1,70,7831.0,209.4,139,8665.66339634669,7885419579,1,1
2004,241,True,3.4,1.2,90,7836.0,209.4,139,8670.747656580503,7885419579,1,1
2005,238,True,3.2,2.2,87,7838.0,209.5,139,8672.89704343863,7885419579,1,1
2006,160,True,2.8,8.9,61,7840.0,209.5,138,8675.63601808034,7885419579,1,1
2007,0,True,2.8,17.7,7,7843.0,209.7,138,8681.909999320078,7885419579,1,1
2008,0,False,2.4,14.5,1,7843.0,209.8,138,8681.909999320078,7885419579,1,1
2009,0,False,1.4,12.2,0,7843.0,210.0,138,8681.909999320078,7885419579,1,1
2010,0,False,1.0,14.6,0,7843.0,210.3,137,8681.909999320078,7885419579,1,1
2047,175,False,0.053,18.9,44,7845.0,211.0,139,8686.236590831288,7885419579,1,1
2048,204,False,0.053,22.4,60,7845.0,211.0,139,8686.236590831288,7885419579,1,1
2049,219,True,0.10300000000000001,18.2,73,7847.0,211.0,139,8690.520001137082,7885419579,1,1
2050,0,True,0.17500000000000002,15.3,6,7850.0,211.0,137,8696.276716371558,7885419579,1,1
2051,0,False,0.171,8.6,0,7850.0,211.0,133,8696.276716371558,7885419579,1,1
2052,0,False,1.0,8.6,0,7850.0,211.0,130,8696.276716371558,7885419579,1,1
2053,0,False,1.0,15.8,0,7850.0,211.2,127,8696.276716371558,7885419579,1,1
2057,223,True,0.4,15.2,79,7852.0,211.7,124,8699.967826383141,7885419579,1,1
2058,222,True,1.0,15.2,80,7855.0,211.9,124,8705.504491400518,7885419579,1,1
2059,202,True,1.167,11.2,86,7857.0,211.9,124,8708.563898016859,7885419579,1,1
2060,202,True,1.286,13.9,86,7859.0,212.4,125,8712.028081319426,7885419579,1,1
2061,195,True,1.5,15.2,88,7862.0,212.8,125,8717.5647463368,7885419579,1,1
2062,195,True,2.4,12.6,90,7864.0,213.2,124,8720.925181444354,7885419579,1,1
2063,195,True,2.2,11.1,90,7866.0,213.4,124,8724.046405728834,7885419579,1,1
2064,191,True,2.4,10.0,90,7869.0,213.7,123,8728.42703014985,7885419579,1,1
2065,191,True,2.4,11.3,89,7871.0,214.0,123,8731.582597583298,7885419579,1,1
2066,185,True,2.8,12.3,86,7876.0,214.4,123,8739.779894254834,7885419579,1,1
2067,184,True,2.8,12.9,86,7878.0,214.8,123,8743.194673655014,7885419579,1,1
2068,186,True,3.0,16.8,87,7881.0,215.2,123,8749.17143910659,7885419579,1,1
2069,188,True,2.8,16.5,88,7883.0,215.6,123,8753.038589291855,7885419579,1,1
2070,193,True,2.8,18.9,90,7885.0,216.0,124,8757.294520648747,7885419579,1,1
2071,195,True,2.4,15.0,91,7888.0,216.4,125,8762.831185666124,7885419579,1,1
2072,201,True,2.4,14.1,92,7890.0,216.8,125,8766.381825797867,7885419579,1,1
2073,206,True,2.2,15.5,93,7892.0,217.2,126,8770.152954070214,7885419579,1,1
2074,215,True,2.8,14.5,91,7897.0,217.7,127,8779.380729099174,7885419579,1,1
2075,219,True,2.8,13.2,92,7899.0,218.1,127,8782.795508499354,7885419579,1,1
2076,219,True,2.8,16.1,91,7902.0,218.6,128,8788.55222373383,7885419579,1,1
2077,217,True,2.8,14.9,87,7904.0,218.8,129,8792.243333745413,7885419579,1,1
2078,214,True,2.8,16.9,85,7906.0,219.2,129,8796.227844046463,7885419579,1,1
2079,211,True,2.4,17.7,85,7909.0,219.6,129,8802.562278973783,7885419579,1,1
2080,211,True,2.4,19.4,85,7911.0,220.1,130,8806.96659665474,7885419579,1,1
2081,225,True,2.4,18.6,90,7914.0,220.6,130,8813.456483921555,7885419579,1,1
2082,225,True,2.4,17.7,92,7916.0,221.1,130,8817.588760008395,7885419579,1,1
2083,228,True,2.4,19.5,78,7918.0,221.7,131,8822.009565058692,7885419579,1,1
2084,268,True,2.8,17.5,97,7923.0,222.2,131,8832.340255275794,7885419579,1,1
2085,265,True,2.8,14.6,98,7925.0,222.7,131,8835.910304083476,7885419579,1,1
2086,200,True,2.8,16.2,84,7928.0,223.2,130,8841.667019317953,7885419579,1,1
2087,179,True,3.2,12.2,82,7932.0,223.7,130,8848.279200947807,7885419579,1,1
2088,177,True,3.4,12.1,90,7935.0,224.1,130,8853.115581544875,7885419579,1,1
2089,153,True,3.4,10.3,87,7940.0,224.6,131,8860.643897064345,7885419579,1,1
2090,133,True,3.4,8.1,77,7942.0,224.9,131,8863.331463131439,7885419579,1,1
2091,122,True,3.8,6.9,81,7947.0,225.3,130,8869.698167776078,7885419579,1,1
2092,116,True,3.8,5.7,85,7951.0,225.4,131,8874.537389788587,7885419579,1,1
2093,122,True,4.2,4.4,83,7956.0,225.7,130,8880.295639936221,7885419579,1,1
2094,126,True,3.6,3.8,84,7958.0,225.8,131,8882.576775756157,7885419579,1,1
2095,139,True,4.2,3.9,86,7963.0,226.0,131,8888.162865652754,7885419579,1,1
2096,151,True,4.2,2.8,87,7968.0,226.1,130,8893.625711458306,7885419579,1,1
2097,158,True,3.8,3.7,81,7970.0,226.2,130,8895.860147416945,7885419579,1,1
2098,178,True,3.8,4.5,81,7975.0,226.3,129,8901.59917347963,7885419579,1,1
2099,195,True,3.8,6.0,82,7977.0,226.5,130,8904.027219570919,7885419579,1,1
2100,199,True,3.8,9.2,83,7982.0,226.7,130,8911.063657882452,7885419579,1,1
2101,196,True,3.2,9.7,84,7984.0,227.0,131,8913.893353343647,7885419579,1,1
2102,185,True,3.4,11.1,85,7987.0,227.4,131,8918.575189770367,7885419579,1,1
2103,155,True,3.2,11.0,77,7991.0,227.8,132,8924.790163820153,7885419579,1,1
2104,156,True,3.8,10.5,77,7996.0,228.3,132,8932.30345421195,7885419579,1,1
2105,148,True,3.4,8.8,81,7999.0,228.7,132,8936.459944843653,7885419579,1,1
2106,136,True,3.8,9.5,84,8003.0,229.1,132,8942.119335766041,7885419579,1,1
2107,124,True,4.2,7.3,90,8008.0,229.3,132,8948.65991785957,7885419579,1,1
2108,117,True,3.8,5.8,88,8010.0,229.6,133,8951.105138483608,7885419579,1,1
2109,102,True,3.8,5.7,77,8015.0,229.9,133,8957.312135630571,7885419579,1,1
2110,102,True,4.2,4.2,82,8020.0,230.1,133,8963.03497299014,7885419579,1,1
2111,107,True,4.2,2.8,83,8024.0,230.3,134,8967.35549172777,7885419579,1,1
2112,104,True,4.2,2.6,86,8029.0,230.4,134,8972.756140149808,7885419579,1,1
2113,96,True,4.8,1.6,85,8034.0,230.4,134,8977.944711140635,7885419579,1,1
2114,89,True,4.8,1.7000000000000002,85,8039.0,230.6,135,8983.133282131463,7885419579,1,1
2115,87,True,4.6,1.7000000000000002,84,8043.0,230.6,135,8987.284138924124,7885419579,1,1
2116,86,True,4.8,1.5,84,8048.0,230.7,135,8992.472709914951,7885419579,1,1
2117,96,True,4.8,1.5,84,8053.0,230.7,136,8997.661280905779,7885419579,1,1
2118,109,True,4.8,3.8,91,8058.0,230.9,136,9003.270797343548,7885419579,1,1
2119,147,True,4.6,6.4,91,8062.0,230.9,136,9008.236395061118,7885419579,1,1
2120,170,True,4.8,7.4,88,8067.0,231.4,137,9014.603099705757,7885419579,1,1
2121,184,True,4.2,8.9,86,8069.0,231.7,137,9017.374093460227,7885419579,1,1
2122,195,True,4.2,9.4,84,8074.0,232.0,137,9024.448332113212,7885419579,1,1
2123,204,True,4.2,8.4,84,8079.0,232.4,137,9031.375816499385,7885419579,1,1
2124,205,True,3.8,9.5,83,8081.0,232.7,137,9034.221521516958,7885419579,1,1
2125,200,True,3.8,12.6,81,8086.0,233.2,137,9042.282155845405,7885419579,1,1
2126,185,True,4.4,11.2,82,8091.0,233.6,137,9049.994308221107,7885419579,1,1
2127,177,True,3.8,12.2,82,8093.0,234.1,136,9053.179925909899,7885419579,1,1
2128,159,True,3.8,12.0,81,8098.0,234.6,136,9061.377222581435,7885419579,1,1
2129,144,True,4.2,9.3,88,8102.0,235.1,136,9067.084361303552,7885419579,1,1
2130,144,True,4.2,7.1,90,8107.0,235.6,136,9073.523038783249,7885419579,1,1
2131,136,True,4.2,5.2,81,8112.0,235.9,135,9079.531807938498,7885419579,1,1
2132,142,True,5.2,3.4,82,8119.0,236.1,135,9087.287151363358,7885419579,1,1
2133,142,True,5.2,1.7000000000000002,83,8124.0,236.3,136,9092.507052719291,7885419579,1,1
2134,134,True,5.2,1.2,87,8128.0,236.3,136,9096.635726891642,7885419579,1,1
2135,128,True,5.6,0.5,88,8135.0,236.3,136,9103.679072859393,7885419579,1,1
2136,124,True,5.6,0.5,91,8140.0,236.4,136,9108.706164089239,7885419579,1,1
2137,125,True,5.2,0.5,91,8145.0,236.4,137,9113.735718158161,7885419579,1,1
2138,121,True,5.6,0.0,89,8152.0,236.4,136,9120.735718158161,7885419579,1,1
2139,115,True,5.8,0.0,88,8157.0,236.4,136,9125.735718158161,7885419579,1,1
2140,124,True,5.2,0.0,88,8161.0,236.4,136,9129.735718158161,7885419579,1,1
2141,129,True,5.6,0.0,89,8168.0,236.4,136,9136.735718158161,7885419579,1,1
2142,118,True,5.6,0.9,88,8173.0,236.4,136,9141.8100537048,7885419579,1,1
2143,109,True,5.6,1.4,91,8180.0,236.4,136,9148.997898310681,7885419579,1,1
2144,102,True,5.6,1.8,83,8185.0,236.6,136,9154.1785506378,7885419579,1,1
2145,105,True,6.2,1.9,85,8192.0,236.7,136,9161.466569971539,7885419579,1,1
2146,105,True,6.2,1.4,85,8199.0,236.8,136,9168.719483229504,7885419579,1,1
2147,97,True,6.2,1.0,85,8204.0,236.8,136,9173.839298257326,7885419579,1,1
2148,90,True,6.2,0.5,83,8211.0,237.0,136,9180.94336802262,7885419579,1,1
2149,85,True,6.6,0.5,83,8218.0,237.0,136,9188.035680850799,7885419579,1,1
2150,83,True,6.2,0.0,82,8223.0,237.0,136,9193.035680850799,7885419579,1,1
2151,99,True,6.2,0.0,81,8230.0,237.0,136,9200.035680850799,7885419579,1,1
2152,99,True,6.2,0.7000000000000001,80,8235.0,237.0,136,9205.063949960202,7885419579,1,1
2153,99,True,6.2,1.4,85,8242.0,237.0,135,9212.289129761815,7885419579,1,1
2154,100,True,5.6,2.4,86,8246.0,237.1,135,9216.568229411112,7885419579,1,1
2155,106,True,5.6,4.4,84,8251.0,237.3,135,9222.341431624816,7885419579,1,1
2156,139,True,5.2,3.3,87,8256.0,237.5,135,9227.950948062586,7885419579,1,1
2157,149,True,5.0,4.3,86,8260.0,237.8,135,9232.529217950243,7885419579,1,1
2158,164,True,4.6,5.8,89,8265.0,237.8,135,9238.57824546588,7885419579,1,1
2159,194,True,4.8,5.8,94,8270.0,238.1,135,9244.691297025975,7885419579,1,1
2160,222,True,4.2,9.9,93,8272.0,238.4,135,9247.611713306653,7885419579,1,1
2161,253,True,4.2,10.8,89,8277.0,238.8,135,9255.157200400605,7885419579,1,1
2162,296,True,3.8,12.1,90,8279.0,239.2,135,9258.381454131984,7885419579,1,1
2163,286,True,3.8,16.2,86,8284.0,239.6,134,9267.975979522776,7885419579,1,1
2164,269,True,3.2,12.6,80,8286.0,240.1,134,9271.282070337704,7885419579,1,1
2165,241,True,3.4,14.1,79,8289.0,240.7,134,9276.637143549227,7885419579,1,1
2166,196,True,3.4,12.0,74,8294.0,241.1,134,9284.561415374426,7885419579,1,1
2167,178,True,3.8,10.7,74,8298.0,241.6,134,9290.543579024905,7885419579,1,1
2168,167,True,3.8,12.7,80,8303.0,242.1,134,9298.632832644156,7885419579,1,1
2169,174,True,4.4,13.3,87,8308.0,242.7,134,9307.009944989823,7885419579,1,1
2170,179,True,4.6,12.7,84,8312.0,243.3,134,9313.7715734244,7885419579,1,1
2171,180,True,4.2,10.6,80,8315.0,243.8,134,9318.279547659478,7885419579,1,1
2172,184,True,4.2,7.7,80,8319.0,244.2,134,9323.545581912975,7885419579,1,1
2173,184,True,4.2,5.4,79,8324.0,244.4,135,9329.509148698666,7885419579,1,1
2174,168,True,4.2,7.4,76,8329.0,244.6,135,9335.923848622166,7885419579,1,1
