,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,time,grade_adjusted_distance,activity_id,label,mtb
0,False,0.0,-2.4,0.0,87.7,123,0,0.0,6916950829,1,0
1,False,0.2,-1.8,0.2,87.7,123,1,0.193126061660881,6916950829,1,0
2,False,0.2,-1.4,0.6000000000000001,87.7,123,3,0.583690755281646,6916950829,1,0
3,True,0.425,-1.2,1.7000000000000002,87.7,123,4,1.662743847345912,6916950829,1,0
4,True,0.6000000000000001,-1.0,3.0,87.7,123,5,2.9422972818996262,6916950829,1,0
5,False,0.56,-1.7000000000000002,3.0,87.7,123,6,2.9422972818996262,6916950829,1,0
6,True,0.65,-1.7000000000000002,4.1,87.6,123,7,4.007435496322078,6916950829,1,0
7,True,0.98,-2.0,5.5,87.6,123,8,5.352860937668698,6916950829,1,0
8,True,1.06,-1.8,7.0,87.6,123,9,6.801306400125317,6916950829,1,0
9,True,1.06,-1.7000000000000002,8.3,87.6,123,10,8.062232962453507,6916950829,1,0
10,True,1.32,-1.9,9.6,87.6,123,11,9.315013271234555,6916950829,1,0
11,True,1.54,-1.7000000000000002,11.8,87.5,123,12,11.44801185370666,6916950829,1,0
12,True,1.7000000000000002,-1.6,14.0,87.5,123,13,13.587640773622422,6916950829,1,0
13,True,1.82,-1.0,16.1,87.4,123,14,15.658443136742436,6916950829,1,0
14,True,2.12,-1.8,18.9,87.4,123,15,18.36729303717401,6916950829,1,0
15,True,2.54,-1.6,22.3,87.4,123,16,21.672782575325876,6916950829,1,0
16,True,2.7199999999999998,-1.2,25.4,87.3,123,17,24.712825051853102,6916950829,1,0
17,True,2.94,-1.2,28.7,87.2,123,18,27.948497722900786,6916950829,1,0
18,True,3.84,-0.6000000000000001,35.3,87.2,123,19,34.50596669966665,6916950829,1,0
19,True,3.94,-0.6000000000000001,38.6,87.2,123,20,37.78418444847233,6916950829,1,0
20,True,3.94,-0.8,42.0,87.2,123,21,41.148868150005114,6916950829,1,0
21,True,3.94,-0.8,45.1,87.1,123,22,44.2140880913231,6916950829,1,0
22,True,3.86,-0.8,48.0,87.1,123,23,47.081551907394754,6916950829,1,0
23,True,3.08,-0.9,50.7,87.1,123,24,49.74920952140044,6916950829,1,0
24,True,3.1,-0.9,54.1,87.1,123,25,53.10625085119698,6916950829,1,0
25,True,2.94,-0.9,56.7,87.0,123,26,55.67340010339434,6916950829,1,0
26,True,2.8200000000000003,-0.9,59.2,87.0,123,27,58.13911977926998,6916950829,1,0
27,True,2.7800000000000002,0.0,61.9,87.0,123,28,60.83911977926998,6916950829,1,0
28,True,2.8,0.0,64.7,87.0,123,29,63.63911977926998,6916950829,1,0
29,True,2.58,0.0,67.0,87.0,123,30,65.93911977926999,6916950829,1,0
30,True,2.5,-0.9,69.2,87.0,123,31,68.11241520681769,6916950829,1,0
31,True,2.48,-1.0,71.6,87.0,123,32,70.47718198793308,6916950829,1,0
32,True,2.4,-1.3,73.9,87.0,123,33,72.73053348822343,6916950829,1,0
33,True,2.3,-1.1,76.2,86.9,123,34,74.98932371993615,6916950829,1,0
