time,moving,velocity_smooth,grade_smooth,cadence,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
0,False,0.0,-1.8,164,0.0,12.3,71,0.0,9175307819,1,0
42,False,0.0,-1.4,164,0.0,12.3,71,0.0,9175307819,1,0
43,True,0.026000000000000002,-1.1,164,1.1,12.3,70,1.081686968571384,9175307819,1,0
44,True,0.127,-1.6,164,5.6,12.2,69,5.456599592595911,9175307819,1,0
45,True,0.158,-1.7000000000000002,164,7.1,12.2,69,6.9084206038011615,9175307819,1,0
46,True,0.2,-1.0,164,9.2,12.2,69,8.978813068370734,9175307819,1,0
47,True,0.2,-1.7000000000000002,164,12.6,12.1,69,12.273886869696945,9175307819,1,0
48,True,2.98,-1.8,164,16.0,12.1,69,15.56170191637696,9175307819,1,0
49,True,2.66,-1.8,164,18.9,12.0,69,18.360652751734783,9175307819,1,0
50,True,2.68,-2.0,164,20.5,12.0,68,19.898281827559494,9175307819,1,0
51,True,2.5,-1.1,164,21.7,12.0,69,21.077715121893014,9175307819,1,0
52,True,2.18,-1.9,164,23.5,11.9,69,22.81141324134276,9175307819,1,0
53,True,2.02,-2.0,164,26.1,11.9,70,25.310060489557912,9175307819,1,0
54,True,1.8,-2.0,164,27.9,11.9,70,27.040887974273524,9175307819,1,0
55,True,1.6,-1.0,164,28.5,11.9,70,27.631581996337427,9175307819,1,0
56,True,1.54,-1.0,164,29.4,11.8,70,28.51872105116238,9175307819,1,0
57,True,1.42,-1.2,164,30.6,11.8,70,29.69586987886886,9175307819,1,0
58,True,1.16,-2.2,164,31.9,11.8,69,30.93683220006071,9175307819,1,0
59,True,1.06,-2.2,164,33.2,11.8,69,32.18017141754351,9175307819,1,0
60,True,1.06,-1.9,164,33.8,11.8,69,32.75837771390399,9175307819,1,0
61,False,0.92,-2.2,164,34.0,11.8,69,32.949419565152475,9175307819,1,0
62,True,0.76,-2.0,164,34.4,11.8,69,33.33360135190841,9175307819,1,0
64,False,0.34,-1.9,164,34.9,11.7,69,33.81518416286668,9175307819,1,0
65,False,0.26,-0.9,164,35.1,11.7,69,34.01244173693673,9175307819,1,0
66,False,0.26,-1.9,164,35.3,11.7,69,34.20517716905689,9175307819,1,0
67,False,0.2,-1.9,164,35.4,11.7,69,34.301595082838325,9175307819,1,0
68,True,0.233,-1.9,164,35.8,11.7,70,34.687065947078636,9175307819,1,0
70,True,0.32,-1.8,164,36.7,11.7,70,35.55696505620853,9175307819,1,0
71,False,0.34,-1.9,164,37.0,11.7,71,35.8463666019546,9175307819,1,0
72,True,0.5,-1.0,164,37.9,11.7,71,36.73315414487288,9175307819,1,0
73,True,0.64,-1.8,164,39.0,11.7,71,37.79636416714274,9175307819,1,0
74,True,0.7000000000000001,-1.9,164,40.0,11.7,72,38.76054330495709,9175307819,1,0
75,True,0.9,-1.8,164,41.2,11.6,72,39.92040878379694,9175307819,1,0
76,True,1.12,-2.0,164,42.6,11.6,73,41.26504503744272,9175307819,1,0
77,True,1.18,-2.0,164,43.8,11.6,73,42.41826684431125,9175307819,1,0
78,True,1.24,-1.9,164,45.2,11.6,72,43.765968788641054,9175307819,1,0
79,True,1.3,-1.9,164,46.5,11.5,72,45.018749097422095,9175307819,1,0
80,True,1.34,-1.9,164,47.9,11.5,71,46.36928964423709,9175307819,1,0
81,True,1.3,-1.8,164,49.1,11.5,71,47.528605564625586,9175307819,1,0
82,True,1.32,-1.8,164,50.4,11.5,71,48.78453114504645,9175307819,1,0
83,True,1.32,-1.8,164,51.8,11.4,71,50.13641357667263,9175307819,1,0
84,True,1.38,-1.8,164,53.4,11.4,71,51.68066231342178,9175307819,1,0
85,True,1.4,-1.9,164,54.9,11.4,71,53.12767004215213,9175307819,1,0
86,True,1.44,-1.9,164,56.3,11.4,71,54.47821058896713,9175307819,1,0
87,True,1.42,-1.9,164,57.5,11.3,71,55.63581677195141,9175307819,1,0
88,True,1.4,-1.9,164,58.8,11.3,71,56.889890136851044,9175307819,1,0
89,True,1.3,-1.8,164,59.9,11.3,72,57.9520834759859,9175307819,1,0
90,True,1.26,-2.6,164,61.2,11.3,72,59.18170983025171,9175307819,1,0
91,True,1.26,-1.8,164,62.6,11.2,72,60.5361347804675,9175307819,1,0
92,True,1.34,-1.9,164,64.2,11.2,74,62.07551517435231,9175307819,1,0
93,True,1.42,-1.8,164,65.9,11.2,73,63.71942269769232,9175307819,1,0
