,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,time,grade_adjusted_distance,activity_id,label,mtb
0,True,5.917,2.6,711.8,852.4,118,595,718.871381203279,8652598472,1,1
1,True,5.886,3.5,717.5,852.8,117,596,725.2290017889919,8652598472,1,1
2,True,5.813,2.4,722.8,852.8,116,597,730.894194994449,8652598472,1,1
3,True,5.7,1.3,728.2,853.0,119,598,736.4407978925741,8652598472,1,1
4,True,5.64,1.8,745.7,853.2,115,601,754.7668358819202,8652598472,1,1
5,True,6.15,1.2,765.1,853.4,116,604,774.6714955862878,8652598472,1,1
6,True,6.4,1.1,777.7,853.8,116,606,787.5602707580409,8652598472,1,1
7,True,6.414,1.0,810.0,854.0,119,611,820.4715968121202,8652598472,1,1
8,True,6.583,0.2,817.2,854.0,118,612,827.6944327365943,8652598472,1,1
9,True,7.26,0.0,846.3,854.2,118,616,856.7944327365942,8652598472,1,1
10,True,7.083,0.0,859.7,854.0,119,618,870.1944327365943,8652598472,1,1
11,True,7.0,-0.5,866.2,854.0,119,619,876.6662254354668,8652598472,1,1
12,True,6.15,1.7000000000000002,883.2,854.0,117,622,894.3694078129831,8652598472,1,1
13,True,5.76,2.1,888.5,854.0,117,623,899.9772346583403,8652598472,1,1
14,True,4.537,4.6,919.5,855.0,120,630,935.9564940025884,8652598472,1,1
15,True,4.362,5.6,923.4,855.2,117,631,940.6707651575201,8652598472,1,1
16,True,4.27,10.5,931.2,856.2,118,633,952.3049817529408,8652598472,1,1
17,True,4.218,10.6,934.9,856.6,117,634,957.8533450771392,8652598472,1,1
18,True,3.8200000000000003,7.9,938.6,857.0,119,635,962.7694438380893,8652598472,1,1
19,True,3.7800000000000002,6.1,942.3,857.2,120,636,967.3317912359857,8652598472,1,1
20,True,3.84,3.4,954.1,858.0,123,639,980.4267507105251,8652598472,1,1
21,True,3.86,2.7,957.9,858.0,123,640,984.5412661491574,8652598472,1,1
22,True,4.0,0.6000000000000001,974.1,858.2,118,644,1000.9040202103306,8652598472,1,1
23,True,4.3,1.0,979.4,858.2,118,645,1006.3043306774085,8652598472,1,1
24,True,4.5,0.7000000000000001,984.9,858.2,120,646,1011.8724936681663,8652598472,1,1
25,True,4.925,0.6000000000000001,1018.8,858.6,119,653,1046.0687049874482,8652598472,1,1
26,True,5.415,0.6000000000000001,1055.3,858.8,120,659,1082.8802854446315,8652598472,1,1
27,True,6.07,0.2,1079.5,858.8,120,663,1107.151563298737,8652598472,1,1
28,True,6.2,0.0,1086.3,858.8,121,664,1113.951563298737,8652598472,1,1
29,True,5.52,0.4,1107.1,858.8,118,668,1134.84713886014,8652598472,1,1
30,True,5.1,0.7000000000000001,1116.9,858.8,116,670,1144.7697684594,8652598472,1,1
31,True,4.833,0.7000000000000001,1136.1,859.0,112,674,1164.1829378574168,8652598472,1,1
32,True,4.64,0.6000000000000001,1140.1,859.2,115,675,1168.220880474006,8652598472,1,1
33,True,4.833,1.4,1165.1,859.2,113,680,1194.011924669984,8652598472,1,1
34,True,5.063,1.1,1180.6,859.2,115,683,1209.8408059072472,8652598472,1,1
35,True,4.617,2.6,1192.8,859.8,112,686,1223.006853741332,8652598472,1,1
36,True,4.5,4.8,1196.6,859.8,113,687,1227.4491902580978,8652598472,1,1
37,True,3.05,4.3,1211.1,860.4,115,692,1244.0733871687864,8652598472,1,1
38,True,2.933,3.6,1214.2,860.8,115,693,1247.5416500104689,8652598472,1,1
39,True,3.86,3.4,1230.4,861.4,114,697,1265.537728479461,8652598472,1,1
40,True,4.45,1.9,1240.9,861.4,113,699,1276.5493584658345,8652598472,1,1
41,True,4.586,0.6000000000000001,1246.3,861.6,111,700,1281.9996152870813,8652598472,1,1
42,True,5.36,0.6000000000000001,1257.2,861.6,114,702,1292.9887553225853,8652598472,1,1
43,True,5.367,0.6000000000000001,1262.6,861.6,114,703,1298.4331534961984,8652598472,1,1
44,True,5.84,0.5,1275.5,861.6,115,705,1311.4212106590326,8652598472,1,1
45,True,5.75,0.4,1280.8,861.8,115,706,1316.7505383563623,8652598472,1,1
46,True,5.45,1.8,1295.3,861.8,118,709,1331.9401711793166,8652598472,1,1
47,True,4.8,2.8,1309.6,861.8,116,712,1347.472401723469,8652598472,1,1
48,True,4.78,4.1,1319.2,862.4,116,714,1358.4218536591638,8652598472,1,1
49,True,4.783,6.4,1324.0,863.0,116,715,1364.4236727027537,8652598472,1,1
50,True,4.857,5.7,1329.3,863.2,115,716,1370.865389721207,8652598472,1,1
51,True,4.98,3.1,1334.5,863.4,116,717,1376.5705288101053,8652598472,1,1
52,True,5.083,3.1,1340.1,863.6,116,718,1382.7207262744232,8652598472,1,1
53,True,5.48,2.8,1356.7,864.0,114,721,1400.797533666168,8652598472,1,1
54,True,5.44,3.6,1361.7,864.2,117,722,1406.3920378179764,8652598472,1,1
55,True,4.917,6.0,1369.6,864.4,114,724,1416.1103312536798,8652598472,1,1
56,True,4.743,9.1,1373.3,864.8,114,725,1421.308358411452,8652598472,1,1
57,True,3.98,10.9,1376.6,865.2,116,726,1426.3229949904392,8652598472,1,1
58,True,3.24,8.9,1385.8,866.4,115,729,1439.1345214141445,8652598472,1,1
59,True,3.02,8.7,1391.7,866.8,116,731,1447.2814032115598,8652598472,1,1
60,True,3.32,5.7,1402.4,867.4,115,734,1460.244202883771,8652598472,1,1
61,True,3.38,4.0,1408.6,868.0,115,736,1467.2873740220155,8652598472,1,1
62,True,1.9,2.8,1417.6,868.2,117,742,1477.0629037351184,8652598472,1,1
63,True,2.0,1.2,1426.6,868.2,117,745,1486.2942359022861,8652598472,1,1
64,True,2.26,1.3,1431.2,868.2,117,746,1491.0309765211,8652598472,1,1
65,True,4.0,2.2,1441.6,868.4,118,748,1502.0842071857817,8652598472,1,1
66,True,4.243,2.2,1447.3,868.6,118,749,1508.143576120213,8652598472,1,1
67,True,5.033,2.2,1471.8,869.2,122,754,1534.1555144883605,8652598472,1,1
68,True,5.429,2.2,1485.3,869.4,126,756,1548.5228690901513,8652598472,1,1
69,True,5.467,2.8,1496.5,869.6,127,758,1560.7117595479212,8652598472,1,1
70,True,6.3,3.3,1509.6,870.0,126,760,1575.1938992866699,8652598472,1,1
71,True,6.36,3.6,1528.3,870.8,123,763,1596.1456485578851,8652598472,1,1
72,True,6.283,3.5,1534.2,871.0,127,764,1602.7103448726396,8652598472,1,1
73,True,5.957,2.8,1551.3,871.6,125,767,1621.3026153213323,8652598472,1,1
74,True,5.5,2.8,1561.7,871.8,123,769,1632.6194164213287,8652598472,1,1
75,True,5.38,3.0,1578.2,872.2,118,772,1650.6588453745885,8652598472,1,1
76,True,5.4,3.4,1583.7,872.4,117,773,1656.777053864264,8652598472,1,1
77,True,5.271,3.4,1598.6,873.0,118,776,1673.3419867802743,8652598472,1,1
78,True,5.033,3.2,1613.9,873.6,117,779,1690.2017481270223,8652598472,1,1
79,True,5.043,2.5,1619.0,873.6,119,780,1695.6743525268728,8652598472,1,1
80,True,5.057,2.5,1634.0,874.0,116,783,1711.768574760829,8652598472,1,1
81,True,5.214,2.6,1655.5,874.4,116,787,1734.9582838746765,8652598472,1,1
82,True,5.625,2.2,1679.0,875.2,115,791,1759.9599822028022,8652598472,1,1
83,True,6.037,2.6,1703.8,875.8,117,795,1786.7083456001628,8652598472,1,1
84,True,5.9,2.2,1714.4,875.8,115,797,1797.9504385763116,8652598472,1,1
85,True,5.7379999999999995,4.1,1724.9,876.2,115,799,1809.9291435987036,8652598472,1,1
86,True,5.133,5.8,1734.6,876.4,113,801,1821.7531601020848,8652598472,1,1
87,True,4.567,7.0,1752.3,877.8,113,805,1844.4017301834651,8652598472,1,1
88,True,4.22,8.3,1755.7,878.2,114,806,1849.0110146610102,8652598472,1,1
89,True,4.1,5.9,1759.2,878.6,114,807,1853.2857482820596,8652598472,1,1
90,True,4.114,2.8,1763.4,878.8,114,808,1857.8449990838624,8652598472,1,1
91,True,4.1,1.6,1776.2,879.2,112,811,1871.1298268345863,8652598472,1,1
92,True,4.75,1.0,1791.9,879.2,116,814,1887.1509107619906,8652598472,1,1
93,True,4.814,0.0,1797.1,879.2,119,815,1892.3509107619905,8652598472,1,1
94,True,5.16,0.0,1802.0,879.2,124,816,1897.2509107619906,8652598472,1,1
95,True,5.133,0.0,1807.0,879.2,127,817,1902.2509107619906,8652598472,1,1
96,True,4.787,-0.30000000000000004,1840.3,879.2,128,824,1935.4700321821447,8652598472,1,1
97,True,4.889,0.2,1851.0,879.2,125,826,1946.2046873643321,8652598472,1,1
98,True,5.3,0.4,1877.4,879.0,124,831,1972.7352197082837,8652598472,1,1
99,True,4.033,0.4,1887.3,879.4,124,835,1982.688637768127,8652598472,1,1
100,True,2.583,0.9,1892.9,879.4,125,837,1988.3815104907203,8652598472,1,1
101,True,2.725,0.6000000000000001,1899.2,879.4,126,839,1994.733866326377,8652598472,1,1
102,True,4.143,0.6000000000000001,1921.9,879.4,127,844,2017.6286880727596,8652598472,1,1
103,True,4.725,1.1,1955.9,879.8,122,851,2052.4111098810436,8652598472,1,1
104,True,4.8,2.5,1960.3,879.8,121,852,2057.140472191063,8652598472,1,1
105,True,4.86,3.5,1970.5,880.2,120,854,2068.519334383738,8652598472,1,1
106,True,5.1,3.5,1985.8,881.0,122,857,2085.569156150207,8652598472,1,1
107,True,4.933,2.1,1989.9,881.0,121,858,2089.90191866826,8652598472,1,1
108,True,4.82,0.0,1994.6,881.0,121,859,2094.6019186682597,8652598472,1,1
109,True,4.833,0.0,2018.9,881.2,123,864,2118.90191866826,8652598472,1,1
110,True,4.858,0.0,2052.9,881.0,122,871,2152.90191866826,8652598472,1,1
111,True,4.944,-0.30000000000000004,2063.4,881.0,123,873,2163.3725618740623,8652598472,1,1
112,True,5.045,0.0,2074.4,881.0,122,875,2174.3725618740623,8652598472,1,1
113,True,5.25,0.5,2084.4,881.0,123,877,2184.4358406591014,8652598472,1,1
114,True,5.133,0.5,2094.2,881.0,122,879,2194.2968153697184,8652598472,1,1
115,True,5.017,0.5,2104.5,881.2,122,881,2204.669369812043,8652598472,1,1
116,True,5.3,0.7000000000000001,2116.2,881.2,119,883,2216.5120244664845,8652598472,1,1
117,True,5.52,0.7000000000000001,2121.8,881.2,119,884,2222.178377307013,8652598472,1,1
118,True,5.45,1.2,2148.9,881.4,116,889,2249.9612631583127,8652598472,1,1
119,True,5.486,1.1,2160.2,881.6,119,891,2261.4978841728666,8652598472,1,1
120,True,5.575,1.7000000000000002,2166.4,881.8,119,892,2267.9507537439913,8652598472,1,1
121,True,5.98,1.3,2178.8,881.8,122,894,2280.6864187214805,8652598472,1,1
122,True,6.033,1.1,2185.1,882.0,125,895,2287.135317861079,8652598472,1,1
123,True,5.82,1.8,2207.9,882.2,124,899,2310.9516743741237,8652598472,1,1
124,True,5.633,1.4,2218.9,882.4,124,901,2322.2801577131495,8652598472,1,1
125,True,5.614,1.5,2224.4,882.6,121,902,2327.9714091043406,8652598472,1,1
126,True,5.55,1.6,2229.5,882.6,122,903,2333.2580537602134,8652598472,1,1
127,True,5.32,1.6,2234.5,882.6,124,904,2338.442613999292,8652598472,1,1
128,True,4.683,1.8,2257.6,883.0,124,909,2362.6225572683356,8652598472,1,1
129,True,4.733,2.4,2262.9,883.2,124,910,2368.2975883795502,8652598472,1,1
130,True,4.9,2.5,2273.7,883.4,120,912,2379.9077743400735,8652598472,1,1
131,True,5.36,3.1,2284.4,883.8,124,914,2391.6751892174484,8652598472,1,1
132,True,5.32,3.8,2289.5,883.8,127,915,2397.4196631873533,8652598472,1,1
133,True,5.333,3.8,2294.9,884.2,131,916,2403.4946039038573,8652598472,1,1
134,True,5.28,3.7,2300.1,884.4,129,917,2409.3425772091896,8652598472,1,1
135,True,5.35,3.8,2327.0,885.4,127,922,2439.673949968409,8652598472,1,1
136,True,5.35,3.7,2332.2,885.4,127,923,2445.51662340742,8652598472,1,1
137,True,5.133,3.4,2357.8,886.6,128,928,2473.9127327277847,8652598472,1,1
138,True,4.789,3.9,2375.3,887.2,125,932,2493.6833597249724,8652598472,1,1
139,True,4.086,2.6,2386.4,887.4,123,935,2505.662304885492,8652598472,1,1
140,True,3.912,1.4,2389.1,887.6,123,936,2508.448749966964,8652598472,1,1
141,True,3.48,0.7000000000000001,2403.8,887.8,125,940,2523.305261341192,8652598472,1,1
142,True,4.24,0.0,2431.5,888.0,123,946,2551.0052613411917,8652598472,1,1
143,True,3.827,-0.4,2445.9,887.8,126,951,2565.354254012672,8652598472,1,1
144,True,3.2,-1.4,2450.7,887.6,127,952,2570.0462961927096,8652598472,1,1
145,True,3.429,-1.0,2455.5,887.6,131,953,2574.7738792780983,8652598472,1,1
146,True,3.637,0.0,2460.6,887.6,139,954,2579.8738792780982,8652598472,1,1
147,True,3.8,1.2,2465.7,887.6,139,955,2585.096429262764,8652598472,1,1
148,True,5.0,1.7000000000000002,2470.9,887.6,140,956,2590.523087684003,8652598472,1,1
149,True,4.88,1.7000000000000002,2490.1,888.0,134,960,2610.5525380291365,8652598472,1,1
150,True,4.88,1.7000000000000002,2495.3,888.2,128,961,2615.977180830944,8652598472,1,1
151,True,4.95,1.5,2500.6,888.2,123,962,2621.4662374597183,8652598472,1,1
152,True,4.986,1.1,2505.8,888.2,123,963,2626.7790910432036,8652598472,1,1
153,True,5.24,2.2,2516.3,888.4,126,965,2637.9168135428254,8652598472,1,1
154,True,5.32,3.3,2532.4,888.6,124,968,2655.7491179704602,8652598472,1,1
155,True,5.3,3.8,2537.6,889.0,127,969,2661.6053117227866,8652598472,1,1
156,True,5.267,4.4,2547.9,889.6,133,971,2673.498108283018,8652598472,1,1
157,True,5.286,2.9,2553.3,889.8,136,972,2679.3860365564974,8652598472,1,1
158,True,5.26,1.9,2563.9,890.0,139,974,2690.5300378114375,8652598472,1,1
159,True,5.18,1.9,2579.2,890.2,141,977,2706.621951794713,8652598472,1,1
160,True,5.129,2.7,2599.8,890.6,144,981,2728.9555765231935,8652598472,1,1
161,True,5.14,4.0,2604.9,890.8,144,982,2734.744687880588,8652598472,1,1
162,True,5.143,5.5,2615.2,891.4,145,984,2747.1348702907076,8652598472,1,1
163,True,4.9,4.8,2624.3,892.0,145,986,2757.780083266936,8652598472,1,1
164,True,4.82,3.3,2629.0,892.2,146,987,2762.9752284070487,8652598472,1,1
165,True,4.883,0.7000000000000001,2634.2,892.2,146,988,2768.2389960959513,8652598472,1,1
166,True,5.1,-0.8,2645.8,892.4,146,990,2779.711969460576,8652598472,1,1
167,True,6.371,-1.3,2678.8,892.4,147,995,2812.0364818798384,8652598472,1,1
168,True,7.409,-2.0,2727.3,891.4,146,1001,2858.6437794208987,8652598472,1,1
169,True,8.15,-2.6,2744.0,890.8,145,1003,2874.4082349830687,8652598472,1,1
170,True,8.283,-2.7,2777.0,889.8,144,1007,2905.4687286437397,8652598472,1,1
171,True,8.014,-2.6,2800.1,889.2,144,1010,2927.302228227681,8652598472,1,1
