time,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
52,True,8.457,-1.8,328.8,157.6,132,328.96104724684295,8717924751,0,0
58,True,9.583,-1.6,386.7,156.0,134,385.30248976546716,8717924751,0,0
61,True,9.674,-1.6,415.9,155.6,134,413.7043647262261,8717924751,0,0
65,True,9.713,-0.8,454.6,155.4,132,451.9776051399009,8717924751,0,0
69,True,9.798,-0.6000000000000001,494.3,155.0,132,491.38264739190345,8717924751,0,0
73,True,9.858,-0.7000000000000001,533.5,154.8,132,530.2581337951573,8717924751,0,0
80,True,9.698,-0.5,600.9,154.4,133,597.3358624055167,8717924751,0,0
83,True,9.539,-0.5,628.9,154.2,133,625.2154949551292,8717924751,0,0
89,True,9.434,-0.4,685.8,154.0,132,681.9294213086417,8717924751,0,0
91,True,9.376,-0.30000000000000004,703.9,154.0,133,699.9809258930833,8717924751,0,0
92,True,9.331,-0.2,712.9,154.0,133,708.9666063943621,8717924751,0,0
98,True,8.811,-0.1,765.6,153.8,136,761.6015290093634,8717924751,0,0
102,True,8.805,-0.1,800.9,153.8,135,796.8576423435347,8717924751,0,0
108,True,8.656,0.0,852.2,153.8,134,848.1576423435348,8717924751,0,0
109,True,8.466,0.0,860.2,153.8,133,856.1576423435348,8717924751,0,0
110,True,8.384,-0.6000000000000001,868.0,153.8,131,863.9009583092073,8717924751,0,0
111,True,8.311,0.0,875.7,153.8,130,871.6009583092074,8717924751,0,0
112,True,8.248,0.0,883.4,153.6,129,879.3009583092073,8717924751,0,0
113,True,7.76,0.5,891.0,153.8,129,886.9528369477762,8717924751,0,0
114,True,7.666,0.6000000000000001,898.5,153.8,129,894.5251526954768,8717924751,0,0
116,True,7.612,0.30000000000000004,913.8,154.0,129,909.8875219719595,8717924751,0,0
120,True,8.002,0.30000000000000004,946.5,154.0,128,942.7187639298741,8717924751,0,0
121,True,8.204,-0.30000000000000004,954.8,154.0,128,950.99576872612,8717924751,0,0
122,True,8.243,-1.0,963.3,154.0,128,959.3645437025832,8717924751,0,0
124,True,8.263,-1.2,979.9,153.8,129,975.6508688054604,8717924751,0,0
127,True,8.326,-0.6000000000000001,1004.9,153.4,130,1000.4753704740978,8717924751,0,0
129,True,8.338,-0.5,1021.6,153.2,130,1017.098529293593,8717924751,0,0
137,True,8.553,0.0,1090.4,153.2,131,1085.8985292935931,8717924751,0,0
138,True,8.641,0.2,1099.3,153.2,131,1094.8264337502287,8717924751,0,0
144,True,8.821,0.30000000000000004,1152.2,153.4,134,1147.9099962607606,8717924751,0,0
148,True,8.813,0.0,1187.5,153.6,136,1183.2099962607606,8717924751,0,0
154,True,8.814,-0.1,1240.3,153.6,136,1235.9536155654653,8717924751,0,0
162,True,8.567,-0.2,1307.4,153.2,136,1302.9201223000682,8717924751,0,0
164,True,8.337,-0.1,1323.7,153.2,136,1319.204861426894,8717924751,0,0
170,True,8.027,0.1,1371.6,153.2,138,1367.1860715385747,8717924751,0,0
178,True,8.015,0.6000000000000001,1435.9,153.4,140,1432.049933572156,8717924751,0,0
181,True,8.103,1.0,1460.8,153.4,141,1457.450395781509,8717924751,0,0
189,True,7.965,1.5,1523.5,154.4,142,1522.241363415735,8717924751,0,0
192,True,7.866,1.3,1547.3,155.0,143,1546.6975914220739,8717924751,0,0
195,True,8.118,-0.4,1572.2,155.4,146,1571.5090487249006,8717924751,0,0
200,True,8.799,-0.9,1617.7,155.4,149,1616.4723444666927,8717924751,0,0
206,True,9.619,-1.2,1678.0,153.8,149,1675.6392723238362,8717924751,0,0
207,True,10.036,-1.6,1687.9,153.8,149,1685.249121705076,8717924751,0,0
214,True,9.833,-1.1,1756.7,153.2,147,1752.8685246158761,8717924751,0,0
216,True,9.802,-1.2,1776.2,152.8,146,1772.0131722189797,8717924751,0,0
217,True,9.798,-1.0,1785.9,152.6,146,1781.5652081136056,8717924751,0,0
221,True,9.818,-0.30000000000000004,1825.3,152.2,146,1820.8665030405996,8717924751,0,0
224,True,9.859,0.1,1854.9,152.2,147,1850.5066817664488,8717924751,0,0
231,True,9.713,0.7000000000000001,1922.4,152.4,148,1918.8574632043924,8717924751,0,0
237,True,9.432,0.9,1977.5,152.8,147,1974.922108206481,8717924751,0,0
244,True,9.01,1.3,2039.5,153.8,147,2038.628437895009,8717924751,0,0
245,True,8.759,1.0,2047.6,154.0,147,2046.8785975866413,8717924751,0,0
247,True,8.628,0.30000000000000004,2063.8,154.2,147,2063.137565089307,8717924751,0,0
254,True,8.209,-0.2,2121.5,154.2,145,2120.714697315054,8717924751,0,0
261,True,8.471,-0.7000000000000001,2182.4,154.2,145,2181.1120777915066,8717924751,0,0
265,True,8.918,-1.1,2219.6,153.6,145,2217.675175819622,8717924751,0,0
267,True,9.338,-2.0,2238.4,153.0,146,2235.731719797151,8717924751,0,0
268,True,9.317,-2.4,2247.6,152.8,146,2244.4724030422512,8717924751,0,0
274,True,9.133,-1.5,2302.4,151.8,145,2297.9090487558265,8717924751,0,0
275,True,9.1,-1.2,2311.3,151.4,145,2306.642020110563,8717924751,0,0
282,True,8.839,-0.8,2373.1,151.0,145,2367.831124762963,8717924751,0,0
285,True,8.734,-0.30000000000000004,2398.7,151.0,145,2393.358702411175,8717924751,0,0
