time,moving,velocity_smooth,grade_smooth,distance,altitude,grade_adjusted_distance,activity_id,label,mtb
891,True,2.707,0.0,450.2,1900.8,583.7214439619402,7992703680,1,0
892,True,2.731,-0.8,453.1,1900.8,586.5876090099476,7992703680,1,0
893,True,2.816,-0.8,456.3,1900.8,589.7512372678916,7992703680,1,0
894,True,2.886,-1.7000000000000002,459.2,1900.7,592.5629172175138,7992703680,1,0
895,True,2.956,-2.6,462.2,1900.7,595.3988251222132,7992703680,1,0
896,True,2.957,-2.6,465.0,1900.6,598.0424321827079,7992703680,1,0
897,True,2.958,-2.7,467.9,1900.5,600.7733755816331,7992703680,1,0
898,True,2.862,-2.7,470.6,1900.4,603.3176700957839,7992703680,1,0
899,True,2.807,-1.8,473.2,1900.4,605.8295212566255,7992703680,1,0
900,True,2.7960000000000003,-1.8,476.1,1900.3,608.6298491507083,7992703680,1,0
901,True,2.8040000000000003,-1.8,479.0,1900.3,611.4287999860661,7992703680,1,0
902,True,2.743,-1.8,481.6,1900.2,613.9394387876575,7992703680,1,0
903,True,2.718,0.0,484.1,1900.2,616.4394387876575,7992703680,1,0
904,True,2.762,3.6,487.1,1900.1,619.7989675091299,7992703680,1,0
905,True,2.762,4.5,490.0,1900.3,623.1549250727076,7992703680,1,0
906,True,2.71,7.5,492.6,1900.6,626.5525610997128,7992703680,1,0
907,True,2.727,6.7,495.2,1900.7,629.8527657412915,7992703680,1,0
908,True,2.726,6.3,497.8,1900.9,633.0955038756744,7992703680,1,0
909,True,2.656,7.2,500.3,1901.0,636.3240232113629,7992703680,1,0
910,True,2.7359999999999998,6.3,503.6,1901.3,640.4301374498416,7992703680,1,0
911,True,2.738,8.7,506.3,1901.5,644.1490528868121,7992703680,1,0
912,True,2.74,7.3,508.9,1901.6,647.5164344123239,7992703680,1,0
913,True,2.8,8.1,511.8,1902.0,651.4228082262491,7992703680,1,0
914,True,2.86,8.1,514.6,1902.1,655.1827016250026,7992703680,1,0
915,True,2.739,7.4,517.3,1902.4,658.7003493095708,7992703680,1,0
916,True,2.748,7.7,520.0,1902.5,662.2506064705657,7992703680,1,0
917,True,2.724,6.6,522.6,1902.8,665.5252532315853,7992703680,1,0
918,True,2.66,7.5,525.1,1902.9,668.802273828319,7992703680,1,0
919,True,2.646,6.6,527.9,1903.1,672.3288164940327,7992703680,1,0
920,True,2.6630000000000003,6.6,530.6,1903.3,675.7294112073994,7992703680,1,0
921,True,2.632,7.8,533.2,1903.5,679.1814262403561,7992703680,1,0
922,True,2.634,7.7,535.7,1903.6,682.3807493124438,7992703680,1,0
923,True,2.613,7.7,538.1,1903.9,685.5465671406041,7992703680,1,0
924,True,2.542,7.4,540.6,1904.0,688.7939530218738,7992703680,1,0
925,True,2.585,7.2,543.6,1904.3,692.6681762247001,7992703680,1,0
926,True,2.676,7.1,546.6,1904.4,696.5205609836152,7992703680,1,0
927,True,2.698,6.4,549.2,1904.7,699.7710567198869,7992703680,1,0
928,True,2.743,6.6,551.9,1904.8,703.1716514332534,7992703680,1,0
929,True,2.789,6.7,554.5,1905.0,706.4546552155355,7992703680,1,0
930,True,2.721,5.8,557.2,1905.1,709.7478225738064,7992703680,1,0
931,True,2.624,5.8,559.7,1905.4,712.7919257969121,7992703680,1,0
932,True,2.596,7.4,562.2,1905.4,716.0533738813186,7992703680,1,0
933,True,2.507,5.6,564.4,1905.7,718.7170411544816,7992703680,1,0
934,True,2.417,7.9,566.6,1905.7,721.6418536378499,7992703680,1,0
935,True,2.435,6.7,569.3,1906.0,725.0511267963734,7992703680,1,0
936,True,2.482,7.2,572.1,1906.1,728.6670684523447,7992703680,1,0
937,True,2.542,6.3,574.9,1906.4,732.1429868546438,7992703680,1,0
938,True,2.6630000000000003,6.3,577.7,1906.5,735.6189052569431,7992703680,1,0
939,True,2.778,6.3,580.5,1906.7,739.10288097444,7992703680,1,0
940,True,2.785,6.3,583.3,1906.8,742.5868566919373,7992703680,1,0
941,True,2.7880000000000003,7.2,586.0,1907.1,746.073657574481,7992703680,1,0
942,True,2.778,7.2,588.8,1907.2,749.6895992304521,7992703680,1,0
943,True,2.778,6.3,591.6,1907.5,753.1735749479495,7992703680,1,0
944,True,2.784,6.4,594.4,1907.6,756.6741088177805,7992703680,1,0
945,True,2.757,6.5,597.1,1907.8,760.0578287766759,7992703680,1,0
946,True,2.734,6.6,599.7,1907.9,763.3324755376959,7992703680,1,0
947,True,2.713,7.4,602.4,1908.2,766.8501232222642,7992703680,1,0
948,True,2.682,7.3,605.0,1908.3,770.217504747776,7992703680,1,0
949,True,2.691,7.4,607.9,1908.6,774.0071757009737,7992703680,1,0
950,True,2.733,7.6,610.7,1908.7,777.6774387693156,7992703680,1,0
951,True,2.689,7.6,613.1,1909.0,780.8332229124221,7992703680,1,0
952,True,2.643,7.6,615.6,1909.1,784.120498061491,7992703680,1,0
953,True,2.675,7.4,618.4,1909.4,787.7575702485127,7992703680,1,0
954,True,2.667,7.2,621.2,1909.5,791.3735119044843,7992703680,1,0
955,True,2.649,8.2,624.0,1909.8,795.1571771506692,7992703680,1,0
956,True,2.717,8.4,626.7,1909.9,798.8294912771655,7992703680,1,0
957,True,2.749,8.6,629.3,1910.3,802.4037664343117,7992703680,1,0
958,True,2.7030000000000003,8.8,631.9,1910.4,806.0060583151218,7992703680,1,0
959,True,2.642,7.9,634.4,1910.7,809.3363822779546,7992703680,1,0
960,True,2.591,8.0,636.9,1910.8,812.6780065544004,7992703680,1,0
961,True,2.539,7.5,639.4,1911.1,815.9394546388068,7992703680,1,0
962,True,2.523,9.3,641.9,1911.2,819.4823401190806,7992703680,1,0
963,True,2.458,7.8,644.2,1911.5,822.5338078199128,7992703680,1,0
964,True,2.408,9.6,646.5,1911.6,825.8410372376508,7992703680,1,0
965,True,2.3529999999999998,7.8,648.7,1911.9,828.7513622771411,7992703680,1,0
966,True,2.299,9.4,650.9,1912.0,831.8915563607121,7992703680,1,0
967,True,2.282,7.6,653.3,1912.3,835.0484459097987,7992703680,1,0
968,True,2.314,9.8,655.8,1912.4,838.6602439596473,7992703680,1,0
969,True,2.331,7.9,658.1,1912.7,841.7262047611132,7992703680,1,0
970,True,2.3529999999999998,8.8,660.5,1912.8,845.0647121450494,7992703680,1,0
971,True,2.455,8.6,663.2,1913.2,848.7623279113583,7992703680,1,0
972,True,2.52,13.0,665.9,1913.3,853.3174279183892,7992703680,1,0
973,True,2.561,11.7,668.6,1913.6,857.5862153794262,7992703680,1,0
974,True,2.617,13.7,671.2,1914.2,862.0896536727627,7992703680,1,0
975,True,2.7800000000000002,11.0,674.3,1914.5,866.8337850647857,7992703680,1,0
976,True,2.7439999999999998,8.4,676.9,1914.8,870.3700875569671,7992703680,1,0
977,True,2.708,7.0,679.5,1914.8,873.688174279993,7992703680,1,0
978,True,2.674,6.9,681.9,1915.1,876.751023562786,7992703680,1,0
979,True,2.64,7.8,684.4,1915.2,880.0702687867825,7992703680,1,0
980,True,2.5380000000000003,7.6,687.0,1915.5,883.478370207386,7992703680,1,0
981,True,2.555,7.3,689.7,1915.6,886.985546959157,7992703680,1,0
982,True,2.602,7.3,692.5,1915.9,890.611957832785,7992703680,1,0
983,True,2.6710000000000003,7.2,695.3,1916.0,894.2278994887565,7992703680,1,0
984,True,2.731,6.5,698.0,1916.3,897.6116194476516,7992703680,1,0
985,True,2.752,6.7,700.8,1916.4,901.1471619824168,7992703680,1,0
986,True,2.722,6.6,703.3,1916.6,904.2958607910898,7992703680,1,0
987,True,2.662,6.6,705.8,1916.7,907.4366742004768,7992703680,1,0
988,True,2.67,7.3,708.6,1917.0,911.0630850741053,7992703680,1,0
989,True,2.6870000000000003,7.1,711.5,1917.1,914.7870570077231,7992703680,1,0
990,True,2.694,7.1,714.3,1917.4,918.3728093382491,7992703680,1,0
991,True,2.752,7.9,717.1,1917.5,922.0986089031858,7992703680,1,0
992,True,2.833,7.9,720.0,1917.8,925.9574727382983,7992703680,1,0
993,True,2.846,7.9,722.9,1918.0,929.8163365734111,7992703680,1,0
994,True,2.843,8.0,725.7,1918.3,933.5532996060577,7992703680,1,0
995,True,2.85,6.3,728.5,1918.4,937.037275323555,7992703680,1,0
996,True,2.84,6.4,731.3,1918.7,940.537809193386,7992703680,1,0
997,True,2.807,6.6,734.0,1918.7,943.929887675524,7992703680,1,0
998,True,2.741,5.4,736.6,1919.0,947.0544476362538,7992703680,1,0
999,True,2.691,8.2,739.2,1919.1,950.5567138142554,7992703680,1,0
1000,True,2.75,6.2,742.3,1919.3,954.4050520453723,7992703680,1,0
1001,True,2.7560000000000002,8.1,745.0,1919.6,958.0420207686819,7992703680,1,0
1002,True,2.762,7.7,747.8,1919.7,961.7474081677409,7992703680,1,0
1003,True,2.729,7.9,750.2,1920.0,964.933883582778,7992703680,1,0
1004,True,2.696,8.0,752.6,1920.1,968.141842888166,7992703680,1,0
1005,True,2.592,7.8,755.2,1920.4,971.5825597587209,7992703680,1,0
1006,True,2.558,7.6,757.8,1920.5,974.9906611793242,7992703680,1,0
1007,True,2.543,6.1,760.5,1920.8,978.3273094546935,7992703680,1,0
1008,True,2.6,7.7,763.2,1920.9,981.8788101974163,7992703680,1,0
1009,True,2.8,5.9,766.6,1921.1,986.0271675250708,7992703680,1,0
1010,True,2.865,7.6,769.6,1921.4,989.9623066814752,7992703680,1,0
1011,True,2.93,7.2,772.5,1921.5,993.7073891108743,7992703680,1,0
1012,True,2.911,7.7,775.1,1921.8,997.1370250913814,7992703680,1,0
1013,True,2.892,7.7,777.7,1921.9,1000.5755086042523,7992703680,1,0
1014,True,2.673,6.8,780.0,1922.2,1003.4949204025719,7992703680,1,0
1015,True,2.551,8.0,782.3,1922.3,1006.5739023491382,7992703680,1,0
1016,True,2.588,7.0,785.4,1922.5,1010.5341747047139,7992703680,1,0
1017,True,2.762,6.8,788.9,1922.8,1014.9841793513581,7992703680,1,0
1018,True,2.754,7.6,791.5,1923.0,1018.4041430295356,7992703680,1,0
1019,True,2.803,7.0,794.0,1923.1,1021.6057076103624,7992703680,1,0
1020,True,2.976,6.7,797.2,1923.4,1025.6648068001077,7992703680,1,0
1021,True,2.982,8.2,800.3,1923.6,1029.8432221638077,7992703680,1,0
1022,True,2.89,6.7,803.3,1923.8,1033.6398927618554,7992703680,1,0
1023,True,2.952,7.2,806.2,1924.1,1037.3849751912546,7992703680,1,0
1024,True,3.014,6.8,809.1,1924.2,1041.0562876508413,7992703680,1,0
1025,True,2.841,5.9,811.4,1924.4,1043.86252937249,7992703680,1,0
1026,True,2.676,6.1,813.7,1924.5,1046.706445683334,7992703680,1,0
1027,True,2.52,5.6,815.9,1924.7,1049.3661967578382,7992703680,1,0
1028,True,2.392,5.9,818.2,1924.8,1052.1782004754816,7992703680,1,0
1029,True,2.612,4.7,822.1,1925.0,1056.7170394488985,7992703680,1,0
1030,True,2.8449999999999998,5.1,825.6,1925.2,1060.8661304875247,7992703680,1,0
1031,True,3.012,4.6,828.8,1925.3,1064.5848979436923,7992703680,1,0
1032,True,3.198,4.1,831.9,1925.5,1068.118083883188,7992703680,1,0
1033,True,3.384,4.3,835.1,1925.6,1071.7944546086492,7992703680,1,0
1034,True,3.122,3.3,837.8,1925.7,1074.777216355213,7992703680,1,0
1035,True,2.958,3.2,840.4,1925.8,1077.6468386574165,7992703680,1,0
1036,True,3.09,3.1,844.2,1925.9,1081.8295774648022,7992703680,1,0
1037,True,3.122,3.1,847.5,1926.0,1085.4525753180242,7992703680,1,0
1038,True,3.092,2.5,850.5,1926.1,1088.6766556052155,7992703680,1,0
1039,True,3.121,2.5,853.4,1926.2,1091.795783672773,7992703680,1,0
1040,True,3.15,2.5,856.2,1926.2,1094.8073556000702,7992703680,1,0
1041,True,3.028,1.7000000000000002,859.4,1926.3,1098.139021581208,7992703680,1,0
1042,True,2.966,2.6,862.4,1926.4,1101.3710471646707,7992703680,1,0
1043,True,2.966,1.8,865.4,1926.4,1104.5103427511979,7992703680,1,0
1044,True,2.912,1.8,867.9,1926.5,1107.124849120009,7992703680,1,0
1045,True,2.858,2.6,870.5,1926.5,1109.9331862994682,7992703680,1,0
1046,True,2.8529999999999998,1.6,873.6,1926.6,1113.15742442864,7992703680,1,0
1047,True,2.886,2.4,876.8,1926.7,1116.5807041480778,7992703680,1,0
1048,True,2.942,1.6,880.1,1926.7,1120.0014742195249,7992703680,1,0
1049,True,3.039,1.5,883.1,1926.8,1123.109865615796,7992703680,1,0
1050,True,3.204,1.5,886.5,1926.8,1126.6327091982366,7992703680,1,0
1051,True,3.235,1.5,889.8,1926.9,1130.0474600329512,7992703680,1,0
1052,True,3.266,1.5,893.1,1926.9,1133.4651745376602,7992703680,1,0
1053,True,3.268,1.5,896.4,1927.0,1136.8828890423688,7992703680,1,0
1054,True,3.306,1.5,899.6,1927.0,1140.1913738687103,7992703680,1,0
1055,True,3.294,1.5,902.9,1927.1,1143.6106044046085,7992703680,1,0
1056,True,3.362,1.6,906.6,1927.1,1147.4531940396153,7992703680,1,0
1057,True,3.246,0.8,909.4,1927.2,1150.292849814346,7992703680,1,0
1058,True,3.136,1.7000000000000002,912.1,1927.2,1153.106926577359,7992703680,1,0
1059,True,3.138,0.7000000000000001,915.3,1927.2,1156.3476719484843,7992703680,1,0
1060,True,3.084,1.4,918.4,1927.3,1159.543720174698,7992703680,1,0
1061,True,3.22,1.4,922.7,1927.3,1163.9733079662115,7992703680,1,0
1062,True,3.422,1.3,926.5,1927.4,1167.8817717078591,7992703680,1,0
1063,True,3.568,1.4,930.0,1927.4,1171.4933024541767,7992703680,1,0
1064,True,3.682,1.5,933.7,1927.5,1175.3219624809778,7992703680,1,0
1065,True,3.694,1.5,936.8,1927.5,1178.535413154155,7992703680,1,0
1066,True,3.427,1.5,939.8,1927.6,1181.6347218429512,7992703680,1,0
1067,True,3.278,1.5,942.9,1927.6,1184.8384955335457,7992703680,1,0
1068,True,3.482,1.5,947.4,1927.7,1189.4874585667399,7992703680,1,0
1069,True,3.336,1.5,950.4,1927.7,1192.587884718928,7992703680,1,0
1070,True,3.33,0.8,953.5,1927.8,1195.7292504532024,7992703680,1,0
1071,True,3.331,1.5,956.5,1927.8,1198.8335693938523,7992703680,1,0
1072,True,3.478,0.7000000000000001,960.3,1927.8,1202.6797688141064,7992703680,1,0
1073,True,3.268,1.3,963.7,1927.9,1206.180379007378,7992703680,1,0
1074,True,3.346,1.3,967.2,1927.9,1209.7830128559895,7992703680,1,0
1075,True,3.58,1.4,971.4,1928.0,1214.1095869779326,7992703680,1,0
1076,True,3.762,1.3,975.3,1928.0,1218.1189402668474,7992703680,1,0
1077,True,3.622,1.3,978.4,1928.1,1221.3098445327603,7992703680,1,0
1078,True,3.806,2.0,982.7,1928.1,1225.8341020219355,7992703680,1,0
1079,True,3.842,1.2,986.4,1928.2,1229.6300220398546,7992703680,1,0
1080,True,3.86,1.8,990.7,1928.3,1234.132434301174,7992703680,1,0
1081,True,3.888,1.7000000000000002,994.8,1928.3,1238.4135642553786,7992703680,1,0
1082,True,4.174,1.8,999.2,1928.4,1243.0150954644864,7992703680,1,0
1083,True,4.174,2.4,1003.6,1928.5,1247.7299747054967,7992703680,1,0
1084,True,4.22,2.5,1007.5,1928.6,1251.9138650937969,7992703680,1,0
1085,True,4.122,2.7,1011.3,1928.7,1256.0266764597689,7992703680,1,0
1086,True,4.144,2.7,1015.5,1928.8,1260.5819873856033,7992703680,1,0
1087,True,3.854,2.7,1018.5,1928.9,1263.8311919880312,7992703680,1,0
1088,True,3.694,2.9,1022.1,1929.0,1267.7644409680286,7992703680,1,0
1089,True,3.724,2.9,1026.1,1929.1,1272.1347176124696,7992703680,1,0
1090,True,3.561,2.9,1029.1,1929.2,1275.4049772514497,7992703680,1,0
1091,True,3.328,3.0,1032.1,1929.3,1278.6958558590147,7992703680,1,0
1092,True,3.492,2.2,1036.0,1929.4,1282.8450738794272,7992703680,1,0
1093,True,3.43,2.2,1039.2,1929.5,1286.2473679274433,7992703680,1,0
1094,True,3.2800000000000002,2.2,1042.5,1929.5,1289.758244713946,7992703680,1,0
1095,True,3.303,2.2,1045.6,1929.6,1293.0460266220648,7992703680,1,0
1096,True,3.46,2.8,1049.4,1929.7,1297.1763926512983,7992703680,1,0
1097,True,3.428,2.7,1053.1,1929.8,1301.183744994293,7992703680,1,0
1098,True,3.52,2.8,1056.8,1929.9,1305.1996453801726,7992703680,1,0
1099,True,3.576,2.7,1060.4,1930.0,1309.1041976023164,7992703680,1,0
1100,True,3.662,2.9,1063.9,1930.1,1312.9166868843715,7992703680,1,0
1101,True,3.66,2.7,1067.7,1930.2,1317.0381586744122,7992703680,1,0
1102,True,3.532,2.6,1070.8,1930.3,1320.3843577690732,7992703680,1,0
1103,True,3.644,2.0,1075.0,1930.4,1324.8054918500868,7992703680,1,0
1104,True,3.768,1.2,1079.2,1930.5,1329.1181986136157,7992703680,1,0
1105,True,3.824,1.3,1083.0,1930.5,1333.0238091879676,7992703680,1,0
1106,True,3.8200000000000003,1.3,1086.8,1930.5,1336.9294197623196,7992703680,1,0
1107,True,3.96,1.9,1090.6,1930.6,1340.9202697542971,7992703680,1,0
1108,True,3.96,2.6,1094.8,1930.7,1345.4451055711452,7992703680,1,0
1109,True,3.914,2.5,1098.8,1930.8,1349.7491091026677,7992703680,1,0
1110,True,3.882,2.6,1102.4,1930.9,1353.6251106676573,7992703680,1,0
1111,True,3.91,2.5,1106.4,1931.0,1357.9213182012659,7992703680,1,0
1112,True,3.982,2.4,1110.5,1931.1,1362.314728403116,7992703680,1,0
1113,True,4.004,2.4,1114.9,1931.2,1367.0243298105952,7992703680,1,0
1114,True,4.024,2.9,1118.9,1931.3,1371.3946064550366,7992703680,1,0
1115,True,4.128,3.0,1123.1,1931.4,1375.9862556112082,7992703680,1,0
1116,True,4.22,3.0,1127.5,1931.6,1380.8088969625348,7992703680,1,0
1117,True,4.2620000000000005,3.1,1131.8,1931.7,1385.5313700154934,7992703680,1,0
1118,True,4.118,2.4,1135.4,1931.8,1389.393422681617,7992703680,1,0
1119,True,4.088,3.2,1139.3,1931.9,1393.691588335987,7992703680,1,0
1120,True,4.146,3.1,1143.8,1932.0,1398.6337112983854,7992703680,1,0
1121,True,4.006,3.1,1147.5,1932.2,1402.697234623024,7992703680,1,0
1122,True,3.96,3.2,1151.6,1932.3,1407.2224082534215,7992703680,1,0
1123,True,4.016,2.8,1155.5,1932.4,1411.461468125529,7992703680,1,0
1124,True,3.984,2.4,1159.3,1932.5,1415.5236694280134,7992703680,1,0
1125,True,3.593,3.4,1161.8,1932.6,1418.3046732869566,7992703680,1,0
1126,True,3.366,2.8,1164.3,1932.6,1421.0226583604908,7992703680,1,0
1127,True,3.112,2.6,1167.1,1932.8,1424.0443742568382,7992703680,1,0
1128,True,2.886,2.4,1170.0,1932.8,1427.149003694346,7992703680,1,0
1129,True,2.81,0.7000000000000001,1173.3,1932.9,1430.4895883046704,7992703680,1,0
1130,True,3.001,0.7000000000000001,1176.8,1932.9,1434.0297834548717,7992703680,1,0
1131,True,3.2720000000000002,0.7000000000000001,1180.7,1932.9,1437.9745723365245,7992703680,1,0
1132,True,3.41,1.4,1184.2,1932.9,1441.5830138822496,7992703680,1,0
1133,True,3.5140000000000002,2.1,1187.5,1933.0,1445.074679653887,7992703680,1,0
1134,True,3.576,3.4,1191.2,1933.1,1449.1837764842678,7992703680,1,0
1135,True,3.646,3.3,1195.0,1933.2,1453.387301814726,7992703680,1,0
1136,True,3.646,3.3,1198.9,1933.4,1457.7047689691271,7992703680,1,0
1137,True,3.696,3.4,1202.7,1933.5,1461.9181372840378,7992703680,1,0
1138,True,3.762,2.8,1206.3,1933.6,1465.8254998216503,7992703680,1,0
1139,True,3.74,2.8,1209.9,1933.7,1469.7384781651347,7992703680,1,0
1140,True,3.676,3.5,1213.4,1933.8,1473.6318835676554,7992703680,1,0
1141,True,3.626,3.4,1217.0,1933.9,1477.6365291245338,7992703680,1,0
1142,True,3.622,3.5,1220.8,1934.1,1481.8672138009815,7992703680,1,0
1143,True,3.614,3.5,1224.4,1934.2,1485.87185935786,7992703680,1,0
1144,True,3.584,2.8,1227.8,1934.3,1489.5700693824415,7992703680,1,0
1145,True,3.614,2.8,1231.5,1934.4,1493.5917415688,7992703680,1,0
1146,True,3.59,2.8,1235.0,1934.5,1497.3905662581458,7992703680,1,0
1147,True,3.576,2.8,1238.7,1934.6,1501.4093951401992,7992703680,1,0
1148,True,3.582,2.7,1242.3,1934.7,1505.3030808091958,7992703680,1,0
1149,True,3.624,3.3,1245.9,1934.8,1509.2853679643667,7992703680,1,0
1150,True,3.7,3.3,1250.0,1934.9,1513.817303086593,7992703680,1,0
1151,True,3.784,3.2,1253.9,1935.1,1518.121736539898,7992703680,1,0
1152,True,3.794,3.2,1257.6,1935.2,1522.2054298161102,7992703680,1,0
1153,True,3.824,2.5,1261.4,1935.3,1526.289264846553,7992703680,1,0
1154,True,3.918,3.2,1265.5,1935.4,1530.8014257945626,7992703680,1,0
1155,True,3.9779999999999998,3.1,1269.9,1935.5,1535.6304654212636,7992703680,1,0
1156,True,3.91,3.0,1273.5,1935.7,1539.578864406599,7992703680,1,0
1157,True,4.022,3.7,1277.7,1935.8,1544.3027569111143,7992703680,1,0
1158,True,4.1,3.0,1281.9,1935.9,1548.9092223940056,7992703680,1,0
1159,True,4.07,3.2,1285.9,1936.1,1553.3144441984396,7992703680,1,0
1160,True,4.006,3.9,1289.9,1936.2,1557.829951729406,7992703680,1,0
1161,True,4.016,3.2,1293.5,1936.3,1561.8003635430105,7992703680,1,0
1162,True,3.946,3.2,1297.5,1936.5,1566.2151670848616,7992703680,1,0
1163,True,3.912,3.2,1301.5,1936.6,1570.6235421149847,7992703680,1,0
1164,True,3.9,3.2,1305.4,1936.7,1574.9279755682896,7992703680,1,0
1165,True,3.854,3.3,1309.2,1936.8,1579.1347384366802,7992703680,1,0
1166,True,3.89,3.3,1313.0,1937.0,1583.3415013050708,7992703680,1,0
1167,True,3.83,3.4,1316.6,1937.1,1587.333113392881,7992703680,1,0
1168,True,3.792,2.7,1320.5,1937.2,1591.5512728676274,7992703680,1,0
1169,True,3.7439999999999998,2.6,1324.1,1937.3,1595.439739731494,7992703680,1,0
1170,True,3.7720000000000002,2.0,1328.0,1937.4,1599.5594208098198,7992703680,1,0
1171,True,3.752,1.3,1331.8,1937.5,1603.4718674964172,7992703680,1,0
1172,True,3.7039999999999997,0.7000000000000001,1335.1,1937.5,1606.8072972652474,7992703680,1,0
1173,True,3.7039999999999997,1.3,1339.0,1937.5,1610.8227030751764,7992703680,1,0
1174,True,3.742,2.6,1342.8,1937.5,1614.9166021475626,7992703680,1,0
1175,True,3.7439999999999998,3.9,1346.7,1937.7,1619.3233892757664,7992703680,1,0
1176,True,3.782,5.0,1350.7,1937.9,1624.0564786993718,7992703680,1,0
1177,True,3.88,4.4,1354.5,1938.1,1628.4372513582618,7992703680,1,0
1178,True,3.932,4.6,1358.6,1938.3,1633.2058685609136,7992703680,1,0
1179,True,3.968,4.5,1362.6,1938.4,1637.8317913490198,7992703680,1,0
1180,True,3.814,4.0,1365.8,1938.6,1641.4617468186366,7992703680,1,0
1181,True,3.89,4.7,1370.1,1938.8,1646.4820660070275,7992703680,1,0
1182,True,3.834,4.5,1373.7,1938.9,1650.6453965163232,7992703680,1,0
1183,True,3.758,3.9,1377.4,1939.1,1654.8383674213392,7992703680,1,0
1184,True,3.7640000000000002,4.6,1381.4,1939.3,1659.484914333606,7992703680,1,0
1185,True,3.906,4.5,1385.3,1939.4,1663.9903891530923,7992703680,1,0
1186,True,3.75,4.7,1388.9,1939.6,1668.1827231215009,7992703680,1,0
