time,watts,moving,velocity_smooth,grade_smooth,cadence,distance,heartrate,altitude,grade_adjusted_distance,activity_id,label,mtb
519,98,True,1.984,13.5,58,948.5,134,180.0,1218.9443853051614,8739339537,1,1
520,99,True,1.978,15.1,58,950.4,133,180.2,1222.4720202571318,8739339537,1,1
521,93,True,1.978,15.0,58,952.4,133,180.6,1226.0185433970103,8739339537,1,1
522,84,True,1.982,13.4,58,954.4,133,180.8,1229.4515897863075,8739339537,1,1
523,91,True,1.994,13.4,60,956.4,133,181.2,1232.6552376283066,8739339537,1,1
524,97,True,1.99,13.3,59,958.4,133,181.4,1236.1787056137377,8739339537,1,1
525,100,True,1.988,11.9,58,960.4,133,181.6,1239.3652158843713,8739339537,1,1
526,103,True,1.988,13.9,60,962.4,133,181.8,1242.866085253067,8739339537,1,1
527,98,True,2.008,13.8,60,964.4,133,182.2,1246.3669546217627,8739339537,1,1
528,92,True,2.012,13.7,60,966.5,132,182.4,1250.0196041769595,8739339537,1,1
529,91,True,2.01,11.8,59,968.5,131,182.8,1253.1893129070388,8739339537,1,1
530,96,True,2.03,13.7,60,970.5,130,183.0,1256.6680267691308,8739339537,1,1
531,102,True,2.04,11.7,60,972.6,129,183.2,1259.9962209357143,8739339537,1,1
532,99,True,2.038,11.8,61,974.6,130,183.4,1263.1659296657936,8739339537,1,1
533,94,True,2.04,11.8,59,976.7,130,183.8,1266.5117654499588,8739339537,1,1
534,97,True,2.052,11.8,62,978.7,130,184.0,1269.681474180038,8739339537,1,1
535,92,True,2.04,11.8,59,980.7,130,184.2,1272.8679844506717,8739339537,1,1
536,99,True,2.034,11.7,60,982.7,130,184.4,1276.0212178837025,8739339537,1,1
537,95,True,2.03,9.6,60,984.8,130,184.6,1279.0241504047758,8739339537,1,1
538,100,True,2.034,11.4,58,986.8,129,185.0,1282.1298230746295,8739339537,1,1
539,96,True,2.054,11.4,62,989.0,128,185.2,1285.5631697875574,8739339537,1,1
540,88,True,2.086,9.5,62,991.2,128,185.2,1288.7090990953486,8739339537,1,1
541,89,True,2.108,9.8,61,993.3,127,185.6,1291.749387247974,8739339537,1,1
542,79,True,2.112,12.0,60,995.3,127,185.8,1294.9530350899731,8739339537,1,1
543,76,True,2.096,13.9,56,997.3,126,186.0,1298.4765030754043,8739339537,1,1
544,89,True,2.038,13.7,56,999.2,126,186.2,1301.7606422069298,8739339537,1,1
545,94,True,2.0,13.3,60,1001.2,126,186.4,1305.175421607109,8739339537,1,1
546,97,True,2.01,14.6,63,1003.3,127,187.0,1308.9917341249347,8739339537,1,1
547,94,True,2.046,16.0,66,1005.6,127,187.2,1313.4534172808262,8739339537,1,1
548,101,True,2.098,12.6,67,1007.8,127,187.4,1317.0804233304536,8739339537,1,1
549,98,True,2.188,13.0,67,1010.1,127,187.8,1320.9606937068133,8739339537,1,1
550,81,True,2.2439999999999998,13.6,59,1012.4,128,188.2,1324.9362305502386,8739339537,1,1
551,75,True,2.22,12.1,53,1014.4,128,188.4,1328.1573621771659,8739339537,1,1
552,67,True,2.152,13.6,52,1016.3,128,188.6,1331.436404016146,8739339537,1,1
553,66,True,2.064,12.1,54,1018.1,127,188.8,1334.3286399776068,8739339537,1,1
554,68,True,1.976,12.0,57,1020.0,127,189.0,1337.3674206697494,8739339537,1,1
555,68,True,1.9,11.7,59,1021.9,126,189.4,1340.3652097315232,8739339537,1,1
556,74,True,1.9060000000000001,13.4,61,1024.0,125,189.6,1343.972674835272,8739339537,1,1
557,80,True,1.948,11.2,63,1026.1,124,189.8,1347.2176071618655,8739339537,1,1
558,82,True,2.026,10.9,63,1028.3,124,190.0,1350.5844100852369,8739339537,1,1
559,92,True,2.086,10.6,63,1030.4,124,190.4,1353.7535146646971,8739339537,1,1
560,92,True,2.152,8.7,65,1032.6,124,190.6,1356.7943988130858,8739339537,1,1
561,94,True,2.196,6.8,70,1034.9,124,190.8,1359.7186875808807,8739339537,1,1
562,94,True,2.2560000000000002,8.4,71,1037.3,123,191.0,1362.9818911757434,8739339537,1,1
563,97,True,2.298,8.3,70,1039.7,123,191.0,1366.226071254947,8739339537,1,1
564,102,True,2.336,6.6,70,1042.1,123,191.2,1369.2497784137697,8739339537,1,1
565,96,True,2.378,9.9,71,1044.5,123,191.6,1372.729292544562,8739339537,1,1
566,116,True,2.408,9.7,58,1047.0,123,191.8,1376.3410905944106,8739339537,1,1
567,110,True,2.422,8.0,63,1049.4,123,191.8,1379.5490498997988,8739339537,1,1
568,113,True,2.436,8.0,63,1051.9,122,192.2,1382.8906741762446,8739339537,1,1
569,115,True,2.466,10.0,64,1054.4,122,192.4,1386.5254755732215,8739339537,1,1
570,114,True,2.4859999999999998,7.9,64,1057.0,122,192.6,1389.9890124945675,8739339537,1,1
571,125,True,2.5060000000000002,7.8,60,1059.5,122,192.8,1393.2973941008704,8739339537,1,1
572,133,True,2.5140000000000002,7.7,65,1062.0,121,193.0,1396.5951210052042,8739339537,1,1
573,122,True,2.556,7.5,67,1064.7,121,193.2,1400.1343032496768,8739339537,1,1
574,118,True,2.588,9.2,67,1067.4,122,193.4,1403.9352908121318,8739339537,1,1
575,119,True,2.634,9.1,70,1070.1,122,193.6,1407.7219779284794,8739339537,1,1
576,110,True,2.672,9.0,71,1072.9,123,194.0,1411.6343498324136,8739339537,1,1
577,109,True,2.7279999999999998,9.0,70,1075.7,124,194.2,1415.5467217363475,8739339537,1,1
578,101,True,2.754,10.8,70,1078.5,125,194.4,1419.8115330250496,8739339537,1,1
579,102,True,2.77,10.9,71,1081.2,125,194.6,1423.9240296248697,8739339537,1,1
580,106,True,2.7640000000000002,11.1,71,1083.9,126,195.2,1428.0758647407783,8739339537,1,1
581,104,True,2.76,11.2,68,1086.7,126,195.4,1432.3814715276465,8739339537,1,1
582,105,True,2.73,5.6,68,1089.3,126,195.6,1435.524813706606,8739339537,1,1
583,99,True,2.698,7.5,68,1092.0,125,195.8,1439.0639959510786,8739339537,1,1
584,113,True,2.68,7.5,69,1094.6,125,195.8,1442.4616319780835,8739339537,1,1
585,120,True,2.672,7.5,60,1097.3,124,196.2,1445.9899463138192,8739339537,1,1
586,113,True,2.66,7.5,67,1100.0,124,196.4,1449.518260649555,8739339537,1,1
587,110,True,2.672,7.5,68,1102.7,124,196.6,1453.046574985291,8739339537,1,1
588,123,True,2.678,7.4,68,1105.3,124,196.6,1456.4339394222827,8739339537,1,1
589,123,True,2.68,7.5,69,1108.0,125,197.0,1459.9622537580187,8739339537,1,1
590,123,True,2.688,7.5,69,1110.8,125,197.2,1463.6212464024854,8739339537,1,1
591,118,True,2.688,5.6,68,1113.4,126,197.4,1466.7645885814452,8739339537,1,1
592,104,True,2.66,5.7,67,1116.0,126,197.4,1469.9210485001206,8739339537,1,1
593,104,True,2.66,5.7,68,1118.7,126,197.6,1473.1989107233605,8739339537,1,1
594,107,True,2.648,5.7,66,1121.3,126,197.8,1476.355370642036,8739339537,1,1
595,104,True,2.628,5.7,68,1123.9,126,198.0,1479.5118305607116,8739339537,1,1
596,104,True,2.628,5.7,67,1126.5,125,198.0,1482.668290479387,8739339537,1,1
597,104,True,2.644,5.7,67,1129.2,125,198.2,1485.9537289012503,8739339537,1,1
598,103,True,2.634,7.7,67,1131.8,125,198.4,1489.3833648817574,8739339537,1,1
599,106,True,2.614,7.7,66,1134.3,125,198.6,1492.6917464880603,8739339537,1,1
600,107,True,2.604,7.8,66,1136.9,125,198.8,1496.1324633586153,8739339537,1,1
601,111,True,2.6,7.8,65,1139.5,125,199.0,1499.57318022917,8739339537,1,1
602,109,True,2.572,7.8,66,1142.1,125,199.2,1503.0138970997248,8739339537,1,1
603,114,True,2.55,7.9,65,1144.6,125,199.4,1506.3331423237214,8739339537,1,1
604,123,True,2.5620000000000003,7.9,65,1147.2,125,199.6,1509.7966792450677,8739339537,1,1
605,127,True,2.5620000000000003,5.9,67,1149.7,125,199.8,1512.8606462597181,8739339537,1,1
606,116,True,2.5300000000000002,6.0,65,1152.2,124,200.0,1515.9322033336641,8739339537,1,1
607,134,True,2.524,8.0,64,1154.7,125,200.0,1519.0037604076101,8739339537,1,1
608,130,True,2.524,8.0,64,1157.2,125,200.2,1522.3453846840562,8739339537,1,1
609,130,True,2.512,9.8,64,1159.7,125,200.4,1525.9698785702979,8739339537,1,1
610,116,True,2.498,8.3,58,1162.2,126,200.8,1529.3492328194682,8739339537,1,1
611,115,True,2.482,10.1,61,1164.6,126,201.0,1532.8665400013854,8739339537,1,1
612,119,True,2.444,8.5,56,1166.9,126,201.2,1536.0127940379027,8739339537,1,1
613,110,True,2.414,8.6,55,1169.3,127,201.2,1539.3070715378433,8739339537,1,1
614,111,True,2.384,10.4,55,1171.6,127,201.6,1542.731632349957,8739339537,1,1
615,106,True,2.342,13.8,58,1173.9,126,201.8,1546.7673172454154,8739339537,1,1
616,115,True,2.32,12.1,58,1176.2,126,202.0,1550.4629520850594,8739339537,1,1
617,117,True,2.31,12.1,58,1178.4,126,202.4,1553.997907149067,8739339537,1,1
618,114,True,2.316,13.7,60,1180.8,126,202.8,1558.1855916032835,8739339537,1,1
619,117,True,2.316,11.9,61,1183.2,126,203.0,1562.0064992549312,8739339537,1,1
620,125,True,2.316,10.3,59,1185.5,126,203.2,1565.402429392934,8739339537,1,1
621,110,True,2.328,10.2,60,1187.8,126,203.6,1568.7983595309368,8739339537,1,1
622,119,True,2.36,10.2,60,1190.2,126,203.8,1572.3286914366886,8739339537,1,1
623,121,True,2.336,10.2,60,1192.5,126,204.0,1575.6994441526926,8739339537,1,1
624,131,True,2.346,10.3,61,1194.9,127,204.2,1579.2430234271305,8739339537,1,1
625,144,True,2.362,10.3,60,1197.3,127,204.4,1582.786602701568,8739339537,1,1
626,152,True,2.362,10.4,60,1199.7,128,204.8,1586.3444871947972,8739339537,1,1
627,153,True,2.34,10.5,58,1201.9,128,205.0,1589.6201540585582,8739339537,1,1
628,150,True,2.34,8.8,59,1204.2,128,205.2,1592.8105985555153,8739339537,1,1
629,150,True,2.314,7.0,59,1206.5,128,205.4,1595.756037969876,8739339537,1,1
630,151,True,2.296,8.8,64,1208.8,128,205.6,1598.9351441250096,8739339537,1,1
631,151,True,2.276,8.9,66,1211.0,128,205.8,1601.9979126816072,8739339537,1,1
632,146,True,2.2720000000000002,9.0,64,1213.3,128,205.8,1605.2116467455528,8739339537,1,1
633,150,True,2.27,10.9,64,1215.6,129,206.2,1608.698582141735,8739339537,1,1
634,153,True,2.2439999999999998,12.8,64,1217.7,129,206.4,1612.2003405012706,8739339537,1,1
635,162,True,2.222,12.9,63,1219.9,130,206.6,1615.8901770393695,8739339537,1,1
636,176,True,2.206,12.8,64,1222.1,130,207.0,1619.5377457943146,8739339537,1,1
637,189,True,2.186,14.7,63,1224.2,131,207.2,1623.3540583121405,8739339537,1,1
638,200,True,2.168,12.8,64,1226.4,132,207.6,1627.0225670697491,8739339537,1,1
639,202,True,2.184,14.6,65,1228.7,132,207.8,1631.1768213309363,8739339537,1,1
640,187,True,2.184,12.6,58,1230.8,133,208.2,1634.6196859329814,8739339537,1,1
641,164,True,2.184,14.1,64,1233.0,134,208.4,1638.5240675398052,8739339537,1,1
642,158,True,2.192,12.0,65,1235.2,134,208.8,1642.0426557096546,8739339537,1,1
643,107,True,2.23,11.7,64,1237.6,134,209.0,1645.8293366297899,8739339537,1,1
644,102,True,2.266,9.6,73,1240.0,135,209.4,1649.2728717759107,8739339537,1,1
645,88,True,2.336,9.9,61,1242.5,135,209.6,1652.9076731728876,8739339537,1,1
646,62,True,2.402,9.4,65,1245.0,135,209.8,1656.468328561039,8739339537,1,1
647,42,True,2.502,12.8,69,1247.7,135,210.0,1660.9448902148358,8739339537,1,1
648,32,True,2.61,14.1,66,1250.6,135,210.4,1666.091575060194,8739339537,1,1
649,29,True,2.696,13.9,66,1253.5,135,211.0,1671.1800473196847,8739339537,1,1
650,35,True,2.768,10.3,66,1256.3,135,211.4,1675.314223139862,8739339537,1,1
651,36,True,2.848,6.8,66,1259.2,134,211.6,1678.9927817805687,8739339537,1,1
652,42,True,2.914,3.3,68,1262.3,133,211.6,1682.4239510853938,8739339537,1,1
653,38,True,2.94,3.2,68,1265.3,133,211.8,1685.7350537417822,8739339537,1,1
654,43,True,2.988,3.2,61,1268.4,132,211.8,1689.1503186362052,8739339537,1,1
655,43,True,3.056,1.6,65,1271.6,131,212.0,1692.46894521777,8739339537,1,1
656,46,True,3.13,1.6,64,1274.9,131,212.0,1695.889715289217,8739339537,1,1
657,50,True,3.16,0.0,64,1278.1,131,212.0,1699.0897152892169,8739339537,1,1
658,60,True,3.196,0.0,65,1281.3,131,212.0,1702.289715289217,8739339537,1,1
659,56,True,3.208,0.0,63,1284.4,131,212.0,1705.389715289217,8739339537,1,1
660,60,True,3.188,0.0,64,1287.6,131,212.0,1708.5897152892169,8739339537,1,1
661,59,True,3.188,0.0,66,1290.8,131,212.0,1711.789715289217,8739339537,1,1
662,45,True,3.218,1.5,67,1294.2,129,212.0,1715.3022651365193,8739339537,1,1
663,19,True,3.2640000000000002,1.4,54,1297.6,128,212.0,1718.8106092900848,8739339537,1,1
664,7,True,3.366,1.4,36,1301.3,127,212.2,1722.627409314411,8739339537,1,1
665,2,True,3.474,1.4,36,1304.9,126,212.2,1726.3399935311534,8739339537,1,1
666,1,True,3.516,0.0,39,1308.4,126,212.2,1729.8399935311534,8739339537,1,1
667,8,True,3.542,0.0,39,1311.9,125,212.2,1733.3399935311534,8739339537,1,1
668,8,True,3.528,0.0,61,1315.3,125,212.2,1736.7399935311532,8739339537,1,1
669,10,True,3.444,0.0,66,1318.5,124,212.2,1739.9399935311533,8739339537,1,1
670,53,True,3.386,0.0,67,1321.9,123,212.2,1743.3399935311534,8739339537,1,1
671,50,True,3.368,0.0,67,1325.2,122,212.2,1746.6399935311533,8739339537,1,1
672,52,True,3.342,0.0,67,1328.6,121,212.2,1750.0399935311532,8739339537,1,1
673,63,True,3.342,0.0,67,1332.0,120,212.2,1753.4399935311533,8739339537,1,1
674,71,True,3.37,0.0,67,1335.3,120,212.2,1756.7399935311532,8739339537,1,1
675,77,True,3.37,0.0,68,1338.7,120,212.2,1760.1399935311533,8739339537,1,1
676,86,True,3.362,0.0,68,1342.1,121,212.2,1763.5399935311532,8739339537,1,1
677,99,True,3.364,0.0,68,1345.4,120,212.2,1766.8399935311534,8739339537,1,1
678,108,True,3.36,0.0,67,1348.8,120,212.2,1770.2399935311532,8739339537,1,1
679,143,True,3.282,0.0,58,1351.8,120,212.2,1773.2399935311532,8739339537,1,1
680,153,True,3.278,0.0,70,1355.1,119,212.2,1776.5399935311532,8739339537,1,1
681,177,True,3.238,0.0,70,1358.2,119,212.2,1779.6399935311533,8739339537,1,1
682,200,True,3.098,0.0,60,1360.9,119,212.2,1782.3399935311534,8739339537,1,1
683,181,True,2.936,1.9,60,1363.4,120,212.2,1784.964384889533,8739339537,1,1
684,174,True,2.856,1.9,60,1366.0,120,212.2,1787.69195843872,8739339537,1,1
685,145,True,2.738,3.7,63,1368.8,120,212.4,1790.8315410461769,8739339537,1,1
686,116,True,2.666,5.4,64,1371.6,121,212.4,1794.1964517731167,8739339537,1,1
687,110,True,2.686,5.5,64,1374.3,121,212.6,1797.4411871169516,8739339537,1,1
688,112,True,2.7199999999999998,9.1,63,1377.0,121,212.8,1801.2278742332994,8739339537,1,1
689,110,True,2.748,8.9,63,1379.8,121,213.0,1805.1259433053326,8739339537,1,1
690,118,True,2.7640000000000002,8.8,66,1382.6,121,213.4,1809.0099626929325,8739339537,1,1
691,125,True,2.79,8.8,65,1385.5,120,213.6,1813.018400888536,8739339537,1,1
692,129,True,2.8040000000000003,8.8,62,1388.3,120,213.8,1816.8886170773944,8739339537,1,1
693,136,True,2.826,8.8,62,1391.2,120,214.0,1820.911351443123,8739339537,1,1
694,132,True,2.848,8.9,58,1394.0,120,214.4,1824.795370830723,8739339537,1,1
695,131,True,2.842,8.9,63,1396.8,120,214.6,1828.6934399027562,8739339537,1,1
696,135,True,2.822,7.2,64,1399.6,120,214.8,1832.3093815587274,8739339537,1,1
697,139,True,2.808,7.4,62,1402.4,120,215.0,1835.9464537457495,8739339537,1,1
698,144,True,2.778,7.5,59,1405.1,121,215.2,1839.474768081485,8739339537,1,1
699,157,True,2.734,7.6,60,1407.7,121,215.4,1842.893534236517,8739339537,1,1
700,164,True,2.702,7.5,60,1410.3,121,215.6,1846.3016356571202,8739339537,1,1
701,159,True,2.658,9.3,61,1412.9,121,215.8,1849.9901596967475,8739339537,1,1
702,144,True,2.664,9.3,62,1415.7,121,216.0,1853.9470292999276,8739339537,1,1
703,139,True,2.664,7.4,62,1418.4,121,216.4,1857.4542060516987,8739339537,1,1
704,150,True,2.676,9.3,61,1421.1,121,216.6,1861.2697588833366,8739339537,1,1
705,150,True,2.686,7.5,62,1423.8,122,216.6,1864.7980732190726,8739339537,1,1
706,138,True,2.71,7.5,61,1426.5,122,217.0,1868.3372554635453,8739339537,1,1
707,125,True,2.672,9.4,60,1429.1,123,217.2,1872.0403370672227,8739339537,1,1
708,116,True,2.666,9.3,62,1431.7,124,217.4,1875.72886110685,8739339537,1,1
709,101,True,2.676,9.2,62,1434.4,124,217.6,1879.544413938488,8739339537,1,1
710,107,True,2.686,9.1,64,1437.2,125,218.0,1883.4713487258116,8739339537,1,1
711,122,True,2.696,9.1,63,1439.9,126,218.2,1887.2580358421594,8739339537,1,1
712,105,True,2.7279999999999998,7.2,63,1442.7,126,218.4,1890.8739774981307,8739339537,1,1
713,78,True,2.748,7.1,62,1445.4,127,218.6,1894.331667245424,8739339537,1,1
714,81,True,2.7720000000000002,7.0,65,1448.3,127,218.8,1898.0364381587042,8739339537,1,1
715,94,True,2.814,6.8,66,1451.3,126,219.0,1901.850727855828,8739339537,1,1
716,84,True,2.85,6.6,67,1454.2,125,219.2,1905.5125397668348,8739339537,1,1
717,80,True,2.886,8.2,68,1457.1,125,219.4,1909.42137994578,8739339537,1,1
718,76,True,2.98,7.9,72,1460.3,124,219.6,1913.6870645391239,8739339537,1,1
719,75,True,3.042,7.7,65,1463.5,124,220.0,1917.9081549766713,8739339537,1,1
720,71,True,3.114,7.6,67,1466.8,124,220.2,1922.2392058043358,8739339537,1,1
721,62,True,3.186,4.5,67,1470.1,124,220.4,1926.0590166378745,8739339537,1,1
722,63,True,3.276,4.6,68,1473.5,124,220.6,1930.0046632703818,8739339537,1,1
723,72,True,3.296,4.7,66,1476.8,124,220.6,1933.8452193248115,8739339537,1,1
724,87,True,3.282,3.2,63,1479.9,124,220.8,1937.2635633130883,8739339537,1,1
725,93,True,3.236,4.9,63,1483.0,124,221.0,1940.9104369890053,8739339537,1,1
726,87,True,3.178,3.3,61,1486.0,124,221.0,1944.2341555996597,8739339537,1,1
727,83,True,3.104,1.7000000000000002,61,1489.0,124,221.2,1947.3609075585628,8739339537,1,1
728,77,True,3.022,3.4,60,1491.9,123,221.2,1950.5835293462,8739339537,1,1
729,84,True,2.9859999999999998,1.7000000000000002,60,1494.8,122,221.2,1953.6110721326413,8739339537,1,1
730,99,True,2.936,1.8,57,1497.7,122,221.4,1956.6403455487743,8739339537,1,1
731,106,True,2.902,3.6,57,1500.5,120,221.4,1959.7720792654834,8739339537,1,1
732,104,True,2.856,3.7,56,1503.3,119,221.4,1962.919932366693,8739339537,1,1
733,95,True,2.798,3.9,49,1505.9,117,221.6,1965.863455781485,8739339537,1,1
734,105,True,2.7039999999999997,5.0,49,1508.4,117,221.8,1968.8141625452593,8739339537,1,1
735,114,True,2.61,5.1,46,1510.7,118,221.8,1971.5427414724486,8739339537,1,1
736,112,True,2.496,5.1,46,1513.0,119,222.0,1974.271320399638,8739339537,1,1
737,100,True,2.398,6.7,46,1515.3,120,222.0,1977.1821011914747,8739339537,1,1
738,82,True,2.342,4.9,47,1517.6,121,222.2,1979.8835021586306,8739339537,1,1
739,64,True,2.348,6.0,50,1520.1,121,222.4,1982.9550592325766,8739339537,1,1
740,54,True,2.376,5.6,51,1522.6,121,222.6,1985.9775036354224,8739339537,1,1
741,52,True,2.462,5.4,48,1525.3,120,222.6,1989.2159717318023,8739339537,1,1
742,28,True,2.592,5.0,58,1528.3,119,222.8,1992.7568198483311,8739339537,1,1
743,30,True,2.7119999999999997,7.5,58,1531.2,118,223.0,1996.5534682349994,8739339537,1,1
744,14,True,2.894,6.9,48,1534.6,118,223.2,2000.8948941820677,8739339537,1,1
745,2,True,3.198,6.5,29,1538.6,118,223.6,2005.901706737748,8739339537,1,1
746,0,True,3.478,5.0,29,1542.7,117,223.8,2010.740865830338,8739339537,1,1
747,0,True,3.678,2.6,29,1546.7,116,224.0,2015.0585420815135,8739339537,1,1
748,0,True,3.878,1.4,0,1550.6,116,224.0,2019.0771607022543,8739339537,1,1
749,0,True,3.872,0.0,0,1553.9,115,224.0,2022.3771607022545,8739339537,1,1
750,3,True,3.7359999999999998,0.0,0,1557.3,113,224.0,2025.7771607022544,8739339537,1,1
751,25,True,3.56,0.0,47,1560.5,112,224.0,2028.9771607022544,8739339537,1,1
752,33,True,3.436,0.0,55,1563.8,112,224.0,2032.2771607022544,8739339537,1,1
753,53,True,3.324,0.0,57,1567.2,113,224.0,2035.6771607022545,8739339537,1,1
754,52,True,3.332,0.0,59,1570.6,112,224.0,2039.0771607022543,8739339537,1,1
755,54,True,3.362,0.0,61,1574.1,112,224.0,2042.5771607022543,8739339537,1,1
756,65,True,3.418,0.0,61,1577.6,113,224.0,2046.0771607022543,8739339537,1,1
757,56,True,3.4859999999999998,0.0,62,1581.3,112,224.0,2049.777160702254,8739339537,1,1
758,56,True,3.52,0.0,62,1584.8,112,224.0,2053.277160702254,8739339537,1,1
759,73,True,3.536,0.0,61,1588.3,111,224.0,2056.777160702254,8739339537,1,1
760,67,True,3.526,0.0,62,1591.7,111,224.0,2060.1771607022542,8739339537,1,1
761,71,True,3.518,0.0,60,1595.2,110,224.0,2063.6771607022542,8739339537,1,1
762,76,True,3.476,0.0,59,1598.6,110,224.0,2067.0771607022543,8739339537,1,1
763,75,True,3.424,0.0,54,1601.9,110,224.0,2070.3771607022545,8739339537,1,1
764,73,True,3.384,0.0,56,1605.2,111,224.0,2073.6771607022547,8739339537,1,1
765,70,True,3.346,0.0,56,1608.5,111,224.0,2076.977160702255,8739339537,1,1
766,67,True,3.308,0.0,58,1611.7,111,224.0,2080.1771607022547,8739339537,1,1
767,59,True,3.33,1.4,61,1615.3,112,224.0,2083.891878041324,8739339537,1,1
768,48,True,3.382,1.4,61,1618.8,112,224.0,2087.4983306496815,8739339537,1,1
769,36,True,3.474,2.7,55,1622.6,113,224.2,2091.613989812757,8739339537,1,1
770,16,True,3.564,2.6,62,1626.3,113,224.2,2095.6078403450947,8739339537,1,1
771,0,True,3.672,1.2,62,1630.1,113,224.4,2099.508931927767,8739339537,1,1
772,0,True,3.762,1.2,62,1634.1,114,224.4,2103.6058525781664,8739339537,1,1
773,0,True,3.9619999999999997,0.0,0,1638.7,113,224.4,2108.2058525781667,8739339537,1,1
774,0,True,4.184,0.0,0,1643.5,113,224.4,2113.005852578167,8739339537,1,1
775,0,True,4.426,0.0,0,1648.4,112,224.4,2117.905852578167,8739339537,1,1
776,0,True,4.708,0.0,0,1653.6,111,224.4,2123.105852578167,8739339537,1,1
777,0,True,5.052,0.0,0,1659.4,109,224.4,2128.905852578167,8739339537,1,1
778,0,True,5.326,0.0,0,1665.3,109,224.4,2134.805852578167,8739339537,1,1
779,0,True,5.558,-0.8,0,1671.3,109,224.4,2140.737209647071,8739339537,1,1
780,0,True,5.774,-1.7000000000000002,0,1677.3,110,224.4,2146.55687070397,8739339537,1,1
781,0,True,5.93,-2.5,0,1683.3,110,224.2,2152.2370363362356,8739339537,1,1
782,0,True,5.984,-3.4,0,1689.3,110,224.0,2157.80838996113,8739339537,1,1
783,0,True,5.948,-4.4,0,1695.0,109,223.8,2163.0050047491804,8739339537,1,1
784,0,True,5.892,-4.6,0,1700.7,107,223.6,2168.184861494256,8739339537,1,1
785,0,True,5.718,-5.9,0,1705.9,105,223.2,2172.823879011876,8739339537,1,1
