time,watts,moving,velocity_smooth,grade_smooth,cadence,distance,altitude,grade_adjusted_distance,activity_id,label,mtb
232,127.0,True,1.6179999999999999,3.6,57,419.0,160.6,665.8966465582297,8733945617,1,1
233,118.0,True,1.6440000000000001,7.2,54,420.6,160.6,667.9628989330705,8733945617,1,1
234,100.0,True,1.65,9.2,49,422.2,160.6,670.2153360071178,8733945617,1,1
235,93.0,True,1.63,11.3,49,423.7,160.8,672.5445905095081,8733945617,1,1
236,93.0,True,1.588,13.6,51,425.2,161.0,675.1373319291334,8733945617,1,1
237,87.0,True,1.552,17.9,49,426.7,161.4,678.3045493927931,8733945617,1,1
238,83.0,True,1.508,18.4,42,428.1,161.6,681.3072547273905,8733945617,1,1
239,73.0,True,1.482,24.6,44,429.6,161.8,685.3328006489614,8733945617,1,1
240,65.0,True,1.432,30.7,33,430.9,162.0,689.4979610249425,8733945617,1,1
241,39.0,True,1.404,34.8,15,432.2,162.4,694.0791323594954,8733945617,1,1
242,11.0,True,1.358,40.9,15,433.5,162.6,699.2624347178873,8733945617,1,1
243,0.0,False,1.07,43.0,15,433.5,163.0,699.2624347178873,8733945617,1,1
244,0.0,False,0.784,43.0,0,433.5,163.2,699.2624347178873,8733945617,1,1
245,0.0,False,0.522,43.0,0,433.5,163.6,699.2624347178873,8733945617,1,1
246,0.0,False,0.26,42.9,0,433.5,163.8,699.2624347178873,8733945617,1,1
247,0.0,False,0.0,0.0,0,433.5,164.0,699.2624347178873,8733945617,1,1
248,0.0,False,0.0,0.0,0,433.5,164.2,699.2624347178873,8733945617,1,1
249,0.0,False,0.0,0.0,0,433.5,164.4,699.2624347178873,8733945617,1,1
250,0.0,False,0.0,0.0,0,433.5,164.8,699.2624347178873,8733945617,1,1
251,0.0,False,0.0,0.0,0,433.5,164.8,699.2624347178873,8733945617,1,1
252,0.0,False,0.0,0.0,0,433.5,165.0,699.2624347178873,8733945617,1,1
253,0.0,False,0.0,30.1,0,433.5,165.0,699.2624347178873,8733945617,1,1
254,0.0,False,0.0,27.4,0,433.5,165.0,699.2624347178873,8733945617,1,1
255,0.0,False,0.0,23.0,0,433.5,165.0,699.2624347178873,8733945617,1,1
256,0.0,False,0.0,20.4,0,433.5,165.0,699.2624347178873,8733945617,1,1
257,0.0,False,0.004,15.3,0,433.5,165.0,699.2624347178873,8733945617,1,1
258,0.0,False,0.004,10.2,0,433.5,165.0,699.2624347178873,8733945617,1,1
259,0.0,False,0.004,6.8,0,433.5,165.0,699.2624347178873,8733945617,1,1
260,0.0,False,0.004,1.7000000000000002,0,433.5,165.0,699.2624347178873,8733945617,1,1
261,23.0,False,0.004,0.0,0,433.5,165.0,699.2624347178873,8733945617,1,1
262,68.0,False,0.0,0.0,32,433.5,165.0,699.2624347178873,8733945617,1,1
263,83.0,True,0.20600000000000002,0.0,42,434.5,165.0,700.2624347178873,8733945617,1,1
264,100.0,True,0.41200000000000003,0.0,50,435.6,165.0,701.3624347178874,8733945617,1,1
265,119.0,True,0.7020000000000001,0.0,50,437.0,165.0,702.7624347178873,8733945617,1,1
266,122.0,True,1.014,0.0,54,438.6,165.0,704.3624347178874,8733945617,1,1
267,117.0,True,1.34,1.7000000000000002,55,440.2,165.0,706.0337579819607,8733945617,1,1
268,115.0,True,1.46,3.4,55,441.9,165.0,707.8258725137141,8733945617,1,1
269,122.0,True,1.5819999999999999,3.9,56,443.5,165.0,709.6372715382015,8733945617,1,1
270,115.0,True,1.6440000000000001,5.8,60,445.3,165.0,711.8275638194438,8733945617,1,1
271,117.0,True,1.6840000000000002,7.5,60,447.0,165.2,714.0559378252227,8733945617,1,1
272,125.0,True,1.712,9.2,60,448.8,165.4,716.5996397129815,8733945617,1,1
273,134.0,True,1.748,10.9,63,450.6,165.6,719.3413041128614,8733945617,1,1
274,135.0,True,1.796,10.6,63,452.5,165.8,722.1955965570739,8733945617,1,1
275,138.0,True,1.816,12.2,65,454.3,166.0,725.1014565023673,8733945617,1,1
276,134.0,True,1.8519999999999999,12.0,68,456.3,166.2,728.3150520151014,8733945617,1,1
277,144.0,True,1.9060000000000001,11.9,52,458.3,166.4,731.4991417248077,8733945617,1,1
278,155.0,True,1.932,11.7,53,460.3,166.8,734.7027895668067,8733945617,1,1
279,150.0,True,1.952,11.8,59,462.2,167.0,737.7299743239086,8733945617,1,1
280,147.0,True,1.988,9.8,60,464.3,167.2,740.7702624765342,8733945617,1,1
281,167.0,True,2.012,9.7,61,466.3,167.4,743.6536858016947,8733945617,1,1
282,176.0,True,2.026,13.6,59,468.4,167.6,747.3063353568914,8733945617,1,1
283,188.0,True,2.05,13.8,58,470.5,167.8,750.9589849120882,8733945617,1,1
284,179.0,True,2.056,14.0,60,472.5,168.0,754.4598542807838,8733945617,1,1
285,175.0,True,2.052,14.1,58,474.5,168.6,757.9833222662149,8733945617,1,1
286,168.0,True,2.028,13.5,54,476.5,168.8,761.5298454060934,8733945617,1,1
287,165.0,True,2.004,13.6,50,478.5,169.0,764.9814683944936,8733945617,1,1
288,162.0,True,1.99,10.3,56,480.5,169.2,767.9463721388512,8733945617,1,1
289,158.0,True,1.97,10.4,57,482.4,169.4,770.7753571575538,8733945617,1,1
290,160.0,True,1.948,12.2,54,484.3,169.6,773.8426537664747,8733945617,1,1
291,140.0,True,1.932,12.3,51,486.1,169.8,776.7623767128612,8733945617,1,1
292,125.0,True,1.916,12.3,57,488.0,170.0,779.8602165681795,8733945617,1,1
293,118.0,True,1.9060000000000001,12.4,57,490.0,170.4,783.1211006264093,8733945617,1,1
294,113.0,True,1.9020000000000001,16.1,54,491.9,170.6,786.8068388856237,8733945617,1,1
295,116.0,True,1.892,16.2,55,493.7,170.8,790.2985909206691,8733945617,1,1
296,111.0,True,1.8900000000000001,14.5,51,495.6,171.0,793.7303661799108,8733945617,1,1
297,105.0,True,1.8599999999999999,14.6,52,497.3,171.6,796.8197620276745,8733945617,1,1
298,100.0,True,1.8399999999999999,14.6,55,499.2,171.8,800.2515372869161,8733945617,1,1
299,97.0,True,1.83,14.7,55,501.0,172.0,803.5226623021954,8733945617,1,1
300,105.0,True,1.82,11.0,55,502.8,172.2,806.2773192394992,8733945617,1,1
301,101.0,True,1.818,11.0,54,504.7,172.4,809.1989809877311,8733945617,1,1
302,99.0,True,1.828,11.1,53,506.5,172.6,811.9668710650036,8733945617,1,1
303,106.0,True,1.812,9.3,53,508.2,172.8,814.3692561812202,8733945617,1,1
304,83.0,True,1.806,11.4,56,510.0,173.0,817.1783580372521,8733945617,1,1
305,84.0,True,1.798,11.5,48,511.8,173.2,820.0017255090086,8733945617,1,1
306,80.0,True,1.782,11.4,51,513.6,173.2,822.7968309118769,8733945617,1,1
307,84.0,True,1.74,13.4,52,515.2,173.6,825.5286544320204,8733945617,1,1
308,86.0,True,1.736,13.3,55,516.9,173.8,828.4312169221727,8733945617,1,1
309,74.0,True,1.742,15.1,53,518.8,174.0,831.9535486185541,8733945617,1,1
310,93.0,True,1.74,12.9,53,520.5,174.4,834.8047859434488,8733945617,1,1
311,85.0,True,1.75,12.6,56,522.3,174.6,837.7723363476894,8733945617,1,1
312,90.0,True,1.802,14.4,56,524.2,174.8,841.2041116069312,8733945617,1,1
313,88.0,True,1.826,10.7,57,526.0,175.0,843.920486960754,8733945617,1,1
314,84.0,True,1.846,10.8,57,528.0,175.2,846.9526046965648,8733945617,1,1
315,82.0,True,1.8639999999999999,11.0,54,529.8,175.6,849.7072616338685,8733945617,1,1
316,82.0,True,1.874,11.1,52,531.7,175.6,852.6289233821007,8733945617,1,1
317,77.0,True,1.8439999999999999,11.4,52,533.4,175.8,855.2819640239085,8733945617,1,1
318,76.0,True,1.812,9.8,51,535.1,176.0,857.7328738502949,8733945617,1,1
319,74.0,True,1.766,10.3,48,536.8,176.2,860.455974515994,8733945617,1,1
320,72.0,True,1.728,10.4,48,538.5,176.4,862.9761426986979,8733945617,1,1
321,77.0,True,1.674,10.3,48,540.1,176.6,865.3385288816564,8733945617,1,1
322,80.0,True,1.65,10.2,48,541.7,176.8,867.674861906199,8733945617,1,1
323,81.0,True,1.642,9.9,51,543.3,176.8,870.001134800264,8733945617,1,1
324,76.0,True,1.6320000000000001,9.7,54,545.0,177.0,872.4520446266505,8733945617,1,1
325,84.0,True,1.662,7.6,55,546.8,177.2,874.8188827339801,8733945617,1,1
326,81.0,True,1.712,9.4,53,548.6,177.4,877.3724762998759,8733945617,1,1
327,79.0,True,1.75,9.3,53,550.4,177.6,879.9260698657714,8733945617,1,1
328,77.0,True,1.774,7.5,54,552.2,177.6,882.2782794229288,8733945617,1,1
329,74.0,True,1.794,7.5,52,554.0,177.8,884.637734252577,8733945617,1,1
330,79.0,True,1.786,7.5,52,555.7,178.0,886.8661082583561,8733945617,1,1
331,81.0,True,1.77,9.4,53,557.5,178.0,889.4297801378251,8733945617,1,1
332,78.0,True,1.766,9.3,53,559.2,178.2,891.8415073945043,8733945617,1,1
333,75.0,True,1.764,9.2,54,561.0,178.4,894.3754991028076,8733945617,1,1
334,74.0,True,1.78,9.1,56,562.8,178.6,896.9094908111108,8733945617,1,1
335,71.0,True,1.802,9.1,57,564.7,178.8,899.5643146030661,8733945617,1,1
336,70.0,True,1.832,7.2,54,566.6,179.0,902.0110120453505,8733945617,1,1
337,66.0,True,1.8359999999999999,5.3,55,568.4,179.0,904.1618562957979,8733945617,1,1
338,63.0,True,1.85,7.1,55,570.3,179.2,906.6085537380823,8733945617,1,1
339,64.0,True,1.8599999999999999,5.4,58,572.2,179.2,908.8831442016788,8733945617,1,1
340,62.0,True,1.8719999999999999,7.2,57,574.1,179.2,911.3298416439632,8733945617,1,1
341,62.0,True,1.858,10.7,54,575.9,179.6,914.0512022936038,8733945617,1,1
342,53.0,True,1.8679999999999999,8.9,55,577.8,179.6,916.6963205924835,8733945617,1,1
343,61.0,True,1.8679999999999999,10.7,54,579.6,179.8,919.4126959463066,8733945617,1,1
344,74.0,False,1.49,10.7,56,579.6,180.0,919.4126959463066,8733945617,1,1
345,66.0,False,1.102,9.0,56,579.6,180.2,919.4126959463066,8733945617,1,1
346,68.0,True,1.106,10.6,57,581.5,180.2,922.2669883905191,8733945617,1,1
347,59.0,True,1.1219999999999999,8.7,58,583.4,180.4,924.8932065186731,8733945617,1,1
348,66.0,True,1.138,5.2,55,585.3,180.4,927.1593618972357,8733945617,1,1
349,66.0,True,1.5,6.9,59,587.1,180.6,929.4588748778926,8733945617,1,1
350,71.0,True,1.896,5.2,59,589.1,180.8,931.835728728977,8733945617,1,1
351,81.0,True,1.916,8.5,59,591.0,180.8,934.4348081504477,8733945617,1,1
352,74.0,True,1.924,6.8,59,593.0,181.0,936.9717451440386,8733945617,1,1
353,70.0,True,1.936,6.8,60,595.0,181.0,939.514604942121,8733945617,1,1
354,68.0,True,1.978,8.6,59,597.0,181.4,942.2504780173533,8733945617,1,1
355,72.0,True,1.964,6.9,57,598.9,181.4,944.6719185012514,8733945617,1,1
356,76.0,True,1.948,8.6,58,600.8,181.6,947.2798881887045,8733945617,1,1
357,81.0,True,1.9420000000000002,7.0,57,602.7,181.8,949.7071518905091,8733945617,1,1
358,75.0,True,1.928,6.9,60,604.6,181.8,952.1285923744072,8733945617,1,1
359,81.0,True,1.916,6.9,55,606.6,182.0,954.6774770943,8733945617,1,1
360,73.0,True,1.916,6.8,60,608.5,182.2,957.0875672382112,8733945617,1,1
361,76.0,True,1.944,6.7,58,610.5,182.2,959.6186809702432,8733945617,1,1
362,68.0,True,1.948,6.7,61,612.4,182.4,962.0287711141544,8733945617,1,1
363,73.0,True,1.984,6.7,60,614.5,182.6,964.6804280152284,8733945617,1,1
364,81.0,True,1.984,8.3,58,616.5,182.6,967.3446871854946,8733945617,1,1
365,79.0,True,1.99,6.0,60,618.4,182.8,969.6790705616936,8733945617,1,1
366,78.0,True,1.992,8.0,62,620.5,183.0,972.4860349539082,8733945617,1,1
367,76.0,True,2.012,7.9,60,622.5,183.2,975.1502941241745,8733945617,1,1
368,80.0,True,2.0,5.9,60,624.5,183.2,977.6014677358949,8733945617,1,1
369,81.0,True,2.0,5.9,59,626.5,183.4,980.0466883599324,8733945617,1,1
370,82.0,True,2.016,5.9,63,628.5,183.6,982.49190898397,8733945617,1,1
371,86.0,True,2.036,5.8,63,630.6,183.6,985.0532613737362,8733945617,1,1
372,92.0,True,2.036,3.9,62,632.7,183.8,987.4272796047751,8733945617,1,1
373,87.0,True,2.042,5.9,62,634.7,183.8,989.8725002288127,8733945617,1,1
374,92.0,True,2.062,5.9,60,636.8,184.0,992.446232521119,8733945617,1,1
375,90.0,True,2.056,6.0,62,638.8,184.0,994.8974061328394,8733945617,1,1
376,86.0,True,2.042,6.1,60,640.8,184.2,997.3608465070575,8733945617,1,1
377,88.0,True,2.026,8.5,58,642.8,184.4,1000.0883108212611,8733945617,1,1
378,89.0,True,2.002,8.5,59,644.8,184.4,1002.8241838964934,8733945617,1,1
379,88.0,True,1.978,8.6,57,646.7,184.6,1005.4321535839467,8733945617,1,1
380,96.0,True,1.964,8.8,58,648.6,185.0,1008.0583717121007,8733945617,1,1
381,89.0,True,1.9380000000000002,10.7,57,650.5,185.0,1010.9256568078026,8733945617,1,1
382,89.0,True,1.924,10.8,54,652.4,185.2,1013.8061686568228,8733945617,1,1
383,87.0,True,1.888,7.2,53,654.2,185.4,1016.1307025785187,8733945617,1,1
384,87.0,True,1.854,9.2,53,656.0,185.6,1018.6646942868219,8733945617,1,1
385,85.0,True,1.8359999999999999,11.1,55,657.8,185.8,1021.4325843640943,8733945617,1,1
386,88.0,True,1.822,9.1,55,659.7,185.8,1024.1073533895258,8733945617,1,1
387,97.0,True,1.8,9.1,54,661.4,186.0,1026.500567780701,8733945617,1,1
388,90.0,True,1.806,9.1,57,663.2,186.4,1029.0345594890043,8733945617,1,1
389,86.0,True,1.834,11.0,54,665.1,186.4,1031.9562212372362,8733945617,1,1
390,89.0,True,1.824,10.9,50,666.9,186.6,1034.697885637116,8733945617,1,1
391,95.0,True,1.814,9.0,49,668.7,186.8,1037.2129818610738,8733945617,1,1
392,82.0,True,1.82,10.9,57,670.5,187.0,1039.9546462609537,8733945617,1,1
393,91.0,True,1.8439999999999999,12.7,52,672.4,187.2,1043.087060576541,8733945617,1,1
394,91.0,True,1.83,10.8,55,674.3,187.4,1045.954345672243,8733945617,1,1
395,91.0,True,1.842,10.8,54,676.1,187.6,1048.670721026066,8733945617,1,1
396,96.0,False,1.48,10.9,55,676.1,187.8,1048.670721026066,8733945617,1,1
397,96.0,True,1.486,10.9,55,678.0,188.0,1051.5647001148282,8733945617,1,1
398,95.0,True,1.486,11.0,52,679.9,188.0,1054.4586792035902,8733945617,1,1
399,89.0,True,1.48,9.1,54,681.7,188.2,1056.9831372811555,8733945617,1,1
400,89.0,True,1.474,9.2,49,683.5,188.4,1059.5268391689142,8733945617,1,1
401,95.0,True,1.826,9.3,53,685.3,188.6,1062.0804327348098,8733945617,1,1
402,99.0,True,1.82,9.3,53,687.1,188.8,1064.6340263007055,8733945617,1,1
403,107.0,True,1.792,9.4,53,688.8,189.0,1067.0457535573846,8733945617,1,1
404,99.0,True,1.786,9.3,51,690.6,189.0,1069.5993471232803,8733945617,1,1
405,105.0,True,1.78,9.4,53,692.4,189.2,1072.1630190027493,8733945617,1,1
406,107.0,True,1.786,9.4,51,694.2,189.4,1074.716612568645,8733945617,1,1
407,100.0,True,1.78,9.4,52,696.0,189.6,1077.2702061345406,8733945617,1,1
408,99.0,True,1.778,9.4,53,697.7,189.8,1079.68193339122,8733945617,1,1
409,111.0,True,1.774,9.3,54,699.5,190.0,1082.2256352789786,8733945617,1,1
410,123.0,True,1.772,11.0,55,701.3,190.0,1084.9802922162824,8733945617,1,1
411,127.0,True,1.776,12.6,57,703.1,190.2,1087.947842620523,8733945617,1,1
412,134.0,True,1.802,12.5,58,705.0,190.4,1091.0628153557068,8733945617,1,1
413,136.0,True,1.838,15.9,57,706.9,190.8,1094.724768161619,8733945617,1,1
414,141.0,True,1.8639999999999999,13.9,57,708.8,191.2,1098.0585948143887,8733945617,1,1
415,155.0,True,1.892,13.7,57,710.7,191.4,1101.3738450073104,8733945617,1,1
416,175.0,True,1.9060000000000001,13.5,59,712.6,191.8,1104.6528868462906,8733945617,1,1
417,190.0,True,1.9220000000000002,11.6,55,714.6,191.8,1107.8084542797367,8733945617,1,1
418,195.0,True,1.94,11.6,60,716.6,192.0,1110.945529248355,8733945617,1,1
419,197.0,True,1.984,15.2,63,718.7,192.4,1114.8652048039378,8733945617,1,1
420,191.0,True,2.022,15.3,62,720.8,192.6,1118.7848803595205,8733945617,1,1
421,134.0,True,2.072,13.6,64,723.0,193.0,1122.587567774971,8733945617,1,1
422,87.0,True,2.108,15.7,55,725.1,193.4,1126.5900857652268,8733945617,1,1
423,71.0,True,2.09,16.0,58,727.1,193.6,1130.4572359504905,8733945617,1,1
424,74.0,True,2.06,14.4,60,729.0,193.8,1133.8715925142512,8733945617,1,1
425,58.0,True,2.042,13.6,53,731.0,194.2,1137.3232155026515,8733945617,1,1
426,40.0,True,2.0,15.0,51,733.0,194.6,1141.0143255142352,8733945617,1,1
427,30.0,True,1.9420000000000002,13.5,54,734.8,194.8,1144.1064384603055,8733945617,1,1
428,19.0,True,1.96,11.0,41,736.9,195.0,1147.32020488716,8733945617,1,1
429,23.0,True,2.008,10.4,50,739.1,195.4,1150.5815990059532,8733945617,1,1
430,25.0,True,2.074,8.2,53,741.4,195.6,1153.6906049151899,8733945617,1,1
431,29.0,True,2.182,6.4,57,743.9,195.8,1156.8132683883925,8733945617,1,1
432,36.0,True,2.314,5.9,60,746.4,196.0,1159.8697941684395,8733945617,1,1
433,32.0,True,2.432,3.8,54,749.0,196.0,1162.8007729254455,8733945617,1,1
434,26.0,True,2.516,1.9,54,751.6,196.2,1165.5283464746324,8733945617,1,1
435,25.0,True,2.592,3.7,56,754.4,196.2,1168.6720260396428,8733945617,1,1
436,19.0,True,2.654,1.9,56,757.1,196.2,1171.5045062637985,8733945617,1,1
437,22.0,True,2.674,1.9,54,759.8,196.4,1174.3407468488456,8733945617,1,1
438,21.0,True,2.664,1.9,53,762.3,196.4,1176.9705125704857,8733945617,1,1
439,26.0,True,2.652,0.0,49,764.9,196.4,1179.5705125704858,8733945617,1,1
440,32.0,True,2.612,0.0,52,767.4,196.4,1182.0705125704858,8733945617,1,1
441,43.0,True,2.566,0.0,53,770.0,196.4,1184.6705125704857,8733945617,1,1
442,38.0,True,2.5460000000000003,0.0,53,772.5,196.4,1187.1705125704857,8733945617,1,1
443,38.0,True,2.5380000000000003,0.0,53,775.0,196.4,1189.6705125704857,8733945617,1,1
444,32.0,True,2.5620000000000003,0.0,54,777.7,196.4,1192.3705125704857,8733945617,1,1
445,28.0,True,2.582,0.0,53,780.3,196.4,1194.9705125704857,8733945617,1,1
446,28.0,True,2.598,0.0,54,783.0,196.4,1197.6705125704857,8733945617,1,1
447,14.0,True,2.652,1.7000000000000002,46,785.8,196.4,1200.5936573298084,8733945617,1,1
448,0.0,True,2.732,1.7000000000000002,46,788.7,196.4,1203.6161842234148,8733945617,1,1
449,0.0,True,2.81,1.7000000000000002,46,791.8,196.6,1206.8454340518301,8733945617,1,1
450,0.0,True,2.894,0.0,0,794.8,196.6,1209.8454340518301,8733945617,1,1
451,0.0,True,2.954,-1.7000000000000002,0,797.7,196.6,1212.6559381764907,8733945617,1,1
452,0.0,True,2.99,-1.7000000000000002,0,800.7,196.4,1215.5608605794612,8733945617,1,1
453,16.0,True,2.98,-1.7000000000000002,0,803.6,196.4,1218.367714534458,8733945617,1,1
454,30.0,True,2.936,0.0,50,806.4,196.4,1221.167714534458,8733945617,1,1
455,31.0,True,2.884,0.0,57,809.2,196.4,1223.967714534458,8733945617,1,1
456,32.0,True,2.884,0.0,59,812.1,196.4,1226.8677145344582,8733945617,1,1
457,38.0,True,2.876,0.0,60,815.1,196.4,1229.8677145344582,8733945617,1,1
458,41.0,True,2.878,0.0,60,818.0,196.4,1232.7677145344583,8733945617,1,1
459,42.0,True,2.898,0.0,55,820.9,196.4,1235.6677145344584,8733945617,1,1
460,43.0,True,2.906,0.0,57,823.8,196.4,1238.5677145344584,8733945617,1,1
461,43.0,True,2.876,0.0,57,826.5,196.4,1241.2677145344585,8733945617,1,1
462,53.0,True,2.842,0.0,57,829.3,196.4,1244.0677145344584,8733945617,1,1
463,68.0,True,2.7960000000000003,0.0,55,832.0,196.4,1246.7677145344585,8733945617,1,1
464,84.0,True,2.734,0.0,54,834.6,196.4,1249.3677145344586,8733945617,1,1
465,85.0,True,2.674,0.0,49,837.1,196.4,1251.8677145344586,8733945617,1,1
466,84.0,True,2.664,0.0,57,839.8,196.4,1254.5677145344584,8733945617,1,1
467,119.0,True,2.596,0.0,57,842.3,196.4,1257.0677145344584,8733945617,1,1
468,136.0,True,2.502,1.9,47,844.5,196.4,1259.3741719404131,8733945617,1,1
469,123.0,True,2.382,1.9,45,846.5,196.4,1261.4765237933518,8733945617,1,1
470,106.0,True,2.284,3.8,48,848.5,196.4,1263.7342775588352,8733945617,1,1
471,97.0,True,2.158,5.7,49,850.6,196.6,1266.2837259546884,8733945617,1,1
472,82.0,True,2.088,5.7,50,852.7,196.6,1268.8278268249355,8733945617,1,1
473,69.0,True,2.084,5.7,50,854.9,196.8,1271.4930753556705,8733945617,1,1
474,65.0,True,2.098,7.5,50,857.0,197.0,1274.2373198390208,8733945617,1,1
475,62.0,True,2.118,9.4,50,859.1,197.0,1277.228270365068,8733945617,1,1
476,64.0,True,2.122,9.3,50,861.2,197.2,1280.2074628586129,8733945617,1,1
477,66.0,True,2.138,11.1,50,863.4,197.4,1283.5904396197234,8733945617,1,1
478,70.0,True,2.124,12.8,50,865.5,197.8,1287.0722097948985,8733945617,1,1
479,73.0,True,2.142,12.7,51,867.7,198.0,1290.719778549844,8733945617,1,1
480,72.0,True,2.158,9.0,52,869.9,198.2,1293.793785045792,8733945617,1,1
481,69.0,True,2.184,9.0,52,872.2,198.6,1296.9957703549624,8733945617,1,1
482,77.0,True,2.198,8.9,51,874.4,198.8,1300.047499873791,8733945617,1,1
483,92.0,True,2.22,7.1,49,876.6,198.8,1302.8725820303287,8733945617,1,1
484,80.0,True,2.234,5.2,53,878.9,199.0,1305.6158227517467,8733945617,1,1
485,90.0,True,2.254,6.9,53,881.2,199.2,1308.5401115195416,8733945617,1,1
486,102.0,True,2.2640000000000002,8.5,54,883.5,199.4,1311.6766954808757,8733945617,1,1
487,112.0,True,2.29,8.3,55,885.8,199.4,1314.7947408627442,8733945617,1,1
488,121.0,True,2.33,11.5,56,888.3,199.6,1318.7047162549752,8733945617,1,1
489,120.0,True,2.366,13.0,58,890.7,200.0,1322.7183055337052,8733945617,1,1
490,122.0,True,2.396,12.8,58,893.2,200.2,1326.8780911986776,8733945617,1,1
491,116.0,True,2.436,12.0,58,895.7,200.8,1330.8612290369697,8733945617,1,1
492,113.0,True,2.46,11.8,59,898.2,201.0,1334.823364949569,8733945617,1,1
493,104.0,True,2.498,7.7,61,900.8,201.2,1338.2640818201237,8733945617,1,1
494,103.0,True,2.532,7.6,62,903.4,201.4,1341.693717800631,8733945617,1,1
495,105.0,True,2.574,7.6,61,906.0,201.6,1345.1124839556628,8733945617,1,1
496,112.0,True,2.594,7.7,61,908.6,201.8,1348.54211993617,8733945617,1,1
497,101.0,True,2.624,7.8,57,911.3,202.0,1352.1151720709768,8733945617,1,1
498,97.0,True,2.612,7.9,58,913.8,202.2,1355.4344172949734,8733945617,1,1
499,81.0,True,2.58,8.0,58,916.3,202.4,1358.7760415714195,8733945617,1,1
500,79.0,True,2.544,9.6,59,918.8,202.6,1362.4265619222672,8733945617,1,1
501,82.0,True,2.534,9.9,59,921.3,202.8,1366.077082273115,8733945617,1,1
502,88.0,True,2.5,9.8,56,923.8,203.2,1369.6964729310025,8733945617,1,1
503,71.0,True,2.504,9.6,59,926.3,203.4,1373.285931191813,8733945617,1,1
504,59.0,True,2.5380000000000003,7.5,63,929.0,203.6,1376.8251134362856,8733945617,1,1
505,62.0,True,2.592,7.5,65,931.7,203.8,1380.342761120854,8733945617,1,1
506,73.0,True,2.628,7.5,63,934.4,204.0,1383.8710754565898,8733945617,1,1
507,65.0,True,2.658,7.5,62,937.1,204.2,1387.3993897923258,8733945617,1,1
508,46.0,True,2.67,7.5,62,939.7,204.4,1390.7970258193307,8733945617,1,1
509,47.0,True,2.694,7.3,63,942.4,204.6,1394.3042025711015,8733945617,1,1
510,61.0,True,2.68,5.3,64,945.1,204.8,1397.5365153351597,8733945617,1,1
511,65.0,True,2.7119999999999997,5.2,59,948.0,205.0,1400.989114698735,8733945617,1,1
512,66.0,True,2.7720000000000002,3.4,61,950.9,205.0,1404.2052196478255,8733945617,1,1
513,63.0,True,2.848,3.3,62,953.9,205.2,1407.5225268718857,8733945617,1,1
514,72.0,True,2.916,3.3,64,957.0,205.2,1410.9471792475704,8733945617,1,1
515,77.0,True,3.008,3.3,64,960.2,205.4,1414.4823042805351,8733945617,1,1
516,81.0,True,3.04,3.3,62,963.2,205.4,1417.7964839989397,8733945617,1,1
517,88.0,True,3.06,3.3,62,966.2,205.6,1421.116970422964,8733945617,1,1
518,83.0,True,3.066,3.3,62,969.3,205.6,1424.548139727789,8733945617,1,1
519,85.0,True,3.052,3.3,62,972.3,205.8,1427.8686261518133,8733945617,1,1
