time,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
0,False,0.0,0.0,0.0,69.1,100,0.0,7149376706,1,0
7,True,1.943,0.0,13.6,69.1,100,13.6,7149376706,1,0
11,True,1.5819999999999999,0.0,17.4,69.1,100,17.4,7149376706,1,0
15,True,0.963,0.0,21.3,69.1,100,21.3,7149376706,1,0
16,True,1.54,0.0,25.1,69.1,100,25.1,7149376706,1,0
18,True,1.714,0.0,29.4,69.1,102,29.4,7149376706,1,0
20,True,2.58,0.0,34.2,69.1,102,34.2,7149376706,1,0
21,True,2.44,0.0,37.3,69.1,102,37.3,7149376706,1,0
22,True,2.6,0.0,40.7,69.1,105,40.7,7149376706,1,0
24,True,2.65,0.0,45.3,69.1,105,45.3,7149376706,1,0
25,True,3.66,0.4,52.5,69.1,105,52.536010496285954,7149376706,1,0
43,True,0.853,0.4,61.5,69.1,106,61.580008283101506,7149376706,1,0
47,True,0.645,0.8,66.7,69.2,95,66.85500014096726,7149376706,1,0
76,False,0.315,1.8,71.9,69.2,95,72.28995887113285,7149376706,1,0
77,True,0.343,1.2,77.0,69.3,108,77.51993481296904,7149376706,1,0
79,True,0.544,1.3,84.1,69.5,108,84.82079070113035,7149376706,1,0
80,True,0.755,0.9,91.6,69.5,108,92.44321117697945,7149376706,1,0
81,True,0.755,0.0,95.0,69.5,108,95.84321117697945,7149376706,1,0
83,True,3.75,0.0,99.5,69.5,108,100.34321117697945,7149376706,1,0
85,True,2.52,0.5,104.2,69.5,108,105.0753784477846,7149376706,1,0
86,True,2.44,0.5,107.2,69.5,108,108.09450166885149,7149376706,1,0
87,True,3.167,0.4,114.0,69.6,108,114.9311928614711,7149376706,1,0
88,True,4.08,0.6000000000000001,119.9,69.6,108,120.88731084964118,7149376706,1,0
89,True,4.8,0.30000000000000004,128.3,69.6,108,129.32348033266572,7149376706,1,0
90,True,4.8,0.30000000000000004,139.0,69.7,108,140.07017179457264,7149376706,1,0
91,True,7.4,0.4,144.2,69.7,108,145.29689895255387,7149376706,1,0
92,True,7.14,0.0,149.7,69.7,112,150.79689895255387,7149376706,1,0
93,True,6.74,0.5,153.6,69.7,112,154.72317604181262,7149376706,1,0
94,True,6.06,0.4,158.6,69.7,112,159.75233252236302,7149376706,1,0
95,True,4.9,0.4,163.5,69.8,112,164.68065188796075,7149376706,1,0
96,True,5.5600000000000005,0.4,172.0,69.8,112,173.23021790489645,7149376706,1,0
97,True,5.28,0.0,176.1,69.8,112,177.33021790489644,7149376706,1,0
99,True,4.46,0.0,180.9,69.8,111,182.13021790489645,7149376706,1,0
100,True,4.88,0.4,187.9,69.8,111,189.16707075197272,7149376706,1,0
101,True,4.88,0.4,196.4,69.8,112,197.71218594289786,7149376706,1,0
102,True,4.94,0.5,200.8,69.9,112,202.13879835100585,7149376706,1,0
103,True,4.883,1.1,205.4,69.9,112,206.84231323617038,7149376706,1,0
104,True,5.7,0.5,209.4,69.9,113,210.8701916053696,7149376706,1,0
105,True,5.32,0.8,214.5,70.0,113,216.04555180903998,7149376706,1,0
106,True,4.64,1.2,219.6,70.0,113,221.2770138012989,7149376706,1,0
108,True,4.82,1.3,229.5,70.1,113,231.44854670323195,7149376706,1,0
109,True,4.94,1.3,234.1,70.2,113,236.18392672073566,7149376706,1,0
110,True,6.3,1.1,246.0,70.4,113,248.35833446688235,7149376706,1,0
111,True,7.48,1.1,257.0,70.5,113,259.605870061841,7149376706,1,0
112,True,7.583,0.7000000000000001,265.1,70.5,121,267.7876959893998,7149376706,1,0
113,True,8.16,0.8,270.3,70.6,121,273.05832622724074,7149376706,1,0
114,True,8.52,1.3,276.7,70.6,121,279.63411978644075,7149376706,1,0
115,True,7.3,0.8,282.5,70.7,121,285.5208788908691,7149376706,1,0
116,True,6.34,1.3,288.7,70.8,121,291.8973198119463,7149376706,1,0
117,True,5.82,0.9,294.2,70.8,121,297.48709482756897,7149376706,1,0
118,True,5.88,1.0,299.7,70.9,124,303.0873391157645,7149376706,1,0
119,True,5.66,1.3,305.0,70.9,124,308.539069303872,7149376706,1,0
120,True,5.4,0.8,309.5,71.0,124,313.10638240213535,7149376706,1,0
121,True,5.68,1.2,317.1,71.1,124,320.90567637607865,7149376706,1,0
122,True,5.88,1.1,323.6,71.1,124,327.5492171209156,7149376706,1,0
123,True,5.94,1.2,329.4,71.2,124,333.4913257859077,7149376706,1,0
124,True,6.4,1.1,337.0,71.3,124,341.27144523309823,7149376706,1,0
125,True,6.64,1.2,342.7,71.4,124,347.1087928226068,7149376706,1,0
126,True,6.54,0.8,349.8,71.4,129,354.31434929883335,7149376706,1,0
127,True,6.34,0.8,355.3,71.5,129,359.8951259314182,7149376706,1,0
128,True,6.32,0.9,361.0,71.5,129,365.68641874812084,7149376706,1,0
129,True,5.98,0.9,366.9,71.6,129,371.6821148442748,7149376706,1,0
130,True,5.98,1.3,372.6,71.6,129,377.5396019087895,7149376706,1,0
131,True,5.62,1.3,377.9,71.7,131,382.98953658586765,7149376706,1,0
132,True,5.84,1.7000000000000002,384.5,71.8,131,389.86839089545447,7149376706,1,0
133,True,5.8,1.7000000000000002,390.0,71.9,131,395.5977051071592,7149376706,1,0
134,True,5.86,1.2,396.2,72.0,131,401.96122400236015,7149376706,1,0
135,True,5.82,0.8,401.7,72.1,132,407.542000634945,7149376706,1,0
136,True,6.18,0.8,408.8,72.1,132,414.75018463004716,7149376706,1,0
137,True,5.94,0.4,414.2,72.1,132,420.17981351939636,7149376706,1,0
138,True,5.96,0.5,419.8,72.2,132,425.8138421295939,7149376706,1,0
139,True,5.84,0.5,425.4,72.2,132,431.44724636162266,7149376706,1,0
140,True,5.7,0.0,430.2,72.2,131,436.2472463616227,7149376706,1,0
141,True,5.44,0.0,436.0,72.2,131,442.0472463616227,7149376706,1,0
142,True,5.4,0.0,441.2,72.2,131,447.2472463616227,7149376706,1,0
143,True,5.24,0.5,446.0,72.2,131,452.0753626650291,7149376706,1,0
144,True,5.42,0.4,452.5,72.2,131,458.6104351285626,7149376706,1,0
145,True,5.6,0.4,458.2,72.3,131,464.33973220558045,7149376706,1,0
146,True,5.86,0.4,465.3,72.3,131,471.47726347034103,7149376706,1,0
147,True,6.02,0.4,471.3,72.3,134,477.507860624048,7149376706,1,0
148,True,6.22,0.4,477.1,72.3,134,483.3382727143254,7149376706,1,0
149,True,6.24,0.4,483.7,72.4,134,489.9738847542209,7149376706,1,0
150,True,6.38,0.4,490.1,72.4,134,496.4102272249996,7149376706,1,0
151,True,6.02,0.0,495.4,72.4,134,501.7102272249995,7149376706,1,0
152,True,5.74,0.0,500.0,72.4,134,506.31022722499955,7149376706,1,0
153,True,5.58,0.4,505.0,72.4,134,511.33912453683394,7149376706,1,0
154,True,5.58,0.4,511.6,72.4,134,517.9762782234782,7149376706,1,0
155,True,5.5600000000000005,0.4,517.9,72.5,134,524.3114386865899,7149376706,1,0
156,True,5.54,0.9,523.1,72.5,134,529.5942014657227,7149376706,1,0
157,True,5.66,0.5,528.3,72.5,134,534.8250780454908,7149376706,1,0
158,True,5.9,0.9,534.5,72.6,134,541.1225283856493,7149376706,1,0
159,True,5.64,1.3,539.8,72.6,134,546.5770114258437,7149376706,1,0
160,True,5.66,1.4,546.2,72.7,134,553.1803138724646,7149376706,1,0
161,True,5.5600000000000005,1.5,550.9,72.8,134,558.0403251655321,7149376706,1,0
162,True,5.48,1.7000000000000002,555.7,72.9,129,563.0486153644717,7149376706,1,0
163,True,5.1,1.2,560.0,72.9,129,567.4582029232747,7149376706,1,0
164,True,4.76,0.5,563.6,73.0,129,571.0827126851448,7149376706,1,0
166,True,3.32,0.0,567.5,73.0,129,574.9827126851447,7149376706,1,0
168,True,2.96,-0.4,574.8,73.0,129,582.2568046911514,7149376706,1,0
169,True,4.02,-0.9,583.7,72.9,129,591.0492493127296,7149376706,1,0
170,True,4.3,-1.1,589.4,72.9,129,596.6529713555825,7149376706,1,0
172,True,5.767,-0.9,602.1,72.7,129,609.1888571244422,7149376706,1,0
173,True,7.28,-1.2,611.2,72.6,132,618.1128527813447,7149376706,1,0
174,True,6.62,-1.2,616.8,72.6,132,623.6115061779886,7149376706,1,0
175,True,6.5600000000000005,-1.2,622.2,72.5,132,628.9086759026678,7149376706,1,0
176,True,6.433,-1.5,628.0,72.4,132,634.5630986404534,7149376706,1,0
177,True,6.8,-1.4,636.1,72.3,132,642.4809198192673,7149376706,1,0
178,True,6.48,-1.3,643.6,72.2,132,649.8171553978775,7149376706,1,0
179,True,6.9,-1.4,651.3,72.1,132,657.3468886207033,7149376706,1,0
180,True,7.12,-1.0,657.8,72.0,132,663.7441765167231,7149376706,1,0
181,True,7.52,-1.2,665.6,71.9,132,671.400864260006,7149376706,1,0
182,True,7.24,-1.1,672.3,71.9,132,677.980818413256,7149376706,1,0
183,True,6.66,-1.2,676.9,71.8,132,682.4894847733128,7149376706,1,0
184,True,6.52,-1.7000000000000002,683.9,71.7,132,689.2748853334831,7149376706,1,0
185,True,6.38,-1.1,689.7,71.6,132,694.979702869898,7149376706,1,0
186,True,6.08,-1.1,696.0,71.5,133,701.1684956640686,7149376706,1,0
187,True,6.5,-1.1,704.8,71.5,133,709.8176731558477,7149376706,1,0
188,True,6.68,-1.0,710.3,71.4,133,715.2372942724666,7149376706,1,0
189,True,6.5600000000000005,-0.9,716.7,71.3,133,721.5503409719394,7149376706,1,0
190,True,7.34,-0.9,726.4,71.2,132,731.1209453483837,7149376706,1,0
191,True,8.16,-0.9,736.8,71.2,132,741.389542357173,7149376706,1,0
192,True,7.58,-0.9,742.7,71.1,132,747.211906073751,7149376706,1,0
193,True,8.0,-1.3,750.3,71.0,132,754.6526868510846,7149376706,1,0
194,True,8.48,-1.2,759.1,70.9,132,763.2824848489684,7149376706,1,0
195,True,8.24,-1.2,767.6,70.8,132,771.6174411914114,7149376706,1,0
196,True,7.74,-1.0,775.5,70.7,132,779.4055527139186,7149376706,1,0
197,True,8.06,-1.0,783.0,70.6,132,786.789765928445,7149376706,1,0
198,True,7.98,-0.7000000000000001,790.2,70.6,128,793.9273613072384,7149376706,1,0
199,True,7.54,-0.7000000000000001,796.8,70.5,128,800.4690918728799,7149376706,1,0
200,True,7.24,-0.8,803.8,70.5,128,807.4012584884184,7149376706,1,0
201,True,7.1,-0.8,811.0,70.4,128,814.5292596340029,7149376706,1,0
202,True,6.74,-0.7000000000000001,816.7,70.4,128,820.1822164273655,7149376706,1,0
203,True,6.52,-0.30000000000000004,822.8,70.3,129,826.2628895083974,7149376706,1,0
204,True,7.22,-0.30000000000000004,832.9,70.3,129,836.3329604173181,7149376706,1,0
205,True,7.22,0.0,839.9,70.3,129,843.3329604173181,7149376706,1,0
206,True,7.32,0.0,847.6,70.3,130,851.0329604173181,7149376706,1,0
207,True,7.1,0.0,852.2,70.3,130,855.6329604173181,7149376706,1,0
208,True,6.88,0.4,857.2,70.3,130,860.660746294082,7149376706,1,0
209,True,5.86,0.4,862.2,70.3,130,865.6867538747329,7149376706,1,0
210,True,6.22,0.4,871.0,70.4,130,874.5280655551892,7149376706,1,0
211,True,5.92,0.30000000000000004,877.2,70.4,130,880.754242016234,7149376706,1,0
212,True,6.54,0.0,884.9,70.4,130,888.4542420162339,7149376706,1,0
213,True,7.16,0.30000000000000004,893.0,70.4,126,896.5905629478327,7149376706,1,0
214,True,7.54,0.30000000000000004,899.9,70.4,126,903.5211862083262,7149376706,1,0
215,True,7.04,0.4,906.2,70.5,126,909.851416421998,7149376706,1,0
216,True,7.4,0.4,914.2,70.5,126,917.889108567869,7149376706,1,0
217,True,7.04,0.0,920.1,70.5,126,923.789108567869,7149376706,1,0
218,True,6.9,0.4,927.5,70.5,126,931.2258368306203,7149376706,1,0
219,True,6.8,0.30000000000000004,933.9,70.5,125,937.6548348299524,7149376706,1,0
220,True,6.84,0.7000000000000001,940.4,70.6,125,944.2270015532393,7149376706,1,0
221,True,6.92,0.7000000000000001,948.8,70.6,125,952.7123266361262,7149376706,1,0
222,True,7.28,0.6000000000000001,956.5,70.7,125,960.4839891404968,7149376706,1,0
223,True,7.4,0.6000000000000001,964.5,70.7,125,968.5643615163847,7149376706,1,0
224,True,7.74,0.7000000000000001,972.6,70.8,128,976.7513254944229,7149376706,1,0
225,True,7.84,0.7000000000000001,979.6,70.8,128,983.8330947348708,7149376706,1,0
226,True,7.46,0.4,986.1,70.9,128,990.3657297298961,7149376706,1,0
227,True,7.22,0.4,992.6,70.9,128,996.9003709746156,7149376706,1,0
228,True,6.8,0.0,998.5,70.9,131,1002.8003709746156,7149376706,1,0
229,True,6.28,0.0,1004.0,70.9,131,1008.3003709746156,7149376706,1,0
230,True,6.02,0.0,1009.7,70.9,131,1014.0003709746156,7149376706,1,0
231,True,6.04,0.0,1016.3,70.9,131,1020.6003709746155,7149376706,1,0
232,True,6.1,0.0,1023.1,70.9,131,1027.4003709746157,7149376706,1,0
233,True,6.06,0.0,1028.8,70.9,131,1033.1003709746155,7149376706,1,0
234,True,6.18,-0.4,1034.9,70.9,131,1039.175873257152,7149376706,1,0
235,True,6.2,-0.5,1040.7,70.9,131,1044.950462808039,7149376706,1,0
236,True,5.92,-0.5,1045.9,70.8,131,1050.1256638891311,7149376706,1,0
237,True,5.32,-1.0,1049.7,70.8,131,1053.866313664923,7149376706,1,0
238,True,5.06,-0.5,1054.1,70.8,128,1058.2460680844306,7149376706,1,0
239,True,5.02,-0.5,1060.0,70.7,128,1064.1193237819375,7149376706,1,0
240,True,5.02,-0.5,1065.8,70.7,128,1069.891806767095,7149376706,1,0
241,True,4.8,0.0,1069.9,70.7,128,1073.991806767095,7149376706,1,0
242,True,4.74,0.0,1073.4,70.7,128,1077.491806767095,7149376706,1,0
243,True,4.72,0.0,1077.7,70.7,125,1081.791806767095,7149376706,1,0
244,True,4.5,0.0,1082.5,70.7,125,1086.591806767095,7149376706,1,0
245,True,4.26,0.0,1087.1,70.7,125,1091.191806767095,7149376706,1,0
246,True,4.2,0.0,1090.9,70.7,125,1094.991806767095,7149376706,1,0
247,True,4.44,0.0,1095.6,70.7,125,1099.691806767095,7149376706,1,0
248,True,5.44,0.0,1104.9,70.7,125,1108.991806767095,7149376706,1,0
249,True,6.16,0.0,1113.3,70.7,125,1117.391806767095,7149376706,1,0
250,True,5.96,0.0,1116.9,70.7,125,1120.991806767095,7149376706,1,0
251,True,7.6,0.0,1128.9,70.7,125,1132.991806767095,7149376706,1,0
252,True,7.64,-0.6000000000000001,1133.8,70.7,124,1137.8622484494067,7149376706,1,0
253,True,6.68,-0.8,1138.3,70.7,124,1142.3178123847792,7149376706,1,0
255,True,6.86,-1.6,1151.2,70.5,124,1154.8376397465854,7149376706,1,0
256,True,5.24,-2.0,1155.1,70.5,124,1158.5788806654825,7149376706,1,0
257,True,4.86,-1.9,1158.1,70.3,123,1161.469912147285,7149376706,1,0
258,True,4.9,-2.6,1162.8,70.2,123,1165.9053062351695,7149376706,1,0
259,True,4.8,-1.9,1167.1,70.2,123,1170.0533950575298,7149376706,1,0
