time,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
0,False,0.0,0.0,0.0,61.6,126,0.0,7207228127,1,0
1,True,0.0,0.0,9.9,61.6,126,9.9,7207228127,1,0
2,True,0.0,0.0,27.3,61.6,126,27.299999999999997,7207228127,1,0
3,True,0.0,0.30000000000000004,34.2,61.6,126,34.22735553452617,7207228127,1,0
6,True,5.5600000000000005,0.4,37.7,61.6,126,37.74731749335915,7207228127,1,0
223,False,0.039,0.5,42.7,61.7,128,42.77827889889601,7207228127,1,0
225,True,0.057,0.4,50.1,61.7,128,50.219936062709245,7207228127,1,0
226,True,0.08,0.0,55.2,61.7,128,55.319936062709246,7207228127,1,0
227,True,0.105,0.0,60.8,61.7,128,60.91993606270924,7207228127,1,0
228,True,0.105,0.4,66.2,61.7,128,66.35033453359998,7207228127,1,0
229,True,0.105,0.4,72.6,61.7,127,72.78683640118027,7207228127,1,0
230,True,5.64,0.4,78.3,61.8,127,78.51948909054381,7207228127,1,0
231,True,5.68,0.5,83.6,61.8,127,83.85169473948075,7207228127,1,0
232,True,5.62,0.5,88.9,61.8,127,89.18581359528524,7207228127,1,0
233,True,5.5600000000000005,0.5,94.0,61.8,127,94.3203549133373,7207228127,1,0
234,True,5.18,0.5,98.5,61.9,128,98.85378562516108,7207228127,1,0
235,True,4.9,0.6000000000000001,102.8,61.9,128,103.18820668248915,7207228127,1,0
236,True,4.7,0.0,107.1,61.9,128,107.48820668248915,7207228127,1,0
237,True,4.52,0.0,111.5,61.9,129,111.88820668248916,7207228127,1,0
238,True,4.24,0.6000000000000001,115.2,61.9,129,115.62301824860235,7207228127,1,0
239,True,4.0,0.9,118.5,61.9,129,118.97898892311228,7207228127,1,0
241,True,3.2,0.9,123.1,62.0,133,123.65312957247168,7207228127,1,0
244,True,2.98,1.1,133.4,62.1,133,134.19589942461255,7207228127,1,0
245,True,3.233,0.7000000000000001,137.9,62.1,133,138.74699826085612,7207228127,1,0
246,True,4.34,0.8,144.8,62.2,133,145.73961569353565,7207228127,1,0
247,True,4.767,0.7000000000000001,151.7,62.2,133,152.71708928934623,7207228127,1,0
248,True,5.143,0.6000000000000001,159.1,62.3,133,160.1906214677144,7207228127,1,0
249,True,6.66,0.6000000000000001,166.7,62.3,133,167.86058981761022,7207228127,1,0
250,True,7.58,0.6000000000000001,175.8,62.4,133,177.03744161919073,7207228127,1,0
251,True,7.86,0.6000000000000001,184.1,62.4,133,185.40495663152564,7207228127,1,0
252,True,8.28,0.6000000000000001,193.1,62.5,133,194.47816568104543,7207228127,1,0
253,True,8.46,0.8,201.4,62.5,133,202.89957120728062,7207228127,1,0
254,True,8.76,0.5,210.5,62.6,133,212.0664596565605,7207228127,1,0
255,True,8.94,0.8,220.5,62.7,133,222.20201876103818,7207228127,1,0
258,True,5.66,0.7000000000000001,229.7,62.7,133,231.50162223161354,7207228127,1,0
259,True,5.84,0.5,239.7,62.8,133,241.56740869194482,7207228127,1,0
260,True,5.84,0.7000000000000001,269.4,63.0,133,271.58538994390995,7207228127,1,0
261,True,5.84,0.6000000000000001,279.8,63.0,138,282.06688144009905,7207228127,1,0
263,True,11.86,0.6000000000000001,289.0,63.1,138,291.345416788211,7207228127,1,0
264,True,11.86,0.6000000000000001,310.5,63.2,138,313.0426395395296,7207228127,1,0
265,True,10.14,0.7000000000000001,320.1,63.3,138,322.74803608893137,7207228127,1,0
267,True,8.117,0.6000000000000001,328.5,63.3,138,331.2312003411647,7207228127,1,0
268,True,8.117,0.6000000000000001,347.4,63.5,138,350.30583084851514,7207228127,1,0
269,True,9.32,0.6000000000000001,357.1,63.5,138,360.09013228499003,7207228127,1,0
270,True,9.7,0.5,368.6,63.6,138,371.66904710754574,7207228127,1,0
271,True,9.767,0.6000000000000001,378.7,63.6,138,381.8520881359703,7207228127,1,0
272,True,11.36,0.6000000000000001,385.3,63.7,138,388.50903778388516,7207228127,1,0
274,True,6.9,0.30000000000000004,391.6,63.7,138,394.8365290184659,7207228127,1,0
275,True,6.72,-0.4,402.2,63.8,138,405.399624397406,7207228127,1,0
277,True,4.64,-0.4,408.5,63.7,138,411.6775224431538,7207228127,1,0
278,True,4.383,-1.4,411.6,63.6,138,414.7035337383628,7207228127,1,0
280,True,3.1,-1.9,417.7,63.6,138,420.58196441802767,7207228127,1,0
281,True,3.467,-1.6,423.0,63.5,138,425.73929853458566,7207228127,1,0
282,True,4.24,-1.9,429.7,63.3,138,432.1904203004288,7207228127,1,0
283,True,5.14,-1.9,437.3,63.2,138,439.5128204790629,7207228127,1,0
284,True,5.367,-1.7000000000000002,443.8,63.1,138,445.80404486095233,7207228127,1,0
285,True,6.34,-1.9,449.4,63.0,138,451.19485263827147,7207228127,1,0
286,True,5.94,-4.0,452.7,62.9,138,454.228501344356,7207228127,1,0
288,True,4.16,-4.7,458.1,62.8,138,459.12980003213295,7207228127,1,0
290,True,2.92,-4.4,464.0,62.3,138,464.5141451287287,7207228127,1,0
291,True,3.18,-5.0,468.6,62.1,138,468.66777806801167,7207228127,1,0
292,True,3.433,-3.4,473.3,62.0,138,473.0345214141198,7207228127,1,0
293,True,3.98,-3.5,478.0,61.8,138,477.3891419225128,7207228127,1,0
294,True,3.933,-3.6,481.7,61.7,138,480.8106991835592,7207228127,1,0
295,True,4.32,-3.2,485.6,61.5,138,484.44811108081825,7207228127,1,0
297,True,3.86,-3.3,492.6,61.3,138,490.9671388701966,7207228127,1,0
299,True,3.64,-3.1,499.9,61.1,138,497.7852523044359,7207228127,1,0
300,True,3.5,-3.2,503.1,61.0,130,500.7670222898148,7207228127,1,0
301,True,3.733,-3.5,508.0,60.8,130,505.3099255527541,7207228127,1,0
302,True,3.7,-3.4,511.1,60.7,130,508.1922876539648,7207228127,1,0
303,True,3.6,-3.5,514.2,60.6,130,511.0668351176735,7207228127,1,0
304,True,4.22,-3.4,521.0,60.4,130,517.389435855813,7207228127,1,0
305,True,4.42,-3.1,525.2,60.2,132,521.316441092228,7207228127,1,0
306,True,4.2,-2.8,529.0,60.1,132,524.8862977817548,7207228127,1,0
308,True,4.5600000000000005,-2.2,537.0,59.9,132,532.5309093153259,7207228127,1,0
309,True,4.24,-2.0,542.2,59.8,132,537.5216766954335,7207228127,1,0
311,True,3.8200000000000003,-2.0,548.1,59.7,132,543.1965510283227,7207228127,1,0
313,True,3.34,-2.3,553.7,59.6,132,548.5320429031931,7207228127,1,0
314,True,3.06,-2.1,557.5,59.5,132,552.1750786349684,7207228127,1,0
316,True,3.18,-1.6,564.0,59.3,130,558.4896596364249,7207228127,1,0
317,True,3.233,-0.5,567.5,59.3,130,561.9725742781031,7207228127,1,0
318,True,3.7199999999999998,0.6000000000000001,572.3,59.3,130,566.8167648148794,7207228127,1,0
319,True,3.7800000000000002,0.6000000000000001,576.4,59.4,130,570.9529130281695,7207228127,1,0
320,True,3.783,0.6000000000000001,580.2,59.4,130,574.784323973799,7207228127,1,0
321,True,4.02,0.0,584.1,59.4,133,578.684323973799,7207228127,1,0
323,True,3.44,0.0,589.5,59.4,133,584.084323973799,7207228127,1,0
324,True,3.36,-0.5,593.2,59.4,130,587.7655892893088,7207228127,1,0
325,True,3.6,-0.6000000000000001,598.2,59.4,130,592.7366705817332,7207228127,1,0
326,True,3.7199999999999998,-0.6000000000000001,602.7,59.3,130,597.2118685335607,7207228127,1,0
327,True,3.817,-0.5,607.0,59.3,130,601.491573145525,7207228127,1,0
328,True,4.32,0.0,611.1,59.3,130,605.591573145525,7207228127,1,0
329,True,4.88,0.0,617.6,59.3,130,612.091573145525,7207228127,1,0
330,True,5.26,0.0,624.5,59.3,130,618.991573145525,7207228127,1,0
331,True,5.8,0.4,631.7,59.3,130,626.2271728756937,7207228127,1,0
332,True,6.08,0.4,637.4,59.3,130,631.9570606195869,7207228127,1,0
333,True,6.5600000000000005,0.4,643.9,59.4,130,638.4933372878768,7207228127,1,0
334,True,6.34,0.8,649.3,59.4,130,643.9671209618258,7207228127,1,0
335,True,6.1,0.4,655.0,59.4,130,649.6968886746191,7207228127,1,0
336,True,6.22,0.4,662.8,59.5,130,657.5377876925783,7207228127,1,0
337,True,6.28,0.8,668.8,59.5,128,663.6217501137164,7207228127,1,0
338,True,6.04,0.4,674.1,59.5,128,668.9517153696839,7207228127,1,0
339,True,6.14,0.4,680.0,59.6,128,674.8859664245591,7207228127,1,0
340,True,6.16,0.5,685.8,59.6,128,680.7200940190785,7207228127,1,0
341,True,5.68,0.4,691.2,59.6,129,686.1477398725265,7207228127,1,0
342,True,5.48,0.4,696.2,59.6,129,691.1730390754943,7207228127,1,0
344,True,5.08,0.4,705.4,59.7,129,700.4220697603281,7207228127,1,0
345,True,5.14,0.7000000000000001,711.5,59.7,129,706.5921241649645,7207228127,1,0
346,True,4.88,0.4,715.6,59.7,129,710.7123962335328,7207228127,1,0
