time,watts,moving,velocity_smooth,grade_smooth,cadence,distance,heartrate,altitude,grade_adjusted_distance,activity_id,label,mtb
1323,98,True,5.472,-1.5,77,4918.7,156,-22.6,5088.51310002582,7379189301,0,0
1324,84,True,5.828,-1.4,82,4925.2,156,-22.8,5094.857733228619,7379189301,0,0
1325,85,True,6.244,-2.7,86,4932.3,155,-22.8,5101.554811309953,7379189301,0,0
1326,91,True,6.748,-2.5,92,4940.1,155,-23.0,5108.948411625352,7379189301,0,0
1327,93,True,7.266,-3.0,95,4948.7,155,-23.4,5117.005761898808,7379189301,0,0
1328,96,True,7.732,-2.9,93,4957.4,155,-23.6,5125.170550281729,7379189301,0,0
1329,95,True,8.172,-2.3,91,4966.0,154,-23.8,5133.371731523211,7379189301,0,0
1330,94,True,8.504,-2.2,92,4974.8,154,-24.0,5141.769305356615,7379189301,0,0
1331,111,True,8.788,-1.6,96,4984.1,154,-24.2,5150.794628791299,7379189301,0,0
1332,130,True,8.894,-1.6,97,4993.2,153,-24.4,5159.631645250474,7379189301,0,0
1333,175,True,9.014,-1.1,98,5002.4,153,-24.4,5168.677928160792,7379189301,0,0
1334,193,True,9.14,0.0,98,5011.7,152,-24.6,5177.9779281607925,7379189301,0,0
1335,182,True,9.206,0.0,98,5020.8,152,-24.6,5187.077928160793,7379189301,0,0
1336,177,True,9.304,1.1,97,5030.6,152,-24.4,5197.0923242648805,7379189301,0,0
1337,173,True,9.308,1.1,96,5039.7,152,-24.4,5206.397103711619,7379189301,0,0
1338,172,True,9.226,1.7000000000000002,94,5048.6,152,-24.2,5215.678178010916,7379189301,0,0
1339,191,True,9.054,2.4,93,5057.0,152,-24.2,5224.652171280125,7379189301,0,0
1340,237,True,8.982,3.0,91,5065.7,152,-23.8,5234.194135494686,7379189301,0,0
1341,231,True,8.634,4.4,100,5073.8,151,-23.6,5243.546723080887,7379189301,0,0
1342,219,True,8.338,4.8,93,5081.4,151,-23.2,5252.437230621473,7379189301,0,0
1343,220,True,7.994,5.9,90,5088.5,151,-22.8,5261.117763836806,7379189301,0,0
1344,212,True,7.602,7.0,85,5095.0,152,-22.4,5269.4282784382995,7379189301,0,0
1345,202,True,7.062,7.4,79,5101.0,152,-22.0,5277.234878651048,7379189301,0,0
1346,198,True,6.696,7.7,75,5107.2,152,-21.4,5285.424922219594,7379189301,0,0
1347,183,True,6.296,8.0,82,5112.9,152,-21.0,5293.043825569891,7379189301,0,0
1348,167,True,5.95,7.6,86,5118.3,152,-20.6,5300.133212487603,7379189301,0,0
1349,180,True,5.692,7.0,85,5123.5,152,-20.2,5306.787804477544,7379189301,0,0
1350,193,True,5.458,7.3,82,5128.3,153,-19.8,5313.020153930974,7379189301,0,0
1351,187,True,5.132,6.3,81,5132.9,153,-19.6,5318.753913670919,7379189301,0,0
1352,182,True,4.89,5.2,80,5137.4,153,-19.2,5324.10947004214,7379189301,0,0
1353,158,True,4.816,5.0,81,5142.4,153,-19.0,5330.022811972766,7379189301,0,0
1354,151,True,4.802,2.9,82,5147.5,152,-18.8,5335.597804555875,7379189301,0,0
1355,143,True,4.876,3.0,82,5152.7,152,-18.6,5341.291127086753,7379189301,0,0
1356,132,True,4.962,3.1,65,5157.7,153,-18.6,5346.777447957265,7379189301,0,0
1357,120,True,5.018,2.1,43,5162.4,153,-18.4,5351.7455013698645,7379189301,0,0
1358,63,True,4.942,2.0,57,5167.1,153,-18.2,5356.709599446576,7379189301,0,0
1359,71,True,4.9,0.0,81,5172.0,153,-18.2,5361.609599446576,7379189301,0,0
1360,100,True,4.902,-0.9,79,5177.2,153,-18.2,5366.737800814103,7379189301,0,0
1361,90,True,4.99,-1.8,73,5182.6,152,-18.4,5371.95346916418,7379189301,0,0
1362,81,True,5.156,-2.5,73,5188.2,152,-18.4,5377.253424871545,7379189301,0,0
1363,74,True,5.404,-3.2,60,5194.1,152,-18.6,5382.7529643512635,7379189301,0,0
1364,72,True,5.774,-4.0,44,5200.8,152,-18.8,5388.911328805577,7379189301,0,0
1365,69,True,6.03,-4.4,28,5207.4,152,-19.2,5394.935066567105,7379189301,0,0
1366,50,True,6.15,-5.6,26,5213.4,151,-19.4,5400.302179886798,7379189301,0,0
1367,41,True,6.678,-5.3,26,5221.6,151,-19.8,5407.673434046762,7379189301,0,0
1368,12,True,7.028,-6.1,19,5229.2,149,-20.4,5414.436086464931,7379189301,0,0
1369,10,True,7.342,-6.0,11,5237.5,148,-20.8,5421.828768425258,7379189301,0,0
1370,0,True,7.774,-5.8,3,5246.2,146,-21.4,5429.594833644909,7379189301,0,0
1371,0,True,8.29,-6.3,13,5254.9,145,-21.8,5437.318417951085,7379189301,0,0
1372,1,True,8.41,-6.0,27,5263.7,144,-22.4,5445.159412646467,7379189301,0,0
1373,15,True,9.244,-6.0,48,5275.5,142,-23.2,5455.671181596604,7379189301,0,0
1374,24,True,9.768,-5.5,78,5286.4,139,-23.8,5465.4439053326705,7379189301,0,0
1375,37,True,10.42,-4.6,82,5298.3,138,-24.4,5476.265800682015,7379189301,0,0
1376,30,True,11.254,-4.0,58,5311.1,136,-25.0,5488.032680511676,7379189301,0,0
1377,23,True,12.016,-3.5,34,5323.7,134,-25.4,5499.703534204894,7379189301,0,0
1378,16,True,12.296,-2.5,9,5336.9,132,-25.8,5512.220944272871,7379189301,0,0
1379,0,True,12.546,-1.7000000000000002,0,5349.1,131,-26.2,5524.030398688641,7379189301,0,0
1380,0,True,12.274000000000001,-1.0,0,5359.7,129,-26.2,5534.483531250366,7379189301,0,0
1381,0,True,11.725999999999999,0.0,0,5369.8,127,-26.2,5544.583531250366,7379189301,0,0
1382,0,True,11.048,0.0,0,5379.0,125,-26.2,5553.783531250366,7379189301,0,0
1383,0,True,10.198,0.0,0,5387.9,124,-26.2,5562.683531250365,7379189301,0,0
1384,0,True,9.568,0.0,0,5397.0,122,-26.2,5571.783531250366,7379189301,0,0
1385,0,True,9.164,0.0,0,5405.5,121,-26.2,5580.283531250366,7379189301,0,0
1386,4,True,8.794,0.6000000000000001,17,5413.7,121,-26.2,5588.55740606093,7379189301,0,0
1387,54,True,8.57,0.6000000000000001,42,5421.8,118,-26.2,5596.7340309752935,7379189301,0,0
1388,98,True,8.384,1.3,59,5429.8,111,-26.0,5604.958345414093,7379189301,0,0
1389,108,True,8.086,1.3,74,5437.4,103,-26.0,5612.776245780662,7379189301,0,0
1390,105,True,7.8260000000000005,1.3,73,5444.7,102,-25.8,5620.289344828616,7379189301,0,0
1391,104,True,7.712,2.0,75,5452.3,98,-25.8,5628.299175566518,7379189301,0,0
1392,126,True,7.61,1.3,79,5459.9,97,-25.6,5636.120033240525,7379189301,0,0
1393,174,True,7.522,2.0,85,5467.5,100,-25.4,5644.139874471949,7379189301,0,0
1394,259,True,7.496,2.7,89,5474.9,102,-25.4,5652.163039678199,7379189301,0,0
1395,246,True,7.454,2.8,90,5481.9,105,-25.2,5659.774295625389,7379189301,0,0
1396,232,True,7.388,4.3,89,5489.2,107,-24.8,5668.172798660578,7379189301,0,0
1397,227,True,7.222,5.1,90,5496.0,108,-24.6,5676.227921788779,7379189301,0,0
1398,239,True,7.006,4.5,93,5502.5,109,-24.2,5683.742368337469,7379189301,0,0
1399,264,True,6.902,5.3,94,5509.4,112,-23.8,5691.978563822194,7379189301,0,0
1400,277,True,6.824,5.3,92,5516.0,114,-23.6,5699.875523063505,7379189301,0,0
1401,309,True,6.646,5.5,91,5522.5,117,-23.2,5707.697869029331,7379189301,0,0
1402,331,True,6.5440000000000005,6.4,89,5528.7,119,-22.8,5715.4420744428735,7379189301,0,0
1403,338,True,6.474,7.4,87,5534.9,121,-22.4,5723.530465692202,7379189301,0,0
1404,332,True,6.324,7.6,83,5541.0,122,-22.0,5731.543023899551,7379189301,0,0
1405,328,True,6.126,6.8,82,5546.7,124,-21.4,5738.790174324086,7379189301,0,0
1406,326,True,5.998,6.9,80,5552.4,127,-21.0,5746.045873414503,7379189301,0,0
1407,330,True,5.916,6.0,80,5558.3,130,-20.8,5753.297336330094,7379189301,0,0
1408,335,True,5.88,6.1,80,5564.3,131,-20.4,5760.687657452749,7379189301,0,0
1409,327,True,5.792,7.2,81,5570.0,133,-20.0,5768.038168726666,7379189301,0,0
1410,292,True,5.764,7.6,69,5575.5,134,-19.6,5775.281615976171,7379189301,0,0
1411,211,True,5.624,7.0,67,5580.6,137,-19.2,5781.817727496083,7379189301,0,0
1412,193,True,5.378,7.4,61,5585.2,139,-18.8,5787.800522721439,7379189301,0,0
1413,174,True,5.128,6.6,41,5589.9,141,-18.6,5793.717586329592,7379189301,0,0
1414,139,True,4.914,5.7,41,5594.5,143,-18.2,5799.302092339557,7379189301,0,0
1415,157,True,4.656,7.2,61,5598.8,144,-18.0,5804.849850537113,7379189301,0,0
1416,154,True,4.432,6.2,43,5602.7,145,-17.8,5809.683570929868,7379189301,0,0
1417,152,True,4.29,6.3,26,5606.6,146,-17.4,5814.532863411933,7379189301,0,0
1418,151,True,4.148,6.2,55,5610.6,147,-17.2,5819.4905253532215,7379189301,0,0
1419,186,True,4.03,4.9,56,5614.7,147,-17.0,5824.306066207716,7379189301,0,0
1420,204,True,4.01,4.8,58,5618.8,148,-16.8,5829.110224778793,7379189301,0,0
1421,213,True,4.056,4.7,60,5623.0,148,-16.6,5834.01458555022,7379189301,0,0
1422,213,True,4.11,4.7,61,5627.2,149,-16.4,5838.90256598313,7379189301,0,0
1423,204,True,4.188,4.6,61,5631.6,149,-16.2,5844.0070439415085,7379189301,0,0
1424,193,True,4.258,4.5,61,5636.0,149,-16.0,5849.101734777045,7379189301,0,0
1425,196,True,4.324,4.5,62,5640.5,149,-15.8,5854.302428160472,7379189301,0,0
1426,199,True,4.384,4.4,62,5644.9,149,-15.6,5859.369041184579,7379189301,0,0
1427,201,True,4.46,4.3,64,5649.5,149,-15.4,5864.65659323064,7379189301,0,0
1428,197,True,4.538,4.2,66,5654.3,149,-15.2,5870.150517095828,7379189301,0,0
1429,191,True,4.602,3.1,68,5659.0,149,-15.0,5875.316405304376,7379189301,0,0
1430,180,True,4.692,3.1,69,5663.9,149,-14.8,5880.705221463173,7379189301,0,0
1431,167,True,4.774,3.1,69,5668.8,150,-14.8,5886.087863770641,7379189301,0,0
1432,152,True,4.804,2.0,70,5673.5,150,-14.6,5891.050037665939,7379189301,0,0
1433,140,True,4.832,3.0,70,5678.4,150,-14.4,5896.4148992815735,7379189301,0,0
1434,138,True,4.904,1.9,71,5683.5,151,-14.4,5901.779621353719,7379189301,0,0
1435,135,True,4.974,0.9,72,5688.8,151,-14.2,5907.174321932308,7379189301,0,0
1436,136,True,5.056,1.9,74,5694.1,151,-14.2,5912.734375705651,7379189301,0,0
1437,143,True,5.196,0.9,76,5699.5,151,-14.2,5918.225376758168,7379189301,0,0
1438,158,True,5.302,0.9,78,5704.9,151,-14.0,5923.711864689781,7379189301,0,0
1439,164,True,5.468,0.9,80,5710.8,151,-14.0,5929.702321537783,7379189301,0,0
1440,172,True,5.616,0.8,83,5716.9,152,-14.0,5935.89191016665,7379189301,0,0
1441,177,True,5.786,0.8,86,5723.0,152,-14.0,5942.080416102371,7379189301,0,0
1442,176,True,5.922,0.8,86,5729.1,152,-13.8,5948.26733087367,7379189301,0,0
1443,176,True,6.054,1.6,87,5735.2,152,-13.8,5954.605490063537,7379189301,0,0
1444,176,True,6.148,0.8,88,5741.6,152,-13.8,5961.093459267819,7379189301,0,0
1445,191,True,6.194,1.6,90,5747.8,152,-13.6,5967.523298269601,7379189301,0,0
1446,199,True,6.276,2.3,90,5754.4,152,-13.6,5974.573668250166,7379189301,0,0
1447,203,True,6.332,2.3,90,5760.8,153,-13.4,5981.405586522934,7379189301,0,0
1448,220,True,6.408,3.2,89,5767.2,153,-13.2,5988.453315251693,7379189301,0,0
1449,222,True,6.398,3.2,88,5773.6,153,-13.0,5995.520269829883,7379189301,0,0
1450,219,True,6.372,3.3,86,5779.7,153,-12.8,6002.278497671547,7379189301,0,0
1451,219,True,6.224,3.4,85,5785.5,153,-12.6,6008.707517318222,7379189301,0,0
1452,217,True,6.098,3.3,84,5791.2,153,-12.4,6015.022582678465,7379189301,0,0
1453,212,True,6.042,3.3,84,5797.5,154,-12.2,6021.9956041689165,7379189301,0,0
1454,208,True,6.03,3.3,85,5803.7,154,-12.0,6028.851372431974,7379189301,0,0
1455,205,True,6.01,2.4,86,5809.7,154,-11.8,6035.279541615738,7379189301,0,0
1456,206,True,6.024,2.4,86,5815.6,155,-11.6,6041.598206188515,7379189301,0,0
1457,190,True,6.214,1.6,85,5822.3,155,-11.6,6048.54980514991,7379189301,0,0
1458,178,True,6.238,0.8,78,5828.6,155,-11.4,6054.931917421067,7379189301,0,0
1459,171,True,6.282,0.8,79,5835.1,155,-11.4,6061.516636430991,7379189301,0,0
1460,152,True,6.408,0.0,81,5841.8,156,-11.4,6068.216636430991,7379189301,0,0
1461,134,True,6.57,-0.7000000000000001,82,5848.5,156,-11.4,6074.855250414397,7379189301,0,0
1462,123,True,6.634,-0.7000000000000001,84,5855.5,156,-11.4,6081.791904953906,7379189301,0,0
1463,102,True,6.782,-1.4,79,5862.5,157,-11.6,6088.625325550157,7379189301,0,0
1464,78,True,6.854,-1.4,55,5869.4,157,-11.6,6095.3618487654785,7379189301,0,0
1465,55,True,6.894,-1.4,31,5876.3,157,-11.8,6102.098371980801,7379189301,0,0
1466,31,True,6.978,-2.1,7,5883.4,157,-11.8,6108.893059973092,7379189301,0,0
1467,0,True,6.984,-2.1,0,5890.4,157,-12.0,6115.594723313995,7379189301,0,0
1468,0,True,7.002,-2.8,0,5897.6,157,-12.2,6122.363051045446,7379189301,0,0
1469,1,True,7.058,-2.7,12,5904.7,157,-12.4,6129.046898655793,7379189301,0,0
1470,4,True,7.156,-2.7,36,5912.0,156,-12.6,6135.934276376588,7379189301,0,0
1471,10,True,7.242,-2.6,43,5919.6,155,-12.8,6143.118035599923,7379189301,0,0
1472,20,True,7.458,-2.5,71,5927.7,154,-13.0,6150.784598781563,7379189301,0,0
1473,52,True,7.61,-3.1,74,5935.6,153,-13.2,6158.164526288414,7379189301,0,0
1474,48,True,7.772,-3.1,58,5943.5,152,-13.4,6165.544453795265,7379189301,0,0
1475,43,True,7.934,-3.1,41,5951.7,151,-13.8,6173.203156557013,7379189301,0,0
1476,39,True,8.046,-3.1,25,5959.8,150,-14.0,6180.771365787946,7379189301,0,0
1477,34,True,7.982,-3.1,9,5967.6,148,-14.2,6188.056473293023,7379189301,0,0
1478,0,True,8.012,-3.1,0,5975.7,147,-14.4,6195.6217772406035,7379189301,0,0
1479,0,True,8.026,-3.1,0,5983.7,145,-14.8,6203.09797317204,7379189301,0,0
1480,0,True,8.01,-3.1,0,5991.8,143,-15.0,6210.669051818628,7379189301,0,0
1481,0,True,8.016,-2.5,0,5999.9,142,-15.2,6218.353319376308,7379189301,0,0
1482,6,True,8.108,-2.4,18,6008.1,141,-15.4,6226.137134508315,7379189301,0,0
1483,12,True,8.126,-3.0,36,6016.3,138,-15.6,6233.815685636709,7379189301,0,0
1484,28,True,8.204,-3.0,59,6024.7,137,-15.8,6241.685655671247,7379189301,0,0
1485,91,True,8.306,-2.9,81,6033.3,136,-16.2,6249.749900270136,7379189301,0,0
1486,114,True,8.388,-3.5,83,6041.8,135,-16.4,6257.636461064083,7379189301,0,0
1487,113,True,8.464,-2.8,84,6050.5,133,-16.6,6265.809124357995,7379189301,0,0
1488,100,True,8.62,-2.8,84,6059.4,130,-17.0,6274.177451632989,7379189301,0,0
1489,95,True,8.778,-3.3,85,6068.6,130,-17.2,6282.740951750227,7379189301,0,0
1490,91,True,8.876,-2.7,86,6077.7,128,-17.4,6291.3178574510885,7379189301,0,0
1491,92,True,9.02,-2.7,86,6086.9,127,-17.8,6299.99071511014,7379189301,0,0
1492,88,True,9.2,-3.2,87,6096.5,126,-18.0,6308.94520614035,7379189301,0,0
1493,87,True,9.276,-2.6,88,6105.8,125,-18.2,6317.727396545826,7379189301,0,0
1494,94,True,9.334,-2.6,89,6115.3,123,-18.6,6326.700116115868,7379189301,0,0
1495,99,True,9.458,-3.1,90,6125.0,123,-18.8,6335.761256014296,7379189301,0,0
1496,96,True,9.552,-2.6,86,6134.7,120,-19.0,6344.936160349972,7379189301,0,0
1497,94,True,9.574,-2.5,79,6144.3,118,-19.4,6354.024425361597,7379189301,0,0
1498,112,True,9.696,-3.0,79,6154.3,115,-19.6,6363.388788045972,7379189301,0,0
1499,123,True,9.838,-2.4,80,6164.5,114,-19.8,6373.0768110197505,7379189301,0,0
1500,123,True,9.96,-2.4,81,6174.8,113,-20.2,6382.8673507851445,7379189301,0,0
1501,131,True,10.226,-2.4,81,6185.8,113,-20.4,6393.324853767089,7379189301,0,0
1502,134,True,10.384,-1.9,81,6196.3,113,-20.6,6403.444790944925,7379189301,0,0
1503,138,True,10.474,-1.9,81,6206.6,114,-20.8,6413.366723449088,7379189301,0,0
1504,140,True,10.57,-1.9,81,6217.3,115,-21.0,6423.668421595136,7379189301,0,0
1505,139,True,10.622,-1.9,81,6227.9,115,-21.2,6433.866816704623,7379189301,0,0
1506,148,True,10.448,-1.9,81,6238.0,115,-21.4,6443.582797077614,7379189301,0,0
1507,171,True,10.306,-1.9,82,6247.8,116,-21.6,6453.017997248761,7379189301,0,0
1508,165,True,10.348,-1.9,82,6258.4,117,-21.8,6463.224802769948,7379189301,0,0
1509,162,True,10.452,-2.4,82,6269.6,117,-22.0,6473.864286611594,7379189301,0,0
1510,162,True,10.384,-2.5,82,6279.8,118,-22.2,6483.5304230596785,7379189301,0,0
1511,162,True,10.26,-2.6,82,6289.4,119,-22.6,6492.602587010273,7379189301,0,0
1512,163,True,10.142,-2.6,82,6298.5,119,-22.8,6501.194309956881,7379189301,0,0
1513,163,True,9.95,-2.1,82,6308.1,120,-23.0,6510.3883306252665,7379189301,0,0
1514,161,True,9.648,-2.0,82,6317.8,121,-23.2,6519.693468295344,7379189301,0,0
1515,153,True,9.538,-2.0,82,6327.5,121,-23.4,6529.009876624175,7379189301,0,0
1516,149,True,9.666,-2.0,82,6337.7,123,-23.6,6538.816500161505,7379189301,0,0
1517,142,True,9.926,-1.9,82,6348.1,123,-23.8,6548.830724446445,7379189301,0,0
1518,136,True,10.086,-1.9,81,6358.5,123,-24.0,6558.850319522176,7379189301,0,0
1519,127,True,10.298,-1.9,81,6369.3,124,-24.2,6569.258032856665,7379189301,0,0
1520,114,True,10.49,-1.9,81,6379.9,125,-24.4,6579.464838377851,7379189301,0,0
1521,105,True,10.564,-2.0,81,6390.5,126,-24.6,6589.657489121177,7379189301,0,0
1522,110,True,10.426,-1.5,81,6400.3,127,-24.8,6599.208383033902,7379189301,0,0
1523,133,True,10.308,-2.0,81,6410.1,127,-25.0,6608.613774078985,7379189301,0,0
1524,152,True,10.092,-2.0,82,6419.8,128,-25.0,6617.9329299813435,7379189301,0,0
1525,159,True,10.012,-2.4,83,6430.0,127,-25.4,6627.617917155466,7379189301,0,0
1526,160,True,10.006,-3.8,85,6440.5,127,-25.6,6637.305585131715,7379189301,0,0
1527,160,True,10.228,-4.1,87,6451.4,127,-26.0,6647.300872284443,7379189301,0,0
1528,155,True,10.452,-4.8,90,6462.4,127,-26.6,6657.264081730886,7379189301,0,0
1529,149,True,10.822,-5.1,88,6473.9,127,-27.2,6667.640366790955,7379189301,0,0
1530,152,True,11.222,-4.9,82,6486.1,127,-27.8,6678.674650569341,7379189301,0,0
1531,160,True,11.632,-5.2,82,6498.7,127,-28.4,6690.017772024352,7379189301,0,0
1532,166,True,11.954,-5.1,82,6511.2,127,-29.0,6701.285183846471,7379189301,0,0
1533,171,True,12.27,-5.5,83,6523.7,128,-29.8,6712.497143012652,7379189301,0,0
1534,178,True,12.576,-6.1,85,6536.7,128,-30.4,6724.063698668688,7379189301,0,0
1535,178,True,12.782,-6.0,87,6550.0,129,-31.2,6735.91289574723,7379189301,0,0
1536,174,True,12.988,-6.3,89,6563.6,130,-32.2,6747.994967717315,7379189301,0,0
1537,166,True,13.216,-6.5,91,6577.2,131,-33.0,6760.049744523608,7379189301,0,0
1538,153,True,13.488,-5.7,93,6591.1,131,-33.8,6772.481640871051,7379189301,0,0
1539,156,True,13.786,-5.3,94,6605.7,132,-34.8,6785.618561765174,7379189301,0,0
1540,159,True,14.05,-4.8,94,6620.3,133,-35.4,6798.838461569942,7379189301,0,0
1541,164,True,14.134,-4.2,93,6634.3,133,-36.0,6811.661221137714,7379189301,0,0
1542,164,True,14.33,-3.9,92,6648.9,133,-36.6,6825.1020132063295,7379189301,0,0
1543,162,True,14.434,-3.5,92,6663.3,135,-37.2,6838.442723024894,7379189301,0,0
1544,140,True,14.274000000000001,-3.6,90,6677.0,135,-37.6,6851.118836759806,7379189301,0,0
1545,115,True,14.12,-3.2,89,6690.9,135,-38.0,6864.069396424486,7379189301,0,0
1546,130,True,14.048,-3.3,88,6704.5,135,-38.6,6876.738971031048,7379189301,0,0
1547,154,True,13.964,-3.3,87,6718.7,136,-39.0,6889.9485522656605,7379189301,0,0
1548,165,True,13.804,-3.0,87,6732.3,136,-39.4,6902.680315769338,7379189301,0,0
1549,158,True,13.598,-3.1,85,6745.0,136,-39.8,6914.537642653265,7379189301,0,0
1550,138,True,13.364,-3.3,84,6757.7,136,-40.2,6926.3647973781235,7379189301,0,0
1551,128,True,13.022,-2.9,72,6769.6,136,-40.6,6937.531681005779,7379189301,0,0
1552,125,True,12.49,-3.0,52,6781.2,136,-41.0,6948.393197060814,7379189301,0,0
1553,123,True,12.224,-2.6,32,6793.5,136,-41.2,6960.004370743506,7379189301,0,0
1554,70,True,11.88,-2.6,18,6804.4,135,-41.6,6970.305056895744,7379189301,0,0
1555,68,True,11.48,-2.7,77,6815.1,135,-41.8,6980.401056756599,7379189301,0,0
1556,107,True,11.554,-2.2,79,6827.4,135,-42.2,6992.145554275336,7379189301,0,0
1557,145,True,11.514,-2.2,82,6838.7,134,-42.4,7002.939418870875,7379189301,0,0
1558,147,True,11.226,-2.3,86,6849.6,134,-42.6,7013.334648402985,7379189301,0,0
1559,149,True,11.242,-2.3,90,6860.6,133,-42.8,7023.81655140723,7379189301,0,0
1560,147,True,11.318,-2.3,90,6871.7,133,-43.2,7034.390765762082,7379189301,0,0
1561,146,True,10.992,-1.9,89,6882.4,133,-43.4,7044.707482536695,7379189301,0,0
1562,151,True,10.874,-1.4,89,6893.1,133,-43.6,7055.155088091052,7379189301,0,0
1563,158,True,10.764,-0.9,88,6903.4,133,-43.6,7065.320014464814,7379189301,0,0
1564,163,True,10.606,-0.9,87,6913.7,133,-43.8,7075.484940838578,7379189301,0,0
1565,170,True,10.898,-0.9,86,6926.1,133,-43.8,7087.722327929322,7379189301,0,0
1566,168,True,10.89,-0.5,85,6936.8,133,-44.0,7098.377385357864,7379189301,0,0
1567,161,True,10.794,-0.5,85,6947.1,134,-44.0,7108.631040298299,7379189301,0,0
1568,154,True,10.772,0.5,87,6957.3,134,-44.0,7118.8983695680045,7379189301,0,0
1569,154,True,10.634,1.0,92,6966.8,134,-44.0,7128.596514798415,7379189301,0,0
1570,170,True,10.006,1.6,90,6976.2,135,-43.8,7138.374888388145,7379189301,0,0
1571,187,True,9.678,2.8,88,6985.2,135,-43.6,7148.172718212067,7379189301,0,0
1572,192,True,9.348,3.0,79,6993.8,135,-43.4,7157.580589655205,7379189301,0,0
1573,185,True,8.95,3.1,80,7002.0,136,-43.0,7166.574165121802,7379189301,0,0
1574,200,True,8.59,3.1,84,7009.8,136,-42.8,7175.1552690193375,7379189301,0,0
1575,207,True,8.354,3.2,86,7018.0,136,-42.6,7184.189195514262,7379189301,0,0
1576,210,True,8.1,3.2,85,7025.7,137,-42.4,7192.672272832667,7379189301,0,0
1577,209,True,7.93,2.6,84,7033.5,137,-42.0,7201.080870387168,7379189301,0,0
1578,206,True,7.854,2.6,84,7041.3,137,-41.8,7209.4841369041715,7379189301,0,0
1579,201,True,7.85,1.3,84,7049.0,137,-41.8,7217.397195258341,7379189301,0,0
1580,189,True,7.78,0.6000000000000001,85,7056.9,137,-41.6,7225.374839792086,7379189301,0,0
1581,182,True,7.808,0.6000000000000001,85,7064.8,137,-41.6,7233.351220655041,7379189301,0,0
1582,184,True,7.808,0.6000000000000001,86,7072.5,137,-41.6,7241.122883159412,7379189301,0,0
1583,197,True,7.844,0.6000000000000001,88,7080.5,138,-41.6,7249.1969346376745,7379189301,0,0
1584,209,True,8.006,1.2,88,7089.1,138,-41.4,7258.023751169728,7379189301,0,0
1585,210,True,8.054,1.9,88,7097.1,138,-41.4,7266.41995253417,7379189301,0,0
1586,210,True,8.018,2.6,98,7104.9,139,-41.2,7274.844964072547,7379189301,0,0
1587,234,True,7.982,4.1,104,7112.4,140,-41.0,7283.405774403944,7379189301,0,0
1588,330,True,7.802,5.0,99,7119.5,141,-40.6,7291.791791989065,7379189301,0,0
1589,374,True,7.412,6.0,96,7126.1,141,-40.2,7299.913431050513,7379189301,0,0
1590,389,True,7.136,7.1,91,7132.8,142,-39.8,7308.53046423437,7379189301,0,0
1591,398,True,6.818,7.3,88,7138.9,143,-39.4,7316.435984212584,7379189301,0,0
1592,410,True,6.478,7.6,86,7144.8,144,-38.8,7324.175091220181,7379189301,0,0
1593,408,True,6.25,7.7,86,7150.8,144,-38.4,7332.089635790581,7379189301,0,0
1594,394,True,6.1,6.1,86,7156.6,145,-38.0,7339.233612875814,7379189301,0,0
1595,363,True,5.908,6.1,86,7162.3,146,-37.6,7346.269837102096,7379189301,0,0
1596,259,True,5.792,5.2,86,7167.9,147,-37.4,7352.925027885131,7379189301,0,0
1597,217,True,5.784,3.4,87,7173.7,148,-37.0,7359.357237783313,7379189301,0,0
1598,186,True,5.8100000000000005,2.4,88,7179.8,149,-36.8,7365.895011692666,7379189301,0,0
1599,162,True,5.89,0.8,90,7186.1,151,-36.8,7372.280582942359,7379189301,0,0
1600,138,True,6.052,0.0,89,7192.6,152,-36.8,7378.780582942359,7379189301,0,0
1601,100,True,6.264,-0.8,86,7199.2,152,-36.8,7385.316223586679,7379189301,0,0
1602,109,True,6.424,-1.5,83,7205.8,153,-36.8,7391.75160916474,7379189301,0,0
1603,113,True,6.546,-1.5,87,7212.5,154,-37.0,7398.290032369461,7379189301,0,0
1604,105,True,6.686,-2.1,88,7219.5,154,-37.2,7404.9956385707255,7379189301,0,0
1605,104,True,6.822,-2.7,85,7226.7,155,-37.2,7411.783755025854,7379189301,0,0
1606,103,True,7.052,-2.6,82,7234.5,155,-37.4,7419.151510827691,7379189301,0,0
1607,100,True,7.284,-3.2,72,7242.3,155,-37.8,7426.430916731218,7379189301,0,0
1608,96,True,7.51,-3.1,63,7250.1,156,-38.0,7433.720207764369,7379189301,0,0
1609,104,True,7.752,-1.8,86,7258.3,156,-38.2,7441.638376292465,7379189301,0,0
1610,120,True,8.012,-1.8,87,7266.8,155,-38.4,7449.857913909165,7379189301,0,0
1611,130,True,8.168,-1.7000000000000002,90,7275.3,155,-38.4,7458.090911330909,7379189301,0,0
1612,135,True,8.354,-1.7000000000000002,91,7284.0,155,-38.6,7466.522423704891,7379189301,0,0
1613,137,True,8.638,-2.2,93,7293.3,154,-38.8,7475.395647632896,7379189301,0,0
1614,131,True,8.786,-2.2,94,7302.2,154,-39.0,7483.887227520986,7379189301,0,0
1615,127,True,8.848,-2.2,95,7311.0,154,-39.2,7492.284801354391,7379189301,0,0
1616,121,True,8.868,-2.2,95,7319.7,153,-39.4,7500.586948212415,7379189301,0,0
1617,115,True,9.022,-1.7000000000000002,96,7329.1,153,-39.6,7509.701925665235,7379189301,0,0
1618,111,True,8.942,-1.1,96,7338.0,153,-39.8,7518.45049919351,7379189301,0,0
