time,moving,velocity_smooth,grade_smooth,distance,altitude,heartrate,grade_adjusted_distance,activity_id,label,mtb
491,True,4.46,-1.0,2046.5,774.2,102,2079.5017803916194,9303010704,1,0
492,True,4.992,-0.9,2052.3,774.1,102,2085.229956718407,9303010704,1,0
493,True,4.922,-0.4,2058.3,774.1,104,2091.207623733274,9303010704,1,0
494,True,5.296,0.0,2064.5,774.1,104,2097.407623733274,9303010704,1,0
495,True,5.87,0.0,2071.1,774.1,104,2104.0076237332737,9303010704,1,0
496,True,6.35,0.4,2078.2,774.1,106,2111.1414431147064,9303010704,1,0
497,True,6.474,0.4,2084.7,774.1,106,2117.67274853586,9303010704,1,0
498,True,6.7,0.8,2091.8,774.2,106,2124.868050531806,9303010704,1,0
499,True,6.7059999999999995,1.2,2098.1,774.2,106,2131.32240994378,9303010704,1,0
500,True,6.558,1.3,2103.9,774.3,107,2137.282659939251,9303010704,1,0
501,True,6.422,1.8,2110.3,774.4,107,2143.9718399148396,9303010704,1,0
502,True,6.126,1.7000000000000002,2115.3,774.5,107,2149.178931964298,9303010704,1,0
503,True,5.782,1.3,2120.7,774.6,107,2154.7326063149135,9303010704,1,0
504,True,5.952,1.3,2127.8,774.7,107,2162.0346596277604,9303010704,1,0
505,True,5.866,1.2,2133.3,774.7,107,2167.6822518180957,9303010704,1,0
506,True,5.594,1.4,2138.3,774.8,107,2172.8400896888065,9303010704,1,0
507,True,5.876,2.0,2144.7,774.9,107,2179.5843826991763,9303010704,1,0
508,True,5.67,1.4,2149.1,775.0,106,2184.125924288762,9303010704,1,0
509,True,5.108,1.5,2153.4,775.1,106,2188.572317599441,9303010704,1,0
510,True,5.204,1.0,2159.3,775.1,106,2194.590184606167,9303010704,1,0
511,True,5.318,1.0,2164.9,775.2,106,2200.2929886796815,9303010704,1,0
512,True,4.8,1.0,2168.7,775.2,106,2204.161336607237,9303010704,1,0
513,True,5.016,1.0,2174.1,775.3,106,2209.6619894370433,9303010704,1,0
514,True,5.382,0.9,2180.3,775.3,106,2215.9638349958077,9303010704,1,0
515,True,5.234,0.5,2185.4,775.4,106,2221.0942567071197,9303010704,1,0
516,True,5.252,1.0,2191.1,775.4,106,2226.901315557325,9303010704,1,0
517,True,5.446,0.5,2195.9,775.4,106,2231.733324887357,9303010704,1,0
518,True,5.304,1.1,2200.7,775.5,106,2236.637915192846,9303010704,1,0
519,True,4.936,1.1,2204.9,775.5,106,2240.930913869448,9303010704,1,0
520,True,4.834,0.5,2209.6,775.6,106,2245.6640212363336,9303010704,1,0
521,True,4.606,0.9,2214.2,775.6,106,2250.338631751979,9303010704,1,0
522,True,4.7,0.4,2219.4,775.6,106,2255.568551977507,9303010704,1,0
523,True,5.364,0.9,2227.5,775.7,106,2263.8033153948536,9303010704,1,0
524,True,5.456,1.0,2232.2,775.7,106,2268.587850989462,9303010704,1,0
525,True,5.366,1.1,2236.4,775.8,106,2272.8823645802645,9303010704,1,0
526,True,5.242,1.6,2240.4,775.8,106,2277.038534540833,9303010704,1,0
527,True,5.232,1.1,2245.6,775.9,106,2282.3482871077613,9303010704,1,0
528,True,4.654,1.5,2250.8,776.0,107,2287.7377786495613,9303010704,1,0
529,True,4.616,1.0,2255.3,776.0,107,2292.329091128432,9303010704,1,0
530,True,4.662,0.9,2259.8,776.1,107,2296.907930571241,9303010704,1,0
531,True,4.922,1.0,2265.0,776.1,106,2302.21181335683,9303010704,1,0
532,True,5.32,1.0,2272.2,776.2,106,2309.543990022777,9303010704,1,0
533,True,4.828,1.0,2274.9,776.2,106,2312.2958821510215,9303010704,1,0
534,True,5.046,1.1,2280.5,776.3,106,2318.0229270472714,9303010704,1,0
535,True,5.068,1.5,2285.1,776.3,106,2322.7747135388245,9303010704,1,0
536,True,5.044,1.5,2290.2,776.4,104,2328.054328497253,9303010704,1,0
537,True,4.664,1.5,2295.5,776.5,104,2333.547464107165,9303010704,1,0
538,True,5.07,1.7000000000000002,2300.3,776.6,104,2338.5576256171857,9303010704,1,0
539,True,4.786,1.6,2304.5,776.6,104,2342.921604075783,9303010704,1,0
540,True,4.474,1.1,2307.5,776.7,104,2345.9869730167134,9303010704,1,0
541,True,4.774,1.8,2314.1,776.8,104,2352.900514608752,9303010704,1,0
542,True,4.662,1.2,2318.8,776.8,104,2357.716316760604,9303010704,1,0
543,True,4.122,1.3,2320.9,776.9,105,2359.8746804990615,9303010704,1,0
544,True,4.006,1.7000000000000002,2324.5,776.9,105,2363.632301631577,9303010704,1,0
545,True,4.45,1.0,2329.7,777.0,106,2368.9264512271593,9303010704,1,0
